,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1354701,13547,1,-1,-1,0,-1,0,-1,0,0,0
,1354702,13547,2,3234,-1,0,-1,0,3234,0,0,0
,1354703,13547,3,107,107,0,-1,0,3234,0,0,0
,1354704,13547,4,-1,-1,0,-1,0,-1,0,0,0
,1354705,13547,5,3234,-1,0,-1,0,3234,0,0,0
,1354706,13547,6,107,107,0,-1,0,3234,0,0,0
,1354707,13547,7,-1,-1,0,-1,0,-1,0,0,0
,1354708,13547,8,-1,-1,0,-1,0,-1,0,0,0
,1354709,13547,9,3234,-1,0,-1,0,3234,0,0,0
,1354710,13547,10,401,401,0,-1,0,3234,0,0,0
,1354711,13547,11,3234,401,0,-1,0,3234,0,0,0
,1354712,13547,12,401,401,0,-1,0,3234,0,0,0
,1354713,13547,13,401,401,0,-1,0,3234,0,0,0
,1354714,13547,14,401,401,0,-1,0,3234,0,0,0
,1354715,13547,15,3234,401,0,-1,0,3234,0,0,0
,1354716,13547,16,401,401,0,-1,0,3234,0,0,0
,1354717,13547,17,401,401,0,-1,0,3234,0,0,0
,1354718,13547,18,401,401,0,-1,0,3234,0,0,0
,1354719,13547,19,3234,401,0,-1,0,3234,0,0,0
,1354720,13547,20,-1,-1,0,-1,0,-1,0,0,0
,1354721,13547,21,3234,-1,0,-1,0,3234,0,0,0
