,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,695202,6952,2,301,-1,0,-1,0,301,100310,0,1
,708201,7082,1,4366,-1,0,-1,0,4366,0,0,1
,708202,7082,2,4366,-1,0,-1,0,4366,0,0,1
,708203,7082,3,101,101,100108,-1,0,4366,0,0,1
,708204,7082,4,4366,101,100108,-1,0,4366,0,0,1
,708205,7082,5,4366,101,100108,-1,0,4366,0,0,1
,708302,7083,2,4367,4367,0,-1,0,301,100310,0,1
,708303,7083,3,301,4367,0,-1,0,301,100310,0,1
,708304,7083,4,4367,4367,0,-1,0,301,100306,0,1
,708305,7083,5,301,4367,0,-1,0,301,100306,0,1
,708402,7084,2,4368,101,100108,-1,0,4368,0,0,1
,708403,7084,3,4368,101,100108,-1,0,4368,0,0,1
,708404,7084,4,201,201,100205,-1,0,4368,0,0,1
,708405,7084,5,4368,201,100205,-1,0,4368,0,0,1
,708502,7085,2,4369,101,100102,-1,0,4369,0,0,1
,708503,7085,3,4369,101,100102,-1,0,4369,0,0,1
,708603,7086,3,4369,201,100207,-1,0,4369,0,0,1
,708606,7086,6,4365,4121,0,-1,0,4365,0,0,1
,708607,7086,7,4121,4121,0,-1,0,4365,0,0,1
,708608,7086,8,4365,4121,0,-1,0,4365,0,0,1
,708609,7086,9,4121,4121,0,-1,0,4365,0,0,1
,708610,7086,10,4365,4121,0,-1,0,4365,0,0,1
,708613,7086,13,4369,101,100108,-1,0,4369,0,0,1
,708701,7087,1,4370,4370,0,-1,0,-1,0,0,1
,708702,7087,2,301,4370,0,-1,0,301,100306,0,1
,708703,7087,3,4370,4370,0,-1,0,301,100306,0,1
,708704,7087,4,201,4370,0,-1,0,201,100205,0,1
