,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数,日配对白内容
,1348601,,大姐头，安道夫先生说，要我们在自律联盟锻炼之后才能前往阿克莱斯，是怎么回事？,,,,
,1348602,,简单来说，你们被自律联盟的二号人物招揽了。看起来自律联盟最近缺人手的传言是真的，安道夫主动招揽人可不多见。,,,,
,1348603,,自律联盟究竟是做什么的？我只知道这是个由罗兰大帝的直属部下，“佣兵王”阿米达所建立的组织。除此之外就没有其他了解了。,,,,
,1348604,,外人不熟悉联盟倒也是情有可原，毕竟联盟里的大家都只管完成任<br>务。那么，我就为你们做个简单的介绍吧。,,,,
,1348605,,不限年龄、身份、以及地位，这里是所有拥有武力却无处施展者的乐园。只要你愿意加入联盟，都自动成为隶属于联盟的赏金猎人。,,,,
,1348606,,你们的实力我亲眼所见，在自律联盟独来独往这么久，如果能有你们这样值得信任的伙伴，我也会很高兴，不如趁这个机会加入吧。,,,,
,1348607,,我愿意加入！虽然还不是很明白，但再艰难的任务我也不会怕。而且如果不加入，就没法去解决阿克莱斯的事情了！,,,,
,1348608,,本大小姐倒不是一定要加入。只是，我觉得这也是研修的一部分，如果能对本大小姐的学业有一定帮助，那么加入也没什么。,,,,
,1348609,,那就这么说定了！我带你们去告诉安道夫。,,,,
,1348701,,你们决定加入自律联盟了？真不愧是我看好的年轻人，就是爽快。那么，爱琳娜就暂且带着他们熟悉一下这里吧。,,,,
,1348702,,没问题。走吧，让我好好给你们介绍下。,,,,
,1348801,,这个漂亮的女孩子，是自律联盟的接待员吉拉。吉拉，这两位是西蒙和温丽，预备役的赏金猎人。,,,,
,1348802,,我的名字是吉拉·古斯塔夫，今后请多多关照。,,,,
,1348803,,虽说吉拉只是个接待员，但我总觉得她才是自律联盟的真正老大。毕竟大部分自律联盟的任务交接，都是由吉拉一手负责的。,,,,
,1348804,,请不要开这种过火的玩笑，爱琳娜小姐。传到安道夫先生耳朵里，会让我被他笑话的。,,,,
,1348901,,这位是比多猫，自律联盟里学识最渊博的智者。不知为何，他特别喜欢猫，自律联盟内随处可见的小猫，都是他收留下来的。,,,,
,1348902,,请称呼本喵为比多猫大人，赏金猎人爱琳娜。或许你现在还不理解，但沉下心观察，或许有一天你会明白本喵行为的意义。,,,,
,1348903,,是是是，比多猫大人。成为更优秀的赏金猎人后，他也会给你们一些任务。现在我们就别打扰他了。,,,,
,1349001,,这是吉拉的弟弟伦纳德，虽然长得算是端正，但在自律联盟也就帮他姐姐打打下手。温丽，你离他远点，别被他的油嘴滑舌给骗了。,,,,
,1349002,,本人是自律联盟第一美男子伦纳德。美丽的爱琳娜小姐，您似乎对我很有意见。要知道，本人一向对女性充满了绅士风度。,,,,
,1349003,,我倒是对你没什么意见，不过吉拉倒是时常和我聊到你。她总说，希望伦纳德你多看看书，不要成天找可爱的女孩子搭讪。,,,,
,1349004,,我并不适合像姐姐那样沉浸在书本中，只需要美丽少女的青睐，我就很满足了。,,,,
,1349005,,真是的，就因为你是这样的人才会被姐姐担心吧。,,,,
,1349101,,这里是通往联盟二楼的传送阵，刚加入自律联盟的成员是上不去的。特伍德总是在那执勤，访客和新人会被他拦下来。,,,,
,1349102,,有传言有意想不到的人用意想不到的方式在楼上执勤。<br>你们升级以后，有机会不如去看看，或许会发生很有意思的事情。,,,,
,1349201,,吉拉，麻烦你为这两位新人讲解一下自律联盟的具体工作内容，再帮他们办理一下加入联盟的手续。,,,,
,1349202,,我明白了。自律联盟任务多种多样，但大部分都可以分为以下几类：悬赏任务、委托任务、以及巡查任务。当然还有不少零散的小任务。,,,,
