,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1371301,13713,1,4456,4456,0,-1,0,-1,0,0,1
,1371302,13713,2,4487,4456,0,-1,0,4487,0,0,1
,1371303,13713,3,4456,4456,0,-1,0,4487,0,0,1
,1371304,13713,4,4487,4456,0,-1,0,4487,0,0,1
,1371401,13714,1,4487,-1,0,-1,0,4487,0,0,1
,1371402,13714,2,301,301,0,-1,0,4487,0,0,1
,1371403,13714,3,4489,4489,0,-1,0,-1,0,0,1
,1371404,13714,4,4487,4489,0,-1,0,4487,0,0,1
,1371405,13714,5,101,4489,0,-1,0,101,0,0,1
,1371406,13714,6,4489,4489,0,-1,0,101,0,0,1
,1371407,13714,7,4456,4489,0,-1,0,4456,0,0,1
,1371408,13714,8,4489,4489,0,-1,0,4456,0,0,1
,1371409,13714,9,101,4489,0,-1,0,101,0,0,1
,1371410,13714,10,4489,4489,0,-1,0,101,0,0,1
,1371411,13714,11,101,4489,0,-1,0,101,0,0,1
,1371412,13714,12,201,201,0,-1,0,101,0,0,1
,1371413,13714,13,101,201,0,-1,0,101,0,0,1
,1371501,13715,1,4489,4489,0,-1,0,-1,0,0,1
,1371502,13715,2,4489,4489,0,-1,0,-1,0,0,1
,1371503,13715,3,101,4489,0,-1,0,101,0,0,1
,1371504,13715,4,4488,4488,0,-1,0,101,0,0,1
,1371505,13715,5,-1,-1,0,-1,0,-1,0,0,1
,1371506,13715,6,4488,4488,0,-1,0,-1,0,0,1
,1371507,13715,7,101,4488,0,-1,0,101,0,0,1
,1371508,13715,8,4488,4488,0,-1,0,101,0,0,1
,1371509,13715,9,4489,4489,0,-1,0,101,0,0,1
,1371510,13715,10,-1,-1,0,-1,0,-1,0,0,1
