,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,663502,6635,2,301,-1,0,-1,0,301,100308,0,1
,663503,6635,3,3705,-1,0,-1,0,3705,0,0,1
,663504,6635,4,3708,3708,0,-1,0,3705,0,0,1
,663505,6635,5,3705,3708,0,-1,0,3705,0,0,1
,664001,6640,1,-1,-1,0,-1,0,-1,0,0,1
,664101,6641,1,301,-1,0,-1,0,301,100308,0,1
,664102,6641,2,3705,3705,0,-1,0,301,100308,0,1
,664103,6641,3,301,3705,0,-1,0,301,100308,0,1
,664201,6642,1,3706,3706,0,-1,0,-1,0,0,1
,664202,6642,2,301,3706,0,-1,0,301,100308,0,1
,664203,6642,3,201,3706,0,-1,0,201,100205,0,1
,664401,6644,1,301,-1,0,-1,0,301,100308,0,1
,664402,6644,2,3705,3705,0,-1,0,301,100308,0,1
,664403,6644,3,301,3705,0,-1,0,301,100308,0,1
,664501,6645,1,3707,3707,0,-1,0,-1,0,0,1
,664502,6645,2,201,3707,0,-1,0,201,100207,0,1
,664503,6645,3,3707,3707,0,-1,0,201,100207,0,1
,664504,6645,4,201,3707,0,-1,0,201,100207,0,1
,664901,6649,1,101,101,0,-1,0,-1,0,0,1
,664902,6649,2,3705,101,0,-1,0,3705,0,0,1
,664903,6649,3,101,101,100109,-1,0,3705,0,0,1
,664904,6649,4,3705,101,100109,-1,0,3705,0,0,1
,664905,6649,5,3705,101,100109,-1,0,3705,0,0,1
,695201,6952,1,-1,-1,0,-1,0,-1,0,0,1
,695301,6953,1,-1,-1,0,-1,0,-1,0,0,1
,695401,6954,1,-1,-1,0,-1,0,-1,0,0,1
,695501,6955,1,301,-1,0,-1,0,301,0,0,1
,695502,6955,2,3705,3705,0,-1,0,301,0,0,1
