,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,663506,6635,6,101,101,100108,-1,0,3705,0,0,1
,664702,6647,2,301,3708,0,-1,0,301,100308,0,1
,664906,6649,6,3705,101,0,-1,0,3705,0,0,1
,664907,6649,7,101,101,0,-1,0,3705,0,0,1
,664908,6649,8,3705,101,0,-1,0,3705,0,0,1
,664909,6649,9,3705,101,0,-1,0,3705,0,0,1
,664910,6649,10,101,101,0,-1,0,3705,0,0,1
,664911,6649,11,3705,101,0,-1,0,3705,0,0,1
,664912,6649,12,101,101,0,-1,0,3705,0,0,1
,695503,6955,3,201,3705,0,-1,0,201,100205,0,1
