,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数,日配对白内容
,1352601,,已经习惯自律联盟的任务了么？这次晋升后，你们也已经是能够独当一面的猎人了，我们回一趟联盟，去安道夫那儿领取奖励吧。,,,,
,1352701,,全是一派胡言！传这种谣言对他们有什么好处？那些猎人脑袋里装的都是浆糊吗？,,,,
,1352702,,安道夫先生，你怎么发这么大的脾气？没事吧？,,,,
,1352703,,我很抱歉，西蒙，我不应该在你们面前失态。都是因为最近赏金猎人中有些谣言传播，让我心烦意乱。,,,,
,1352704,,安道夫先生，什么样的谣言会让你情绪这么低落？,,,,
,1352705,,这谣言和你们也有些关联，详细的情况你们去问比多猫就知道，让我独自休息一会。对了，你们刚刚晋升吧，这是你们的奖励。,,,,
,1352706,,也……也对，那我们就先去找比多猫先生了。<br>（安道夫先生看起来真的很难过，而且还和我们有关……）,,,,
,1352707,,嗯，奖励我们收下了，安道夫你也振作点。<br>（这么沮丧的安道夫我还是第一次见，还是先别打扰他好了。）,,,,
,1352801,,喂，比多猫。什么谣言把安道夫气成那副模样？刚才我去领奖励的时候，他的情绪相当糟糕。,,,,
,1352802,,请称呼我为比多猫大人，赏金猎人爱琳娜。本喵倒是理解安道夫的感受，为联盟奉献一生却被那样抹黑，任何人都会有些灰心丧气。,,,,
,1352803,,你们所问的谣言，本喵很早以前就一直在独自调查。谣言的主要内容，则是联盟会长乌塔和主管安道夫，贪墨了大笔自律联盟资金。,,,,
,1352804,,安道夫贪墨联盟资金？这不可能！我认识安道夫五年多了，他那种心里想什么都挂在脸上的性格，做不出这种事。,,,,
,1352805,,冷静，本喵也不相信这种谣言。但这谣言如今像长腿般在赏金猎人间传播，如果不加以遏制，后果必然不堪设想。,,,,
,1352806,,能把谣言的详细情况告诉我们么？比多猫先生。我想帮帮安道夫，也不想让我所加入的自律联盟在谣言中遭受污蔑！,,,,
,1352807,,安道夫没看错人啊……原本想让你们再成长些，再接手这个任务的，不过既然你这么说，本喵就把之前调查的结果告诉你们吧。,,,,
,1352808,,谣传，自律联盟的会长乌塔和主管安道夫，合谋挪用了大量联盟的公款，赏金猎人的“伤病补贴”，也被说成是剥削的手段。,,,,
,1352809,,包括安道夫对于你们这些联盟新秀的看重，也被他们说安道夫在扶植忠于自己而非联盟的亲信，故意把肥差交给没经验的新人。,,,,
,1352810,,太过分了，本大小姐，还有西蒙和爱琳娜都是一步一个脚印在努力做任务的。,,,,
,1352811,,可悲的是，不少赏金猎人都相信了这些谣言。因为这个谣言，最近脱离联盟，成为不受管束的自由佣兵的人越来越多了。,,,,
,1352812,,这背后肯定有鬼！这种荒谬的谣言怎么会有这么大的影响，暗地里肯定有谁在推波助澜！比多猫，关于谣言的源头你有线索么？,,,,
,1352813,,猎人们最常聚集的地方就是酒馆，尤其是“蜜酒与三月兔”，本喵也是在那里获得了谣言的情报。,,,,
,1352814,,但本喵的形象太过招摇，如果要在酒馆调查这个谣言的源头，势必会打草惊蛇，因此本喵一时也难以行动。,,,,
,1352815,,那还等什么，就直接交给我们来查吧，我们直接去那个酒馆！,,,,
,1352901,,欢迎光临，几位……是伦纳德先生那天带来的朋友？,,,,
,1352902,,你的记忆力真好。我叫温丽，这两位是西蒙和爱琳娜。,,,,
,1352903,,嗯哼，酒馆正巧遇上了麻烦，原本不该让客人进来的。不过，诸位是被安道夫先生看重的新秀，理应有特别待遇，请进吧。,,,,
,1352904,,（这兔子话里有话啊……）,,,,
,1352905,,酒馆内，碎片满地，几个喝多的赏金猎人把桌子掀翻在地，不少客人带着厌恶的表情起身离席。,,,,
,1352906,,这是怎么回事？！酒馆被人砸了么？,,,,
,1352907,,这可是你们自律联盟的赏金猎人，心里有怨气，喝多了就闹事~毕竟我只是只柔弱的小兔子，可没法拦住他们。呜呜呜，该怎么办啊~,,,,
,1352908,,交给我，我来阻止他们！喂！你们身为自律联盟成员，酒后闹事都不觉得羞耻吗？,,,,
,1352909,,（这兔子装什么可怜啊！西蒙也是，居然还上去惹这群醉鬼。）,,,,
,1352910,,嚯，我还以为是谁，这不是安道夫的新宠们吗？学当正义使者？老子今天就教教你们什么叫尊敬前辈。,,,,
,1352911,,那个带队的爱琳娜还自称什么王牌猎人，吹牛也不怕闪了舌头。别以为有安道夫罩着，大爷我就不敢收拾你们了。,,,,
,1352912,,我【哔——】，嘴这么欠，你们是不是找揍！看来是时候用拳头教教你们什么叫酒馆礼仪了。,制服这些醉鬼！,稍后再来教训他们。,,
,1353302,,这些家伙还真够难缠的，明明身手这么好却来这儿捣乱，真是一群讨人厌的家伙。,,,,
,1353303,,打得漂亮，不愧是自律联盟最强的新秀队伍。不过，要是想要喝酒，恐怕要等到下次了，今天还得收拾那些家伙留下来的残局呢。,,,,
,1353304,,我们不是来喝酒的，只是来打听些消息。,,,,
,1353305,,嘻嘻，原本按照我的规矩，得按消息重要程度收取对应的小费。不过，这次就当帮我赶走醉鬼的报酬好了。请问吧，我有问必答。,,,,
,1353306,,我想问的是，关于“乌塔会长与铁臂安道夫的贪墨丑闻”，这些谣言究竟是谁传出来的。,,,,
,1353307,,这问题还真是够直接。既然如此，我也直接回答你们吧：这些谣言的源头，就是自律联盟的会长，也就是乌塔本人。,,,,
,1353308,,呵，你在耍我玩？身为自律联盟会长，他有什么理由散播这种谣言？,,,,
,1353309,,我指的并非是会长散播了这个谣言，而是指这个谣言产生的原因。,,,,
,1353310,,我想问你们一个问题：为什么在联盟人才凋敝，猎人们报酬也不断减少，谣言四起的情况下，乌塔会长还没有在联盟现身？,,,,
,1353311,,这……安道夫先生说会长是在一线管理“遗迹发掘”计划……,,,,
,1353312,,你们也觉得不太对劲吧，那个“遗迹发掘”计划再怎么重要，他也没理由对自律联盟的现状视而不见。,,,,
,1353313,,在这种情况下，酒馆谣言四起可以说是必然的。如果把我们酒馆作为谣言源头来调查，对我们就太不公平了。,,,,
,1353314,,可是，乌塔会长在这种谣言四处传播的情况下，还不主动现身澄清，到底是为什么？,,,,
,1353315,,乌塔会长自从八年前，前任会长阿米达意外身亡之后，就一直深居简出，行踪诡秘不定。联盟事务几乎全部交由主管安道夫处理。,,,,
,1353316,,我想，只要他继续这么无所作为一天，谣言就很难停止。所以，如果想问我谣言的源头是谁，我只能回答，就是会长本人。,,,,
,1353317,,你说的没错，我几乎从没在自律联盟内看过乌塔会长。或许那些谣言也确实有那么点道理。,,,,
,1353318,,不过，自律联盟可是我赚钱的地方，我无法轻易相信你的话。而且你对乌塔会长的敌意太过明显，是不是对他有什么私怨？,,,,
,1353319,,个人信息我可不卖，猜测什么的，就随你去想吧。,,,,
,1353320,,那好吧。西蒙，温丽，我们走。这次来的收获应该足够了。,,,,
,1353201,,回到联盟后，众人将从格蕾那里得知的消息汇报给了铁臂安道夫。,,,,
,1353202,,……以上，就是我们的调查结果。爱琳娜姐姐推测，谣言有可能确实只是对会长不满的猎人散布，但也有可能与格蕾小姐本人有关。,,,,
,1353203,,倒是有些奇怪，我之前也向那只兔子买过好几次情报，还真不知道她和乌塔或是联盟有什么怨恨，值得她放出这种谣言。,,,,
,1353204,,有没有可能，格蕾小姐说的其实是真的？,,,,
,1353205,,别多想了，西蒙。乌塔的人品我可以担保，他是我和阿米达出生入死一辈子的兄弟，不可能对自律联盟不利。,,,,
,1353206,,唉，这次也是我不好，因为谣言的关系太过沮丧，让比多猫和你们都为我担心了，之后就由我再派人调查格蕾那边的问题吧。,,,,
,1353207,,关于“遗迹发掘”任务和“伤病补贴”带来的不满，之后我会在自律联盟的公示中加以澄清，并且尽量给更多猎人参与任务的机会。,,,,
,1353208,,其实那个“遗迹发掘”，真没什么太大油水。为什么不一开始就让所有人都能接呢？,,,,
,1353209,,最开始是因为担心遗迹中有重要的物品被盗或是重要的古迹被破坏，不过现在看来，公正才是最重要的。,,,,
,1353210,,为了在能尽可能完好保护遗迹的的情况下进行发掘任务，联盟想必要在这上面增派很多人手。你们也要为此加紧磨练自己。,,,,
,1353211,,虽然你们晋升的速度很快，但我有种感觉，自律联盟之后还会有大事发生。为此，你们要有足够的实力，才足以应对之后的状况。,,,,
,1353212,,了解！,,,与此同时,
,1353213,？？？,安道夫的人已经回去了么？干得好，格蕾。,,,,
,1353214,,呼，真够累人的，下次可别支使我干这种事情了，暗月。,,,,
,1353215,,不过，我没想到你竟然会用出这一手来。把我这样的柔弱少女当成掩护，你的心肠可真硬。,,,,
,1353216,,……我很抱歉，让你作为传话人。不过，我们的意志必须向联盟传达，不能让联盟的“秘密发掘”成为掩盖乌塔阴谋的幕布。,,,,
,1353217,,开个玩笑罢了，我也是同意你的计划的。不过既然我已经走上明面，接下来，乌塔恐怕不会放过我，我得好好保护自己才行啊。,,,,
,1353218,,“影子会”里，阿米达时代的老人也越来越少了。虽说最近有不少人新加入了我们，但他们根本不可靠，也不可能保护得了你。,,,,
,1353219,,果然，该去试试把那几个人拉拢过来了。如果安道夫的新秀们加入影子会，我们将占据绝对的主动权。,,,,
,1353220,,要我说这是不可能的吧，那三位一看就和我们不是一路人。我对自己看人的眼光可是很有自信的。,,,,
,1353221,,不试试怎么知道？为了让自律联盟回归之前的样子，我会不惜一切代价，拉拢一切可以拉拢的力量。,,,,
