,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1031303,10313,3,201,201,100205,-1,0,4163,0,0,1
,1031403,10314,3,4163,101,100104,-1,0,4163,0,0,1
,1031404,10314,4,101,101,101200,-1,0,4163,0,0,1
,1031503,10315,3,201,-1,0,201,177001,-1,0,0,1
,1031504,10315,4,201,-1,0,201,177001,-1,0,0,1
,1031505,10315,5,101,101,100107,-1,0,-1,0,0,1
,1031506,10315,6,201,101,100107,-1,0,201,100202,0,1
,1032004,10320,4,4160,101,100109,-1,0,4160,0,0,1
,1032005,10320,5,101,101,100109,-1,0,4160,0,0,1
,1032203,10322,3,201,101,100109,-1,0,201,100220,0,1
,1032204,10322,4,201,101,100109,-1,0,201,100220,0,1
,1032303,10323,3,101,101,100109,-1,0,3042,109001,0,1
