,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1031301,10313,1,4163,-1,0,-1,0,4163,0,0,1
,1031302,10313,2,201,201,100205,-1,0,4163,0,0,1
,1031401,10314,1,4163,-1,0,-1,0,4163,0,0,1
,1031402,10314,2,101,101,100104,-1,0,4163,0,0,1
,1031501,10315,1,101,101,0,-1,0,-1,0,0,1
,1031502,10315,2,201,-1,0,201,177001,-1,0,0,1
,1031601,10316,1,101,-1,0,-1,0,101,136001,0,1
,1031602,10316,2,201,201,100216,-1,0,101,136001,0,1
,1031701,10317,1,3042,-1,0,-1,0,3042,109001,0,1
,1031702,10317,2,101,101,100102,-1,0,3042,109001,0,1
,1031801,10318,1,101,101,100102,-1,0,-1,0,0,1
,1031802,10318,2,4160,101,100102,-1,0,4160,0,0,1
,1032001,10320,1,4160,-1,0,-1,0,4160,0,0,1
,1032002,10320,2,101,101,100113,-1,0,4160,0,0,1
,1032003,10320,3,4160,101,100113,-1,0,4160,0,0,1
,1032201,10322,1,3042,-1,0,-1,0,3042,109001,0,1
,1032202,10322,2,101,101,100109,-1,0,3042,109001,0,1
,1032301,10323,1,3042,-1,0,-1,0,3042,109001,0,1
,1032302,10323,2,3042,-1,0,-1,0,3042,109001,0,1
,1032501,10325,1,101,101,0,-1,0,-1,0,0,1
,1032601,10326,1,3042,-1,0,-1,0,3042,109001,0,1
,1032602,10326,2,201,201,100205,-1,0,3042,109001,0,1
,1134701,11347,1,3042,-1,0,-1,0,3042,0,0,0
,1134702,11347,2,201,201,100205,-1,0,3042,0,0,0
