,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1031803,10318,3,101,2001,102900,-1,0,101,100102,0,1
,1031901,10319,1,3042,3042,0,-1,0,101,0,0,1
,1031902,10319,2,101,3042,0,-1,0,101,0,0,1
,1031903,10319,3,3042,3042,0,-1,0,101,0,0,1
,1032401,10324,1,3042,3042,109001,-1,0,101,0,0,1
,1032402,10324,2,101,3042,109001,-1,0,101,0,0,1
,1032502,10325,2,101,3069,121001,-1,0,101,0,0,1
,1032503,10325,3,3069,3069,121001,-1,0,101,0,0,1
,1134301,11343,1,3042,3042,0,-1,0,101,0,0,0
,1134302,11343,2,101,3042,0,-1,0,101,100106,0,0
,1134401,11344,1,3042,3042,0,-1,0,101,0,0,0
,1134402,11344,2,101,3042,0,-1,0,101,0,0,0
,1134501,11345,1,3042,3042,0,-1,0,101,0,0,0
,1134502,11345,2,101,3042,0,-1,0,101,0,0,0
,1134601,11346,1,101,-1,0,-1,0,101,100109,0,0
