,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1015602,10156,2,3007,3007,137002,-1,0,3090,0,10322,1
,1017007,10170,7,3007,201,100205,-1,0,3007,137002,10394,1
,1017011,10170,11,3007,301,0,-1,0,3007,137002,12743,1
,1017012,10170,12,301,301,100303,-1,0,3007,137002,13032,1
,1017013,10170,13,3007,301,100303,-1,0,3007,137002,12745,1
,1017014,10170,14,301,301,100304,-1,0,3007,137002,12746,1
,1017015,10170,15,3007,301,100304,-1,0,3007,137002,12747,1
,1017016,10170,16,301,301,100304,-1,0,3007,137002,12748,1
,1071302,10713,2,3007,301,100305,-1,0,3007,137002,12750,1
,1073301,10733,1,201,-1,0,-1,0,201,100225,10610,1
,1073302,10733,2,101,101,100105,-1,0,201,100225,10611,1
,1123202,11232,2,201,101,0,-1,0,201,100207,10134,1
,1123203,11232,3,101,101,100107,-1,0,201,100207,10135,1
