,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,uint32,uint32,string,string,string,float,float,float,uint32,uint32,float,uint32,uint32,string
,id,levelId,pathId,position,rotation,safePos,patrolSpeed,fightDistance,triggerDistance,triggerAngle,noColor,attack_radius,patrolMinStayTime,patrolMaxStayTime,paths
备注,id,场景ID,路径ID,坐标,角度,英雄安全点,巡逻速度,战斗距离,触发距离,触发角度,视野颜色0可见1不可见,偷袭距离,巡逻最小停留时间,巡逻最大停留时间,路径
,3150001,3150,1,"-49.92,0.104,21.73","0,232.983,0","-41.53,0.03,18.25",0.5,7,7,80,0,2,500,2000,"-57.789,-0.082,22.947;-49.72,0.03,21.109;"
,3150002,3150,2,"-58.91,0.104,19.31","0,142.983,0","-41.53,0.03,18.25",0.5,7,7,80,0,2,500,2000,"-49.05,0.035,26.656;-56.38,0.03,20.7409;"
,3150003,3150,3,"-70.42,0.03,15.319","0,-142,0","-64.732,0.03,17.77",0.5,7,7,80,0,2,500,2000,"-72.15,0.03,15.44;-81.9,0.03,12.13;"
,3150004,3150,4,"-79.15,0.03,18.435","0,139.08,0","-64.732,0.03,17.77",0.5,7,7,80,0,2,500,2000,"-76.59,0.03,23.51;-73.91,0.03,11.17;"
,3150005,3150,5,"-71.92,0.02472496,39.96","0,90,0","-76.2,0.02472496,31.92",0.8,5,5,45,0,0,500,2000,"-69.984,0.018,39.969;-64.915,0.01,36.92;-57.974,0.004,34.998;"
,3150006,3150,6,"-55.99,0.02472496,42.92","0,270,0","-76.16,0.02472496,31.93999",0.8,5,5,45,0,0,500,2000,"-58.113,0.018,43.024;-63.972,0.01,44.985;-69.993,0.018,42.917;"
,3150007,3150,7,"-67.02,0.02472687,40.97","0,120,0","-76.14583,0.02472687,31.94361",0.8,5,5,45,0,0,500,2000,"-64.929,0.018,41.012;-60.045,0.018,39.012;-54.023,0.012,39.01;"
,3150008,3150,8,"-48.908,0.03,29.013","0,180.08,0","-41.53,0.03,18.25",0,7,7,360,0,0,500,2000,
,3150009,3150,9,"-59.174,0.03,25.334","0,148.31,0","-41.53,0.03,18.25",0,7,7,360,0,0,500,2000,
,3150010,3150,10,"-77.425,0.03,8.7926","0,62.695,0","-41.53,0.03,18.25",0,7,7,360,0,0,500,2000,
,3150011,3150,11,"-85.184,0.03,11.261","0,77.017,0","-41.53,0.03,18.25",0,7,7,360,0,0,500,2000,
,3150012,3150,12,"-49.602,0.03,40.601","0,-131.1,0","-41.53,0.03,18.25",0,7,7,360,0,0,500,2000,
,3150013,3150,13,"-65.883,0.03,47.021","0,146.31,0","-41.53,0.03,18.25",0,7,7,360,0,0,500,2000,
