,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,683201,6832,1,101,101,0,-1,0,3828,0,0,1
,683202,6832,2,3828,101,0,-1,0,3828,0,0,1
,683203,6832,3,3828,101,0,-1,0,3828,0,0,1
,683301,6833,1,3828,101,0,-1,0,3828,0,0,1
,683401,6834,1,-1,-1,0,-1,0,-1,0,0,1
,683402,6834,2,201,-1,0,-1,0,201,100207,0,1
,683403,6834,3,101,101,0,-1,0,-1,0,0,1
,683501,6835,1,201,-1,0,-1,0,201,100207,0,1
,683502,6835,2,101,101,0,-1,0,-1,0,0,1
,683601,6836,1,301,301,100305,-1,0,-1,0,0,1
,683701,6837,1,301,-1,0,-1,0,301,100305,0,1
,683702,6837,2,101,101,100104,-1,0,301,100305,0,1
,683801,6838,1,101,101,100107,-1,0,-1,0,0,1
,683901,6839,1,3828,3828,0,-1,0,-1,0,0,1
,684001,6840,1,3828,3828,0,-1,0,-1,0,0,1
,684101,6841,1,3828,3828,0,-1,0,-1,0,0,1
,684201,6842,1,3828,3828,0,-1,0,-1,0,0,1
,684401,6844,1,3829,-1,0,-1,0,3829,0,0,1
,684402,6844,2,101,101,0,-1,0,3829,0,0,1
,684501,6845,1,3830,-1,0,-1,0,3830,0,0,1
,684502,6845,2,101,101,0,-1,0,3830,0,0,1
,684601,6846,1,3831,-1,0,-1,0,3831,0,0,1
,684602,6846,2,201,201,100219,-1,0,-1,0,0,1
,684603,6846,3,301,301,100305,-1,0,-1,0,0,1
