,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,3132001,空气墙,3132,4,1118,0,1,0,0,0,0,0,"38.177,0.08,50.733",0,1
,3132002,昆虫学家法布尔,3132,1,20931,0,1,0,0,0,0,0,"40.943,0.08,58.468",132.91,1
,3132003,佣兵利拉弗,3132,1,20932,0,1,0,0,0,0,0,"62.381,0.08,66.68",-9.1,1
,3132004,佣兵迪奥,3132,1,20933,0,1,0,0,0,0,0,"74.77,0.08,64.201",-171.3,1
,3132005,佣兵达兹马,3132,1,20934,0,1,0,0,0,0,0,"73.166,0.08,50.16",-49.4,1
,3132007,商人的货箱,3132,1,40284,0,1,0,0,0,0,0,"44.663,0.08,66.65",139.08,1
,3132008,商人的货箱,3132,1,40284,0,1,0,0,0,0,0,"63.30,0.08,62.301",113.95,1
,3132009,商人的货箱,3132,1,40284,0,1,0,0,0,0,0,"64.8,0.08,54.1701",49.085,1
,3132010,商人的货箱,3132,1,40284,0,1,0,0,0,0,0,"76.413,0.08,51.65",-40.914,1
,3132011,虫卵,3132,1,60445,0,1,0,0,0,0,0,"56.501,0.08,73.3",0,1
,3132012,虫卵,3132,1,60445,0,1,0,0,0,0,0,"73.8,0.08,71.501",0,1
,3132013,虫卵,3132,1,60445,0,1,0,0,0,0,0,"76.833,0.08,60.4",0,1
,3132014,虫卵,3132,1,60445,0,1,0,0,0,0,0,"68.5,0.08,51.301",0,1
,3132015,大石块,3132,1,60446,0,1,0,0,0,0,0,"50.3,1.20,71.601",0,1
,3132016,大石块,3132,1,60446,0,1,0,0,0,0,0,"68.60,0.7,70.701",0,1
,3132017,大石块,3132,1,60446,0,1,0,0,0,0,0,"78.3,0.08,56.101",0,1
,3132018,大石块,3132,1,60446,0,1,0,0,0,0,0,"63.85,0.08,57.83",0,1
