,required,required,required,required
,uint32,uint32,float,float
,id,audio_id,in_time,duration
备注,流水id,音频id,开始时间,持续时间
,72,12655,0,3.2
,73,12656,0,5
,74,12657,0,3.2
,75,12658,0,9
,76,12659,0,2
,77,12660,0,2.5
,78,12538,0,2.5
,79,12650,0,2
,80,12651,0,1.5
,81,12652,0,2.5
,82,12653,0,2.7
,83,12654,0,3
,84,12573,0,2
,85,12574,0,1
,86,12575,0,1.5
,87,12576,0,2.5
,88,12577,0,3.5
,89,12578,0,2.5
,90,12579,0,6.9
,91,12536,0,2.2
,92,12605,0,3
,93,12606,0,3
,94,12607,0,3
,95,12608,0,1
,96,12609,0,2.8
,97,12610,0,3
,98,12611,0,4.8
,99,12535,0.5,2
,100,12599,0,2.5
,101,12600,0,2
,102,12601,0,2
,103,12602,0,3
,104,12603,0,1.7
,105,12604,0,4
,106,12532,0,2.5
,107,12563,0,1.6
,108,12564,0,1.5
,109,12565,1,3
,110,12566,0,2.5
,111,12567,0,3.5
,112,12568,0,4
,113,12569,0,4.8
,114,12570,0,3
,115,12571,0,3.3
,116,12572,0,5
,117,12534,0,2
,118,12580,0,2.5
,119,12581,0,4
,120,12582,0,2.5
,121,12583,0,3.5
,122,12584,0,4
,123,12619,0,2.5
,124,12620,0,3.5
,125,12621,0,3
,126,12622,0,2
,127,12623,0,3.5
,128,12624,0,5
,129,12625,0,3
,130,12643,0,3.5
,131,12644,0,2
,132,12645,0,2
,133,12646,0,1.5
,134,12647,0,2.5
,135,12648,0,3.5
,136,12649,0,3.5
,137,12560,0,3
,138,12631,0,3
,139,12632,0,7
,140,12633,0,2
,141,12634,0,3
,142,12635,0,3
,143,12636,0,5
,144,12637,0,3
,145,12638,0,3
,146,12639,0,2
,147,12661,0,4
,148,12662,0,3
,149,12663,0,2
,150,12664,0,5
,151,12594,0,4
,152,12595,0,3
,153,12596,0,3
,154,12597,0,3
,155,12598,0,5
,156,12612,0,4
,157,12613,0,1.5
,158,12614,0,3.5
,159,12615,0,2.5
,160,12616,0,2
,161,12617,0,2.5
,162,12618,0,3
,163,12626,0,3
,164,12627,0,4.5
,165,12628,0,4.5
,166,12629,0,8.5
,167,12630,0,6
,168,12585,0,6
,169,12586,0,5
,170,12587,0,5
,171,12588,0,3
,172,12589,0,5
,173,12590,0,2
,174,12591,0,6
,175,12592,0,3
,176,12593,0,6
,177,12640,0,4.5
,178,12641,0,5.5
,179,12642,0,3
,180,12665,0,3
