,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1352601,13526,1,301,-1,0,-1,0,301,0,0,1
,1352701,13527,1,3005,-1,0,-1,0,3005,168003,0,1
,1352702,13527,2,101,101,100115,-1,0,3005,168003,0,1
,1352703,13527,3,3005,101,100115,-1,0,3005,168002,0,1
,1352704,13527,4,201,201,100206,-1,0,3005,168002,0,1
,1352705,13527,5,3005,201,100206,-1,0,3005,168002,0,1
,1352706,13527,6,101,101,100112,-1,0,3005,168002,0,1
,1352707,13527,7,301,301,0,-1,0,3005,168002,0,1
,1352801,13528,1,301,301,0,-1,0,-1,0,0,1
,1352802,13528,2,3080,301,0,-1,0,3080,0,0,1
,1352803,13528,3,3080,301,0,-1,0,3080,0,0,1
,1352804,13528,4,301,301,100308,-1,0,3080,0,0,1
,1352805,13528,5,3080,301,100308,-1,0,3080,0,0,1
,1352806,13528,6,101,101,100118,-1,0,3080,0,0,1
,1352807,13528,7,3080,101,100118,-1,0,3080,0,0,1
,1352808,13528,8,3080,101,100118,-1,0,3080,0,0,1
,1352809,13528,9,3080,101,100118,-1,0,3080,0,0,1
,1352810,13528,10,201,201,100228,-1,0,3080,0,0,1
,1352811,13528,11,3080,201,100228,-1,0,3080,0,0,1
,1352812,13528,12,301,301,0,-1,0,3080,0,0,1
,1352813,13528,13,3080,301,0,-1,0,3080,0,0,1
,1352814,13528,14,3080,301,0,-1,0,3080,0,0,1
,1352815,13528,15,301,301,0,-1,0,3080,0,0,1
,1352901,13529,1,4219,-1,0,-1,0,4219,0,0,1
,1352902,13529,2,201,201,0,-1,0,4219,0,0,1
,1352903,13529,3,4219,201,0,-1,0,4219,0,0,1
,1352904,13529,4,301,301,0,-1,0,4219,0,0,1
,1352905,13529,5,-1,-1,0,-1,0,-1,0,0,1
,1352906,13529,6,301,301,100308,-1,0,-1,0,0,1
,1352907,13529,7,4219,301,100308,-1,0,4219,0,0,1
,1352908,13529,8,101,101,100113,-1,0,4219,0,0,1
,1352909,13529,9,301,301,0,-1,0,4219,0,0,1
,1352910,13529,10,4220,-1,0,-1,0,4220,0,0,1
,1352911,13529,11,4221,-1,0,-1,0,4221,0,0,1
,1352912,13529,12,301,301,100308,-1,0,4221,0,0,1
,1353302,13533,2,101,101,100105,-1,0,-1,0,0,1
,1353303,13533,3,4219,101,100105,-1,0,4219,0,0,1
,1353304,13533,4,301,301,0,-1,0,4219,0,0,1
,1353305,13533,5,4219,301,0,-1,0,4219,0,0,1
,1353306,13533,6,301,301,0,-1,0,4219,0,0,1
,1353307,13533,7,4219,301,0,-1,0,4219,0,0,1
,1353308,13533,8,301,301,100304,-1,0,4219,0,0,1
,1353309,13533,9,4219,301,100304,-1,0,4219,0,0,1
,1353310,13533,10,4219,301,100304,-1,0,4219,0,0,1
,1353311,13533,11,101,101,100115,-1,0,4219,0,0,1
,1353312,13533,12,4219,101,100115,-1,0,4219,0,0,1
,1353313,13533,13,4219,101,100115,-1,0,4219,0,0,1
,1353314,13533,14,201,201,100205,-1,0,4219,0,0,1
,1353315,13533,15,4219,201,100205,-1,0,4219,0,0,1
,1353316,13533,16,4219,201,100205,-1,0,4219,0,0,1
,1353317,13533,17,301,301,0,-1,0,4219,0,0,1
,1353318,13533,18,301,301,0,-1,0,4219,0,0,1
,1353319,13533,19,4219,301,0,-1,0,4219,0,0,1
,1353320,13533,20,301,301,0,-1,0,4219,0,0,1
,1353201,13532,1,-1,-1,0,-1,0,-1,0,0,1
,1353202,13532,2,201,201,0,-1,0,-1,0,0,1
,1353203,13532,3,3005,201,0,-1,0,3005,0,0,1
,1353204,13532,4,101,101,100109,-1,0,3005,0,0,1
,1353205,13532,5,3005,101,100109,-1,0,3005,0,0,1
,1353206,13532,6,3005,101,100109,-1,0,3005,0,0,1
,1353207,13532,7,3005,101,100109,-1,0,3005,0,0,1
,1353208,13532,8,301,301,0,-1,0,3005,0,0,1
,1353209,13532,9,3005,301,0,-1,0,3005,0,0,1
,1353210,13532,10,3005,301,0,-1,0,3005,0,0,1
,1353211,13532,11,3005,301,0,-1,0,3005,0,0,1
,1353212,13532,12,101,101,100106,-1,0,3005,0,0,1
,1353213,13532,13,4222,4222,142002,-1,0,-1,0,0,1
,1353214,13532,14,4219,4222,142002,-1,0,4219,0,0,1
,1353215,13532,15,4219,4222,142002,-1,0,4219,0,0,1
,1353216,13532,16,4222,4222,142002,-1,0,4219,0,0,1
,1353217,13532,17,4219,4222,142002,-1,0,4219,0,0,1
,1353218,13532,18,4222,4222,142002,-1,0,4219,0,0,1
,1353219,13532,19,4222,4222,142002,-1,0,4219,0,0,1
,1353220,13532,20,4219,4222,142002,-1,0,4219,0,0,1
,1353221,13532,21,4222,4222,142002,-1,0,4219,0,0,1
,1353222,13532,22,4219,4222,142002,-1,0,4219,0,0,1
,1353223,13532,23,4222,4222,142002,-1,0,4219,0,0,1
,1353301,13533,1,4220,-1,0,-1,0,4220,0,0,1
