,id,name,desc,spec_desc,next_lev_desc
备注,流水号,技能名称,技能描述,技能描述,升级效果描述
,40931,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,40932,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,40933,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,40934,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,41041,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41042,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41043,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41044,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41141,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41142,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41143,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41144,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41241,梦守,奥义值高于1000点时，伤害减免提升,,
,41431,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41432,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41433,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41434,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41441,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41442,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41443,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41444,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41841,审判,当敌方生命值低于30%时，攻击力提升<color=#ffa517>15%</color>,,
,41842,审判,当敌方生命值低于30%时，攻击力提升<color=#ffa517>22%</color>,,
,41843,审判,当敌方生命值低于30%时，攻击力提升<color=#ffa517>29%</color>,,
,41941,愈骨,在场上受到治愈效果时，恢复奥义值,,
,41942,愈骨,在场上受到治愈效果时，恢复奥义值,,
,41943,愈骨,在场上受到治愈效果时，恢复奥义值,,
,41944,愈骨,在场上受到治愈效果时，恢复奥义值,,
,42141,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42142,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42143,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42144,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42341,源星,每次队友战败时，我方全员恢复奥义值,,
,42342,源星,每次队友战败时，我方全员恢复奥义值,,
,42343,源星,每次队友战败时，我方全员恢复奥义值,,
,42344,源星,每次队友战败时，我方全员恢复奥义值,,
,1041641,苍盾,因我方援护下场时，上场英雄获得荆棘结界,,
,1041642,苍盾,因我方援护下场时，上场英雄获得荆棘结界,,
,1041643,苍盾,因我方援护下场时，上场英雄获得荆棘结界,,
,1041644,苍盾,因我方援护下场时，上场英雄获得荆棘结界,,
,1051641,烈风,首次登场及每次上场获得烈风状态提升闪避。每次闪避消耗1层 ,,
,1051642,烈风,首次登场及每次上场获得烈风状态提升闪避。每次闪避消耗1层 ,,
,1051643,烈风,首次登场及每次上场获得烈风状态提升闪避。每次闪避消耗1层 ,,
,1051644,烈风,首次登场及每次上场获得烈风状态提升闪避。每次闪避消耗1层 ,,
,1111641,肃正,拥有护盾时格档率提升，通过技能4击败对手时恢复护盾,,
,1111642,肃正,拥有护盾时格档率提升，通过技能4击败对手时恢复护盾,,
,1111643,肃正,拥有护盾时格档率提升，通过技能4击败对手时恢复护盾,,
,1111644,肃正,拥有护盾时格档率提升，通过技能4击败对手时恢复护盾,,
,1141641,怒临,技能1的冷却时间降低，并额外获得怒刃印记,,
,1141642,怒临,技能1的冷却时间降低，并额外获得怒刃印记,,
,1141643,怒临,技能1的冷却时间降低，并额外获得怒刃印记,,
,1141644,怒临,技能1的冷却时间降低，并额外获得怒刃印记,,
,2011641,霜耀,每次暴击时，获得寒霜祭典，寒霜祭典提升暴击率,,
,2011642,霜耀,每次暴击时，获得寒霜祭典，寒霜祭典提升暴击率,,
,2011643,霜耀,每次暴击时，获得寒霜祭典，寒霜祭典提升暴击率,,
,2011644,霜耀,每次暴击时，获得寒霜祭典，寒霜祭典提升暴击率,,
,4011641,暗龙,暗龙印记上限提升，攻击诅咒状态敌人有几率额外获得暗龙印记,,
,4011642,暗龙,暗龙印记上限提升，攻击诅咒状态敌人有几率额外获得暗龙印记,,
,4011643,暗龙,暗龙印记上限提升，攻击诅咒状态敌人有几率额外获得暗龙印记,,
,4011644,暗龙,暗龙印记上限提升，攻击诅咒状态敌人有几率额外获得暗龙印记,,
