,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1277701,12777,1,102,-1,0,-1,0,102,0,0,1
,1277702,12777,2,101,101,100109,-1,0,102,0,0,1
,1277703,12777,3,102,101,100109,-1,0,102,102704,0,1
,1277704,12777,4,102,101,100109,-1,0,102,0,0,1
,1277705,12777,5,102,101,100109,-1,0,102,0,0,1
,1277706,12777,6,102,101,100109,-1,0,102,0,0,1
,1277707,12777,7,102,101,100109,-1,0,102,0,0,1
,1277708,12777,8,102,101,100109,-1,0,102,102702,0,1
,1277801,12778,1,301,-1,0,-1,0,301,0,0,1
,1277802,12778,2,101,101,100109,-1,0,301,0,0,1
,1277803,12778,3,201,101,100109,-1,0,201,100205,0,1
,1277804,12778,4,201,101,100109,-1,0,201,100205,0,1
,1277901,12779,1,3028,-1,0,-1,0,3028,161002,0,1
,1277902,12779,2,201,201,100215,-1,0,3028,161002,0,1
,1277903,12779,3,201,201,100213,-1,0,3028,161002,0,1
,1277904,12779,4,3028,201,100213,-1,0,3028,0,0,1
,1278001,12780,1,3028,-1,0,-1,0,3028,0,0,1
,1278101,12781,1,3028,-1,0,-1,0,3028,161002,0,1
,1278102,12781,2,3028,-1,0,-1,0,3028,0,0,1
,1278103,12781,3,3028,-1,0,-1,0,3028,0,0,1
,1278104,12781,4,3028,-1,0,-1,0,3028,0,0,1
,1278105,12781,5,201,201,100205,-1,0,3028,0,0,1
,1278106,12781,6,3028,201,100205,-1,0,3028,0,0,1
,1278107,12781,7,3028,201,100205,-1,0,3028,0,0,1
,1278201,12782,1,101,101,100114,-1,0,-1,0,0,1
,1278202,12782,2,301,101,100114,-1,0,301,0,0,1
,1278203,12782,3,201,101,100114,-1,0,201,100204,0,1
