,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,518601,5186,1,101,101,100102,-1,0,-1,0,0,1
,518602,5186,2,201,-1,0,-1,0,201,100205,0,1
,518701,5187,1,101,101,100102,-1,0,-1,0,0,1
,518702,5187,2,201,-1,0,-1,0,201,100207,0,1
,518901,5189,1,3011,-1,0,-1,0,3011,0,0,1
,518902,5189,2,101,101,100102,-1,0,-1,0,0,1
,519001,5190,1,101,101,100102,-1,0,-1,0,0,1
,519002,5190,2,301,-1,0,-1,0,301,0,0,1
,519003,5190,3,201,-1,0,201,100205,-1,0,0,1
,519101,5191,1,101,101,100108,-1,0,-1,0,0,1
,519102,5191,2,301,-1,0,301,100301,-1,0,0,1
,519201,5192,1,3250,3250,0,-1,0,-1,0,0,1
,519202,5192,2,301,-1,0,301,100301,-1,0,0,1
,677701,6777,1,301,-1,0,-1,0,301,100301,0,1
,677702,6777,2,201,201,100205,-1,0,301,100301,0,1
,683601,6836,1,301,301,100301,-1,0,-1,0,0,1
,710801,7108,1,101,101,100108,-1,0,-1,0,0,1
,714701,7147,1,201,201,0,-1,0,-1,0,0,1
,719401,7194,1,9999,-1,0,-1,0,9999,237001,0,1
,721101,7211,1,-1,-1,0,-1,0,-1,0,0,1
