,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,695101,6951,1,3705,3705,0,-1,0,-1,0,0,1
,695102,6951,2,301,-1,0,-1,0,301,100308,0,1
,695103,6951,3,3705,3705,0,-1,0,-1,0,0,1
,695104,6951,4,3705,3705,0,-1,0,-1,0,0,1
,695105,6951,5,301,-1,0,-1,0,301,100308,0,1
,695106,6951,6,3705,3705,0,-1,0,-1,0,0,1
,695201,6952,1,3705,3705,0,-1,0,-1,0,0,1
,695202,6952,2,3705,3705,0,-1,0,-1,0,0,1
,695301,6953,1,3705,3705,0,-1,0,-1,0,0,1
,695401,6954,1,3705,3705,0,-1,0,-1,0,0,1
,695501,6955,1,102,102,0,-1,0,-1,0,0,1
,695502,6955,2,3705,3705,0,-1,0,-1,0,0,1
,695601,6956,1,3705,3705,0,-1,0,-1,0,0,1
,695701,6957,1,301,-1,0,-1,0,301,100308,0,1
,695702,6957,2,102,102,0,-1,0,301,100308,0,1
,695703,6957,3,102,102,0,-1,0,301,100308,0,1
,695704,6957,4,201,102,0,-1,0,201,100205,0,1
,695705,6957,5,102,102,0,-1,0,201,100205,0,1
,695801,6958,1,102,102,0,-1,0,-1,0,0,1
,695802,6958,2,3925,3925,0,-1,0,-1,0,0,1
,695803,6958,3,3924,3925,0,-1,0,3924,100600,0,1
,695804,6958,4,102,-1,0,-1,0,102,0,0,1
,695805,6958,5,101,101,100106,-1,0,102,0,0,1
,695806,6958,6,-1,-1,0,-1,0,-1,0,0,1
,695807,6958,7,201,-1,0,-1,0,201,100205,0,1
,695808,6958,8,101,101,100109,-1,0,201,100205,0,1
,695809,6958,9,201,101,100109,-1,0,201,100205,0,1
,695901,6959,1,3925,3925,0,-1,0,-1,0,0,1
