,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,2002035,禁卫督军萨林,2002,1,20947,0,1,0,0,0,0,0,"8.22,3.93,-20.55",280,1
,2002036,赤焰魔狼,2002,2,900585,0,1,0,0,0,0,58,"-20.09,2.58,10.29",270,1
,2002037,狂怒魔爪,2002,2,900586,0,1,0,0,0,0,58,"-38.57,1.93,22.32",90,1
,2002038,黑暗惩戒者,2002,2,900587,0,1,0,0,0,0,58,"-9.48,3.78,3.25",0,1
,2002039,极渊魔徒,2002,2,900588,0,1,0,0,0,0,58,"-23.74,0.25,-2.16",240,1
,2002040,巨角魔,2002,2,900589,0,1,0,0,0,0,58,"-35.41,-0.25,-5.91",330,1
,2002041,马车旁陷阱,1000,1,30658,0,1,0,0,0,0,0,"-46.167,22.796,66.927",0,1
,3153001,怨灵墙,3153,4,1124,0,1,0,0,0,0,0,"-235.71,-20.65,56.05",0,1
,3153002,空气墙,3153,4,1125,0,1,0,0,0,0,0,"-235.62,-21.17,10.49",0,1
,3153003,黯月贪狼,3153,1,21014,0,1,0,0,0,0,0,"-240.08,-21.14,47",180,1
,3153004,黯月践踏者,3153,1,21015,0,1,0,0,0,0,0,"-231.32,-21.14,47",180,1
,3153005,黯月邪法师,3153,1,21016,0,1,0,0,0,0,0,"-234.71,-12.67,88.56",180,1
,3153006,黯月贪狼,3153,2,200772,49,1,1,0,0,0,24,,0,1
,3153007,黯月践踏者,3153,2,200773,50,1,1,0,0,0,24,,0,1
,3153008,黯月邪法师,3153,2,200774,51,1,1,0,0,0,24,,0,1
,3153009,黯月贪狼,3153,1,21017,0,1,0,0,0,0,0,"-240.08,-21.14,47",180,1
,3153010,黯月践踏者,3153,1,21018,0,1,0,0,0,0,0,"-231.32,-21.14,47",180,1
,3153011,黯月邪法师,3153,1,21019,0,1,0,0,0,0,0,"-234.71,-12.67,88.56",180,1
,3153012,黯月城陷阱,3153,1,30697,0,1,0,0,0,0,0,"-236.14,-21.166,40.7856",0,1
,3153013,泰雷,3153,1,70025,0,1,0,0,0,0,0,"",0,1
,3153014,哈奇队长,3153,1,21035,0,1,0,0,0,0,0,"",0,1
,3153015,哈奇队长,3153,1,21035,0,1,0,0,0,0,0,"",0,1
,3153016,哈奇队长,3153,1,21035,0,1,0,0,0,0,0,"",0,1
,3153017,哈奇队长,3153,1,21035,0,1,0,0,0,0,0,"",0,1
,3153018,哈奇队长,3153,1,21035,0,1,0,0,0,0,0,"",0,1
,20010251,特罗德,2001,1,20948,0,1,0,0,0,0,0,"64.28,-0.60,-41.45",90,1
,20010252,泰雷,2001,1,20949,0,1,0,0,0,0,0,"67.39,-0.56,-49.56",270,1
