,id,name,content
备注,英雄id拼接音频索引,名称,字幕
,10103,【剧情】执手,抓紧我的手，相信我，温丽。
,10104,【剧情】奥兹信条,奥兹家族的战士不会弃弱者于不顾。
,10105,【剧情】改变,我要让这片土地上的种族，改变对人类的看法！
,10106,【剧情】家族荣耀,奥兹家族的荣耀不允许你玷污！
,10201,【战斗】锋刃·月步,我无法放任罪恶不管。
,10401,【战斗】登场,在苦难中修行。
,10402,【剧情】脸盲患者,我认错了吗？你们人类果然长得一模一样。
,10403,【剧情】独特的树人,是你们人类长得太像了，不像我们树人，仅仅用一片叶子就能区分出不同。
,10601,【剧情】黑与白,切，真是天真的小女孩。
,10701,【剧情】命运的邂逅,不觉得我们这次的邂逅是命运的结果吗?
,10702,【剧情】游戏开始,呐，来玩点有意思的吧~说不定我一高兴，就把你想知道的事情告诉你了~
,20107,【剧情】谁动了我的肉夹馍,啊！我的鹿脊肉夹馍，我期待了好久的……
,30104,【剧情】可恨之人,老娘最痛恨踩人痛处的家伙！
,10801,【剧情】淡漠少女的内心戏,啊！！真是可爱的男孩子。不，我要淡定。
,20106,【剧情】哼！！！,你，你这样是不会有女孩子喜欢的！
,10101,【剧情】帝国剑士,未来帝国第一剑士参上！
,20103,【剧情】最讨厌的事,本大小姐最讨厌被骗了！
,10502,【剧情】歉意,对不起，请你们不要生气。
,20102,【剧情】优秀魔法师,放心交给我吧！我可是芙蕾雅家族最优秀的法师呢！
,20101,【剧情】傲娇本娇,刚刚是法杖先动的手，才不是我呢！
,30201,【剧情】值得信任的人,果然不能期待别人，可以相信的人，只有自己。
,30103,【剧情】赏金猎人教条·一,呵，劝你少说几句，难道没有听说过反派死于话多么？！
,30202,【剧情】愚蠢的想法,玫瑰团不需要外人的怜悯。期待别人的帮助，是最愚蠢的想法。
,30203,【剧情】独行,玫瑰团从不欠别人人情。
,20105,【剧情】致命提问,难道我不好看吗？
,30101,【剧情】暴躁御姐,你说什么？！你再说一次？你看着我的拳头大声的说一次？！
,30102,【剧情】若没有明天,如果你都活不过明天了，你还管未来别人的死活？
,10503,【剧情】葛莱蒂丝式疑问,为什么不试试精灵族的方法呢？
,10102,【剧情】别担心,别担心，不论发生什么事。我都会在你身边。
,20104,【剧情】热爱至上,我也很喜欢魔法实验，不同自然元素碰撞在一起的反应，真是太美妙了。
,10501,【剧情】誓言,以精灵族公主的名义，在此立下誓言。
