,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,707801,7078,1,3705,-1,0,-1,0,3705,0,0,1
,707802,7078,2,3705,-1,0,-1,0,3705,0,0,1
,707803,7078,3,4121,4121,0,-1,0,3705,0,0,1
,707804,7078,4,4121,4121,0,-1,0,3705,0,0,1
,707805,7078,5,3705,4121,0,-1,0,3705,0,0,1
,707806,7078,6,4121,4121,0,-1,0,3705,0,0,1
,707901,7079,1,101,101,100109,-1,0,-1,0,0,1
,707902,7079,2,201,101,100109,-1,0,201,100205,0,1
,707903,7079,3,301,101,100109,-1,0,301,0,0,1
,707904,7079,4,201,101,100109,-1,0,201,100205,0,1
,707905,7079,5,101,101,100109,-1,0,201,100205,0,1
,707906,7079,6,301,101,100109,-1,0,301,0,0,1
,708001,7080,1,101,101,100109,-1,0,-1,0,0,1
,708002,7080,2,301,101,100109,-1,0,301,0,0,1
,708003,7080,3,101,101,100108,-1,0,301,0,0,1
,708004,7080,4,301,101,100108,-1,0,301,0,0,1
,708005,7080,5,201,101,100108,-1,0,201,0,0,1
,708006,7080,6,301,101,100108,-1,0,301,0,0,1
,708101,7081,1,301,-1,0,-1,0,301,0,0,1
,708102,7081,2,-1,-1,0,-1,0,-1,0,0,1
,708103,7081,3,201,-1,0,-1,0,201,100205,0,1
,708104,7081,4,101,101,100109,-1,0,201,100205,0,1
,708105,7081,5,301,101,100109,-1,0,301,0,0,1
,708106,7081,6,101,101,100118,-1,0,301,0,0,1
,708107,7081,7,301,101,100118,-1,0,301,0,0,1
,708201,7082,1,9999,-1,0,-1,0,9999,100600,0,1
,708202,7082,2,9999,-1,0,-1,0,9999,100600,0,1
,708203,7082,3,101,101,100109,-1,0,9999,100600,0,1
