,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1213403,12134,3,101,101,100108,-1,0,3042,0,0,1
,1213404,12134,4,301,101,100108,-1,0,301,0,0,1
,1213503,12135,3,301,301,0,-1,0,4517,0,0,1
,1213504,12135,4,4518,4518,0,-1,0,4517,0,0,1
,1213505,12135,5,301,301,0,-1,0,0,0,0,1
,1213603,12136,3,101,101,100108,-1,0,301,0,0,1
,1213604,12136,4,301,101,100108,-1,0,301,0,0,1
,1213702,12137,2,201,201,100205,-1,0,3673,0,0,1
,1213703,12137,3,201,201,100205,-1,0,3673,0,0,1
,1213704,12137,4,101,201,100205,-1,0,101,100102,0,1
,1213902,12139,2,101,101,100102,-1,0,201,100207,0,1
,1213903,12139,3,201,101,100102,-1,0,201,100207,0,1
,1214102,12141,2,201,201,100205,-1,0,301,0,0,1
,1214103,12141,3,301,201,100205,-1,0,301,0,0,1
,1214104,12141,4,201,201,100205,-1,0,301,0,0,1
,1214105,12141,5,201,201,100205,-1,0,301,0,0,1
,1214403,12144,3,4519,101,100102,-1,0,4519,0,0,1
