,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1214501,12145,1,101,-1,0,-1,0,101,0,0,1
,1214601,12146,1,3042,3042,0,-1,0,101,0,0,1
,1214602,12146,2,101,3042,0,-1,0,101,100101,0,1
,1214701,12147,1,3672,-1,0,-1,0,3672,0,0,1
,1214801,12148,1,3042,3042,0,-1,0,101,0,0,1
,1214802,12148,2,101,3042,0,-1,0,101,100101,0,1
,1215001,12150,1,3042,3042,0,-1,0,101,0,0,1
,1215002,12150,2,101,3042,0,-1,0,101,100102,0,1
,1215101,12151,1,101,-1,0,-1,0,101,100102,0,1
,1215201,12152,1,3042,3042,0,-1,0,101,0,0,1
,1215301,12153,1,3673,-1,0,-1,0,3673,0,0,1
