,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,528103,5281,3,101,3010,135013,-1,0,101,100102,11922,1
,528104,5281,4,3010,3010,0,-1,0,101,100102,11465,1
,528105,5281,5,3010,3010,135013,-1,0,101,100102,11466,1
,528106,5281,6,3010,3010,135013,-1,0,101,100102,12757,1
,528107,5281,7,101,101,105002,-1,0,-1,0,11287,1
,528108,5281,8,301,101,105002,-1,0,301,100308,11288,1
,528109,5281,9,3011,3011,0,-1,0,301,100308,11787,1
