,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,uint32,uint32,string,string,string,float,float,float,uint32,uint32,float,uint32,uint32,string
,id,levelId,pathId,position,rotation,safePos,patrolSpeed,fightDistance,triggerDistance,triggerAngle,noColor,attack_radius,patrolMinStayTime,patrolMaxStayTime,paths
备注,id,场景ID,路径ID,坐标,角度,英雄安全点,巡逻速度,战斗距离,触发距离,触发角度,视野颜色0可见1不可见,偷袭距离,巡逻最小停留时间,巡逻最大停留时间,路径
,3150001,3150,1,"-49.92,0.104,21.73","0,232.983,0","-41.53,0.03,18.25",0.5,5,5,80,0,0,500,2000,"-57.789,-0.082,22.947;-49.72,0.03,21.109;"
,3150002,3150,2,"-58.91,0.104,19.31","0,142.983,0","-41.53,0.03,18.25",0.5,5,5,80,0,0,500,2000,"-49.05,0.035,26.656;-56.38,0.03,20.7409;"
,3150003,3150,3,"-79.6,0.03,13.26","0,78,0","-41.53,0.03,18.25",0,7,7,360,0,0,500,2000,
,3150004,3150,4,"-74.94,0.03,11.06","0,57,0","-41.53,0.03,18.25",0.5,5,5,80,0,0,500,2000,"-68.14,0.03,16.08;-74.96,0.03,11.06;"
,3150005,3150,5,"-29.9,0.02472496,13.569","0,105.483,0","-5.82,0.03,1.96",0.5,5,5,80,0,0,500,2000,"-17.421,0.018,10.724;-29.9,0.01,13.569;"
,3150006,3150,6,"-78.35,0.02472496,19.936","0,29.81,0","-41.53,0.02472496,18.25",0.5,5,5,80,0,0,500,2000,"-71.35,0.018,38.93;-78.35,0.02,19.93;"
,3150007,3150,7,"-57.31,0.02472687,39.09","0,-82.8,0","-64.88,0.02472687,37.333",0,7,7,360,0,0,500,2000,
