,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1237602,12376,2,101,101,100102,-1,0,-1,0,0,1
,1237702,12377,2,201,201,100207,-1,0,-1,0,0,1
,1237902,12379,2,101,101,100102,-1,0,-1,0,0,1
,1238002,12380,2,201,201,100205,-1,0,-1,0,0,1
,1238102,12381,2,301,301,100303,-1,0,-1,0,0,1
,1238202,12382,2,101,101,100106,-1,0,-1,0,0,1
,1238402,12384,2,101,101,100106,-1,0,-1,0,0,1
,1238502,12385,2,301,301,0,-1,0,-1,0,0,1
,1238602,12386,2,201,201,100204,-1,0,-1,0,0,1
,1238702,12387,2,301,301,0,-1,0,-1,0,0,1
,1238802,12388,2,101,101,100106,-1,0,-1,0,0,1
,1238902,12389,2,101,101,100102,-1,0,-1,0,0,1
,1238903,12389,3,301,301,0,-1,0,-1,0,0,1
,1239102,12391,2,101,101,100106,-1,0,-1,0,0,1
,1239202,12392,2,201,201,100207,-1,0,-1,0,0,1
,1239203,12392,3,201,201,100207,-1,0,-1,0,0,1
,1239302,12393,2,301,301,100303,-1,0,-1,0,0,1
,1239402,12394,2,101,101,100106,-1,0,-1,0,0,1
,1239502,12395,2,301,301,100304,-1,0,-1,0,0,1
,1239602,12396,2,201,201,0,-1,0,-1,0,0,1
,1239603,12396,3,101,101,100109,-1,0,-1,0,0,1
,1239604,12396,4,201,201,100215,-1,0,-1,0,0,1
,1239702,12397,2,101,101,100102,-1,0,-1,0,0,1
,1239802,12398,2,201,201,100211,-1,0,-1,0,0,1
,1239902,12399,2,101,101,100106,-1,0,-1,0,0,1
,1240102,12401,2,201,201,100213,-1,0,-1,0,0,1
,1240302,12403,2,101,101,100106,-1,0,-1,0,0,1
,1240402,12404,2,301,301,100303,-1,0,-1,0,0,1
,1240502,12405,2,101,101,100106,-1,0,-1,0,0,1
,1240602,12406,2,101,101,100106,-1,0,-1,0,0,1
,1240603,12406,3,3005,-1,0,-1,0,3005,0,0,1
,1240702,12407,2,201,201,100204,-1,0,-1,0,0,1
,1240703,12407,3,3005,-1,0,-1,0,3005,0,0,1
,1240902,12409,2,101,101,100106,-1,0,-1,0,0,1
,1240903,12409,3,3005,-1,0,-1,0,3005,0,0,1
,1241002,12410,2,201,201,100214,-1,0,-1,0,0,1
,1241003,12410,3,3005,-1,0,-1,0,3005,0,0,1
,1241102,12411,2,301,301,0,-1,0,-1,0,0,1
,1241103,12411,3,3005,-1,0,-1,0,3005,0,0,1
,1241402,12414,2,101,101,100106,-1,0,-1,0,0,1
,1241403,12414,3,3005,-1,0,-1,0,3005,0,0,1
,1241502,12415,2,301,301,100304,-1,0,-1,0,0,1
,1241503,12415,3,3005,-1,0,-1,0,3005,0,0,1
,1241602,12416,2,201,201,100204,-1,0,-1,0,0,1
,1241603,12416,3,101,101,100111,-1,0,-1,0,0,1
,1241604,12416,4,3005,-1,0,-1,0,3005,0,0,1
,1241702,12417,2,101,101,100116,-1,0,-1,0,0,1
,1241703,12417,3,301,301,100304,-1,0,-1,0,0,1
,1241704,12417,4,3005,-1,0,-1,0,3005,0,0,1
,1241802,12418,2,101,101,100106,-1,0,-1,0,0,1
,1241803,12418,3,3005,-1,0,-1,0,3005,0,0,1
,1241902,12419,2,301,301,0,-1,0,-1,0,0,1
,1241903,12419,3,3005,-1,0,-1,0,3005,0,0,1
,1242102,12421,2,101,101,100106,-1,0,-1,0,0,1
,1242103,12421,3,3005,-1,0,-1,0,3005,0,0,1
,1242202,12422,2,201,201,100209,-1,0,-1,0,0,1
,1242203,12422,3,3005,-1,0,-1,0,3005,0,0,1
,1242204,12422,4,101,101,100108,-1,0,-1,0,0,1
,1242402,12424,2,101,101,100117,-1,0,-1,0,0,1
,1242403,12424,3,3005,-1,0,-1,0,3005,0,0,1
,1242502,12425,2,301,301,0,-1,0,-1,0,0,1
,1242503,12425,3,3005,-1,0,-1,0,3005,0,0,1
,1242602,12426,2,201,201,0,-1,0,-1,0,0,1
,1242603,12426,3,3005,-1,0,-1,0,3005,0,0,1
,1242702,12427,2,101,101,100106,-1,0,-1,0,0,1
,1242703,12427,3,3005,-1,0,-1,0,3005,0,0,1
,1242802,12428,2,201,201,100209,-1,0,-1,0,0,1
,1242803,12428,3,3005,-1,0,-1,0,3005,0,0,1
,1242902,12429,2,101,101,100106,-1,0,-1,0,0,1
,1242903,12429,3,201,201,100215,-1,0,-1,0,0,1
,1242904,12429,4,3005,-1,0,-1,0,3005,0,0,1
,1243102,12431,2,201,201,100209,-1,0,-1,0,0,1
,1243103,12431,3,3005,-1,0,-1,0,3005,0,0,1
,1243302,12433,2,101,101,100106,-1,0,-1,0,0,1
,1243303,12433,3,3005,-1,0,-1,0,3005,0,0,1
,1243402,12434,2,301,301,100307,-1,0,-1,0,0,1
,1243403,12434,3,3005,-1,0,-1,0,3005,0,0,1
,1243502,12435,2,101,101,100106,-1,0,-1,0,0,1
,1243503,12435,3,3005,-1,0,-1,0,3005,0,0,1
