,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数,日配对白内容
,1333901,,,,,,
,1333902,,兰奇·奥兹，我查阅过不少医学点典籍，却完全没有涉及奥兹家族成员的能力与身体研究。或许你能满足一下我对科学的追求？,,,,
,1333903,,无聊，让开。,,,,
,1333904,,拒绝配合吗？果然像夜崎隐说的那样，还是换一个人来采集试验数据比较适合，例如西蒙·奥兹。,,,,
,1333905,,呵，就凭你？,,,,
,1333906,,果然是这样的反应。根据平时的观察，凡是涉及西蒙·奥兹的事情，你总会比平时的行动稍稍偏激一点。,,,,
,1333907,,好了，拖时间的废话就说到这里。测试已经开始了。,,,,
,1333908,,（兰奇感觉不对劲，但已因身中剧毒跪倒在地。）,,,,
,1333909,,不提前注射解毒剂的情况下，竟然能在毒气里维持这么久意识……真是绝佳的实验品。,,,,
,1333910,,尼格斯的声音越来越远，兰奇的意识最终中断……,,,,
,1333911,,,,,,
,1333912,,唔！这里是……？<br>（兰奇醒了过来。）,,,,
,1333913,,哥哥！太好了，你终于醒来了！你昏迷了这么久，我们可担心你了。,,,,
,1333914,,西蒙？你怎么……,,,,
,1333915,,哥哥，我们都知道了，你出色地完成了帝国的任务。如果没有你，帝国差点就灭亡了！,,,,
,1333916,,你是帝国的英雄，不愧是我最崇拜的哥哥！嘉奖典礼就要开始了，父亲也专程从边境回来了，我们快去王宫吧！,,,,
,1333917,,父亲？这是……怎么回事……,,,,
,1333918,,,,,,

,1333919,欢呼的民众,看！是兰奇！是拯救了帝国的英雄！,,,,
,1333920,感动的民众,我就知道兰奇不会背叛帝国！我的信赖是值得的！,,,,
,1333921,欢呼的民众,兰奇，你不愧是帝国的第一剑士！,,,,
,1333922,感动的民众,兰奇！我们崇拜你！,,,,

,1333919,13339,19,101,101,101400,-1,0,102,112001,0,1
,1333920,13339,20,102,101,158001,-1,0,102,100800,0,1
,1333921,13339,21,101,101,107001,-1,0,102,121001,0,1
,1333922,13339,22,102,101,156001,-1,0,102,199001,0,1

,1333923,,哥哥真的好厉害。帝国第一剑士的称号，果然只有哥哥配得上。,,,,
,1333924,,只有……我？<br>（兰奇看着嘈杂的人群，停下了脚步。）,,,,
,1333925,,哥哥？怎么了？我们还得赶紧去王宫呢，赫丽女王和父亲已经在那里等很久了。,,,,
,1333926,,功臣、父亲、赞颂、荣誉，在力量面前，都是虚无。,,,,
,1333927,,（黑气自兰奇的身体涌出，缠绕在铠甲上，直至将它彻底染黑……）,,,,
,1333928,,哥哥，你在说什么？这不是你所期盼的吗？,,,,
,1333929,,（兰奇拔出剑，指向了西蒙。）<br>这也是测试？恶劣而无用。,,,,
,1333930,,哥哥，你这是……要干什么？,,,,
,1333931,,将这幻象，尽数粉碎。,,,,
,1333932,,兰奇举剑刺向了西蒙，却被什么挡了下来——,,,,
,1333933,？？？,我很好奇，究竟是什么让你如此愤怒。,,,,
,1333934,,（西蒙的样子与幻象一同消散，是乔伊的书挡下了兰奇的剑。）,,,,
,1333935,,根据毒药的持续时间来看，代谢水平应该是普通人的几倍，真是出乎意料。至于耐力，似乎可以参照之前欢迎仪式时的表现……,,,,
,1333936,,真是不错，采集到了相当实用的数据。那么乔伊，接下来交给你了。<br>（尼格斯一边嘀咕着实验数据，一边旁若无人地离开了这里。）,,,,
,1333937,,你是现今最快完成测试的人。告诉我，你看到了什么。,,,,
,1333938,,……弱者的挑衅而已。,,,,
,1333939,,是么？无所谓。无论你的目的是什么，都不可能成为我的阻碍。,,,,
,1333940,,下次再这样，我不会留情。,,,,
,1333941,,哦，是么？<br>（乔伊轻笑一声，离开了。）,,,,
,1333942,,……把第一剑士让给我？怎么可能……<br>（兰奇的喃喃自语，依旧只有他自己知晓。）,,,,
