,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1301001,13010,1,101,101,100109,-1,0,-1,0,0,1
,1301002,13010,2,201,101,100109,-1,0,201,100207,0,1
,1301003,13010,3,-1,-1,0,-1,0,-1,0,0,1
,1301004,13010,4,3182,3182,0,-1,0,-1,0,0,1
,1301005,13010,5,301,3182,0,-1,0,301,0,0,1
,1301006,13010,6,-1,-1,0,-1,0,-1,0,0,1
,1301007,13010,7,3182,3182,0,-1,0,-1,0,0,1
,1301101,13011,1,-1,-1,0,-1,0,-1,0,0,1
,1301102,13011,2,-1,-1,0,-1,0,-1,0,0,1
,1301103,13011,3,101,101,100104,-1,0,-1,0,0,1
,1301104,13011,4,201,101,100104,-1,0,201,100214,0,1
,1301105,13011,5,101,101,100108,-1,0,201,100214,0,1
,1301106,13011,6,201,101,100108,-1,0,201,100215,0,1
,1301107,13011,7,201,101,100108,-1,0,201,100213,0,1
,1301201,13012,1,-1,-1,0,-1,0,-1,0,0,1
,1301202,13012,2,3182,3182,0,-1,0,-1,0,0,1
,1301203,13012,3,201,3182,0,-1,0,201,0,0,1
,1301204,13012,4,3182,3182,0,-1,0,201,0,0,1
,1301205,13012,5,201,3182,0,-1,0,201,100206,0,1
,1301206,13012,6,3182,3182,0,-1,0,201,100206,0,1
,1301207,13012,7,201,3182,0,-1,0,201,100221,0,1
,1301208,13012,8,201,3182,0,-1,0,201,100209,0,1
,1301209,13012,9,3182,3182,0,-1,0,201,100209,0,1
,1301210,13012,10,201,3182,0,-1,0,201,100207,0,1
,1301211,13012,11,201,3182,0,-1,0,201,100207,0,1
,1301212,13012,12,201,3182,0,-1,0,201,100207,0,1
,1301213,13012,13,-1,-1,0,-1,0,-1,0,0,1
,1301301,13013,1,-1,-1,0,-1,0,-1,0,0,1
,1301302,13013,2,-1,-1,0,-1,0,-1,0,0,1
,1301303,13013,3,301,301,100302,-1,0,-1,0,0,1
,1301304,13013,4,201,301,100302,-1,0,201,100206,0,1
,1301305,13013,5,101,101,0,-1,0,201,100206,0,1
,1301306,13013,6,101,101,0,-1,0,201,100206,0,1
,1301307,13013,7,201,101,0,-1,0,201,100215,0,1
,1301308,13013,8,101,101,100108,-1,0,201,100215,0,1
,1301309,13013,9,201,101,100108,-1,0,201,100214,0,1
,1301401,13014,1,3182,3182,0,-1,0,-1,0,0,1
,1301402,13014,2,-1,-1,0,-1,0,-1,0,0,1
,1301403,13014,3,3182,3182,0,-1,0,-1,0,0,1
,1301404,13014,4,3964,3182,0,-1,0,3964,0,0,1
,1301405,13014,5,3965,3182,0,-1,0,3965,0,0,1
,1301406,13014,6,3966,3182,0,-1,0,3966,0,0,1
,1301407,13014,7,3182,3182,0,-1,0,-1,0,0,1
,1301408,13014,8,3964,3182,0,-1,0,3964,0,0,1
,1301409,13014,9,3965,3182,0,-1,0,3965,0,0,1
,1301410,13014,10,3966,3182,0,-1,0,3966,0,0,1
,1301411,13014,11,3966,3182,0,-1,0,3966,0,0,1
,1301412,13014,12,3182,3182,0,-1,0,-1,0,0,1
,1301413,13014,13,3966,3182,0,-1,0,3966,0,0,1
,1301414,13014,14,3182,3182,0,-1,0,3966,0,0,1
,1301415,13014,15,3966,3182,0,-1,0,3966,0,0,1
,1301416,13014,16,3966,3182,0,-1,0,3966,0,0,1
,1301417,13014,17,-1,-1,0,-1,0,-1,0,0,1
