,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,3154001,,3154,2,200785,1,1,0,0,0,0,52,,0,1
,3154002,,3154,2,200786,2,1,0,0,0,0,52,,0,1
,3154003,,3154,2,200787,3,1,0,0,0,0,52,,0,1
,3154004,,3154,2,200788,4,1,0,0,0,0,52,,0,1
,3154005,,3154,2,200789,5,1,0,0,0,0,52,,0,1
,3154006,,3154,2,200790,6,1,0,0,0,0,52,,0,1
,3154007,,3154,2,200791,7,1,0,0,0,0,52,,0,1
,3154008,,3154,2,200792,8,1,0,0,0,0,52,,0,1
,3154009,,3154,2,200793,9,1,0,0,0,0,52,,0,1
,3154010,,3154,2,200794,10,1,0,0,0,0,52,,0,1
,3154011,,3154,2,200795,11,1,0,0,0,0,52,,0,1
,3154012,,3154,2,200796,12,1,0,0,0,0,52,,0,1
,3154013,,3154,2,200797,13,1,0,0,0,0,52,,0,1
,3154014,,3154,2,200798,14,1,0,0,0,0,52,,0,1
,3154015,,3154,2,200799,15,1,0,0,0,0,52,,0,1
,3154016,,3154,1,21045,0,1,0,0,0,0,0,,0,1
,3154017,,3154,1,21046,0,1,0,0,0,0,0,,0,1
,3154018,,3154,1,21047,0,1,0,0,0,0,0,,0,1
,3154019,,3154,1,21048,0,1,0,0,0,0,0,,0,1
,3154020,,3154,1,21049,0,1,0,0,0,0,0,,0,1
,3154021,,3154,1,21050,0,1,0,0,0,0,0,,0,1
,3154022,,3154,1,21051,0,1,0,0,0,0,0,,0,1
,3154023,,3154,1,21052,0,1,0,0,0,0,0,,0,1
,3154024,,3154,1,21053,0,1,0,0,0,0,0,,0,1
,3154025,,3154,1,21054,0,1,0,0,0,0,0,,0,1
,3154026,,3154,1,40348,0,1,0,0,0,0,0,,0,1
,3154027,,3154,1,40349,0,1,0,0,0,0,0,,0,1
,3154028,,3154,2,200800,16,1,1,0,0,0,0,,0,1
,3154029,,3154,2,200801,16,1,1,0,0,0,0,,0,1
,3154030,,3154,2,200802,16,1,1,0,0,0,0,,0,1
,3154031,,3154,2,200803,16,1,1,0,0,0,0,,0,1
,3154032,,3154,2,200804,16,1,1,0,0,0,0,,0,1
,3154033,,3154,2,200805,16,1,1,0,0,0,0,,0,1
,3154034,,3154,4,1127,0,1,0,0,0,0,0,"56.712,25.126,68.513",-90,1
,3154035,,3154,1,30705,0,1,0,0,0,0,0,"-96.88,25.26,68.612",90,1
