,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,uint32,uint32,string,string,string,float,float,float,uint32,uint32,float,uint32,uint32,string
,id,levelId,pathId,position,rotation,safePos,patrolSpeed,fightDistance,triggerDistance,triggerAngle,noColor,attack_radius,patrolMinStayTime,patrolMaxStayTime,paths
备注,id,场景ID,路径ID,坐标,角度,英雄安全点,巡逻速度,战斗距离,触发距离,触发角度,视野颜色0可见1不可见,偷袭距离,巡逻最小停留时间,巡逻最大停留时间,路径
,3154001,3154,1,"16,22.785,68.35","0,90,0","55.161,24.44,69.35",0.5,7,7,80,0,0,1000,1000,"43,22.785,68.35;16,22.785,68.35;"
,3154002,3154,2,"12,22.785,68.35","0,-90,0","55.161,24.44,69.35",0.5,7,7,80,0,0,1000,1000,"-13,22.785,68.35;12,22.785,68.35;"
,3154003,3154,3,"-44,22.785,68.35","0,90,0","55.161,24.44,69.35",0.5,7,7,80,0,0,1000,1000,"-19,22.785,68.35;-44,22.785,68.35;"
,3154004,3154,4,"-54,23.240,68.35","0,90,0","55.161,24.44,69.35",0,7,7,80,0,0,2000,2000,"-53,23.240,68.35;-54,23.240,67.35;-55,23.240,68.35;-54,23.240,69.35;-53,23.240,68.35;"
,3154005,3154,5,"-68.5,23.240,55","0,180,0","55.161,24.44,69.35",0,7,7,80,0,0,2000,2000,"-68.5,23.240,54;-69.5,23.240,55;-68.5,23.240,56;-67.5,23.240,55;-68.5,23.240,54"
,3154006,3154,6,"-68.5,23.240,83","0,0,0","55.161,24.44,69.35",0,7,7,80,0,0,2000,2000,"-68.5,23.240,84;-69.5,23.240,83;-68.5,23.240,82;-67.5,23.240,83;-68.5,23.240,84;"
,3154007,3154,7,"-68.5,20.560,104","0,0,0","55.161,24.44,69.35",0.5,7,7,80,0,0,2000,2000,"-68.5,20.560,113;-68.5,20.560,104;"
,3154008,3154,8,"-68.5,20.560,33","0,0,0","55.161,24.44,69.35",0.5,7,7,80,0,0,2000,2000,"-68.5,20.560,19;-68.5,20.560,33;"
,3154009,3154,9,"-98,25.266,68.35","0,90,0","55.161,24.44,69.35",0,7,7,360,0,0,2000,2000,
,3154010,3154,10,"68.53,22.631,127","0,0,0","55.161,24.44,69.35",0.5,7,7,80,0,0,1000,1000,"68.53,22.631,108;68.53,22.631,127;"
,3154011,3154,11,"19,22.631,82","0,0,0","55.161,24.44,69.35",0.5,7,7,80,0,0,1000,1000,"19.5,22.631,106;19,22.631,86.5;"
,3154012,3154,12,"28,22.631,104","0,0,0","55.161,24.44,69.35",0.5,7,7,80,0,0,1000,1000,"64,22.631,104;28,22.631,104;"
,3154013,3154,13,"18.5,22.640,76","0,180,0","55.161,24.44,69.35",0,7,7,80,0,0,2000,2000,"18.5,22.640,75;17.5,22.640,76;18.5,22.640,77;19.5,22.640,76;"
,3154014,3154,14,"-68.5,20.720,125","0,180,0","55.161,24.44,69.35",0,7,7,80,0,0,2000,2000,"-68.5,20.720,124;-69.5,20.720,125;-68.5,20.720,126;-67.5,20.720,125;"
,3154015,3154,15,"-68.5,21.064,10","0,0,0","55.161,24.44,69.35",0,7,7,80,0,0,2000,2000,"-68.5,21.064,9;-69.5,21.064,10;-68.5,21.064,11;-67.5,21.064,10;"
,3154016,3154,16,"0,0,0","0,0,0","55.161,24.44,69.35",0,7,7,80,0,0,2000,2000,
