,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,262701,2627,1,4479,4479,0,-1,0,-1,0,0,1
,1368701,13687,1,3043,3043,0,-1,0,-1,0,0,1
,1368702,13687,2,301,3043,0,-1,0,301,0,0,1
,1368703,13687,3,3043,3043,0,-1,0,301,0,0,1
,1368704,13687,4,301,3043,0,-1,0,301,0,0,1
,1368705,13687,5,3043,3043,0,-1,0,301,0,0,1
,1368706,13687,6,3043,3043,0,-1,0,301,0,0,1
,1368707,13687,7,301,3043,0,-1,0,301,0,0,1
,1368708,13687,8,3043,3043,0,-1,0,301,0,0,1
,1368709,13687,9,3043,3043,0,-1,0,301,0,0,1
,1368710,13687,10,301,3043,0,-1,0,301,0,0,1
,1368711,13687,11,3043,3043,0,-1,0,301,0,0,1
,1368712,13687,12,3043,3043,0,-1,0,301,0,0,1
,1368713,13687,13,101,101,100108,-1,0,-1,0,0,1
,1368801,13688,1,2035,-1,0,-1,0,2035,0,0,1
,1368802,13688,2,201,201,100207,-1,0,2035,0,0,1
,1368803,13688,3,-1,-1,0,-1,0,-1,0,0,1
,1368804,13688,4,2035,-1,0,-1,0,2035,0,0,1
,1368805,13688,5,201,201,100205,-1,0,2035,0,0,1
,1368806,13688,6,2035,201,100205,-1,0,2035,0,0,1
,1368807,13688,7,2035,201,100205,-1,0,2035,0,0,1
,1368808,13688,8,3043,3043,0,-1,0,2035,0,0,1
,1368809,13688,9,301,3043,0,-1,0,301,0,0,1
,1368810,13688,10,3043,3043,0,-1,0,301,0,0,1
,1368811,13688,11,2035,3043,0,-1,0,2035,0,0,1
,1368812,13688,12,2035,3043,0,-1,0,2035,0,0,1
,1368813,13688,13,101,101,100108,-1,0,2035,0,0,1
,1368901,13689,1,-1,-1,0,-1,0,-1,0,0,1
,1368902,13689,2,3043,3043,0,-1,0,-1,0,0,1
,1368903,13689,3,4478,3043,0,-1,0,4478,137002,0,1
,1368904,13689,4,301,301,0,-1,0,4478,137002,0,1
,1368905,13689,5,301,301,0,-1,0,4478,137002,0,1
,1368906,13689,6,4478,301,0,-1,0,4478,137002,0,1
,1368907,13689,7,4478,301,0,-1,0,4478,137002,0,1
,1368908,13689,8,4478,301,0,-1,0,4478,137002,0,1
,1368909,13689,9,301,301,0,-1,0,4478,137002,0,1
,1368910,13689,10,4478,301,0,-1,0,4478,0,0,1
,1368911,13689,11,301,301,0,-1,0,4478,0,0,1
,1369001,13690,1,4479,4479,0,-1,0,-1,0,0,1
,1369002,13690,2,2035,4479,0,-1,0,2035,0,0,1
,1369003,13690,3,-1,-1,0,-1,0,-1,0,0,1
,1369004,13690,4,4479,4479,0,-1,0,-1,0,0,1
,1369005,13690,5,301,4479,0,-1,0,301,0,0,1
,1369006,13690,6,4479,4479,0,-1,0,301,0,0,1
,1369007,13690,7,101,4479,0,-1,0,101,100108,0,1
,1369008,13690,8,4479,4479,0,-1,0,101,100108,0,1
,1369009,13690,9,4479,4479,0,-1,0,101,100108,0,1
,1369010,13690,10,4479,4479,0,-1,0,101,100108,0,1
,1369011,13690,11,4479,4479,0,-1,0,101,100108,0,1
,1369012,13690,12,101,4479,0,-1,0,101,100102,0,1
,1369013,13690,13,4479,4479,0,-1,0,101,100102,0,1
,1369014,13690,14,4479,4479,0,-1,0,101,100102,0,1
,1369015,13690,15,-1,201,0,-1,0,101,100108,0,1
,1369016,13690,16,2035,-1,0,-1,0,2035,0,0,1
,1369017,13690,17,201,-1,0,-1,0,201,100226,0,1
,1369018,13690,18,3043,3043,0,-1,0,201,100226,0,1
,1369019,13690,19,4479,4479,0,-1,0,-1,0,0,1
,1369020,13690,20,4479,4479,0,-1,0,-1,0,0,1
,1369101,13691,1,2035,2035,0,-1,0,-1,0,0,1
,1369102,13691,2,4480,-1,0,-1,0,4480,0,0,1
,1369103,13691,3,-1,-1,0,-1,0,-1,0,0,1
,1369104,13691,4,3043,3043,0,-1,0,4480,0,0,1
,1369105,13691,5,4480,3043,0,-1,0,4480,0,0,1
,1369106,13691,6,4480,3043,0,-1,0,4480,0,0,1
,1369107,13691,7,2035,2035,0,-1,0,4480,0,0,1
,1369108,13691,8,4480,2035,0,-1,0,4480,0,0,1
,1369109,13691,9,4480,2035,0,-1,0,4480,0,0,1
,1369110,13691,10,2035,2035,0,-1,0,4480,0,0,1
,1369201,13692,1,2035,2035,106100,-1,0,-1,0,0,1
,1369202,13692,2,201,2035,106100,-1,0,201,100226,0,1
,1369203,13692,3,2035,2035,106100,-1,0,201,100226,0,1
