,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数,日配对白内容
,1380601,,哟，这位美丽的小姐。你是新加入的冒险者吗？在下伦纳德，愿意为你效劳。,,,,
,1380602,,你好。请问，自律联盟附近有什么美食吗？,,,,
,1380603,,说起美食……我们自律联盟的员工餐相当美味。如果，你有兴趣的话，可以来品尝看看哦。说不定，会有更多有趣的发现。,,,,
,1380604,,每天，早餐（7：00~10：00）、午餐时段（11:00~14:00）、晚餐时段（17:00~20:00）欢迎美丽的小姐来一同就餐哦~,,,,
,1380605,,真的吗？我了解了，谢谢你。,,,,
,1380701,,你好，想请教一下，你的佣兵等级是怎么达到这么高的呢？,,,,
,1380702,,你是新来的？你只要多完成委托，多接一些悬赏任务，就能像我一样了。看到你，真是让我想起当年刚到自律联盟的时光呢。,,,,
,1380703,,那时，弱小的我不断找前辈搭话，不少前辈会告诉我有用的经验。有时，前辈们还会分给我一些简单的委托，让我锻炼一下。新人，好好加油啊。,,,,
,1380704,,好的，我努力的！谢谢你！,,,,
,1380801,,西蒙小哥，听说你去过冒险者营地了？那你对当地冒险者跟女巫的关系一定有所了解。告诉我这条大新闻的线索吧，报酬可是很丰厚的。,,,,
,1380802,,你说得是梅子女巫吗？我刚去冒险者营地的时候，首领埃尼奥还误会梅子女巫炸了飞艇，他们还大吵了一架呢。,,,,
,1380803,,竟然还有这种事！（天呐！意外挖到了大新闻！神秘女巫怒炸魔能飞艇，冒险者死伤惨重！）,,,,
,1380804,,后来，发现这都是魅魔搞得鬼！魅魔附身在冒险者营地小男孩费米身上，欺骗小女巫弥尔的感情，以此进入古堡偷取魔能结晶！,,,,
,1380805,,哦哦！实在是太过分了！（绝地反击！魔族附身正太勇闯古堡，使出“美男计”击败女巫！）,,,,
,1380806,,在发现真相之后，梅子女巫跟冒险者营地就握手言和了。不过，听说梅子女巫还是不太允许费米跟小女巫弥尔的交往。,,,,
,1380807,,原来如此！（跨种族的罗密欧与朱丽叶！人类与女巫的绝美爱情，绝恶存在设下重重障碍！）,,,,
,1380808,,（不知不觉，西蒙与头条哥布林交谈了许久）,,,,
,1380809,,,,,翌日,
,1380810,,大新闻！大新闻！来看头条哥布林的头条：惊爆！魔族、人类、女巫三角不伦虐恋！卑微魔族跪舔人类，人类深情求爱高冷女巫！,,,,
,1380811,,？？？,,,,
,1380901,,嘿嘿嘿，西蒙小哥。你是不是……,,,,
,1380902,,什么？我不是！我什么都不知道！我每次告诉你什么，你都会写成奇怪的报道。这次，我什么都不会说的。,,,,
,1380903,,别这样嘛，我只不过想问问关于狂暴狼人的线索。,,,,
,1380904,,什么？狂暴狼人？,,,,
,1380905,,哟！希尔大兄弟！我只是想找西蒙小哥了解关于狂暴狼人的线索。但是，他不是很想说呢。这些金币我要给谁呢……,,,,
,1380906,,狂暴狼人？当然要来问我啦！我可是周周跟狂暴狼人战斗的男人！当然，要来问我啦！,,,,
,1380907,,哦哦！真是太棒了！（又一个大新闻上门了！）,,,,
,1380908,,（不知不觉，塔克与希尔交谈了许久……）,,,,
,1381001,,,,,翌日,
,1381002,,大新闻，大新闻！头条哥布林的头条：狂暴狼人的真面目揭穿！竟是知名战士塔克！快来看看，狂暴狼人心酸成长史与青涩情史！,,,,
,1381101,,头条哥布林，你竟敢胡乱造谣！本大爷忍你很久了！来吃本大爷一斧！,,,,
