,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,uint32,uint32,string,string,string,float,float,float,uint32,uint32,float,uint32,uint32,string
,id,levelId,pathId,position,rotation,safePos,patrolSpeed,fightDistance,triggerDistance,triggerAngle,noColor,attack_radius,patrolMinStayTime,patrolMaxStayTime,paths
备注,id,场景ID,路径ID,坐标,角度,英雄安全点,巡逻速度,战斗距离,触发距离,触发角度,视野颜色0可见1不可见,偷袭距离,巡逻最小停留时间,巡逻最大停留时间,路径
,155052,3120,52,"-273.2,-21.166,-29.57388","0,0,0","-233.89,-21.166,-31.33827",1,2,90,360,0,0,500,2000,
,155053,3120,53,"-235.2891,-21.166,7.4","0,0,0","-233.89,-21.166,-31.33827",1,2,90,360,0,0,500,2000,
,155054,3120,54,"-197.3,-21.166,-29.90014","0,0,0","-233.89,-21.166,-31.33827",1,2,90,360,0,0,500,2000,
,155055,3120,55,"-234.5207,-21.166,-64.5","0,0,0","-233.89,-21.166,-31.33827",1,2,90,360,0,0,500,2000,
,155056,3120,56,"-197.225,-21.166,-30.016","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-208.83,-21.166,-29.59;-197.225,-21.166,-30.01699;"
,155057,3120,57,"-260.51,-21.166,-29.05","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-272.9948,-21.166,-29.47937;-260.51,-21.166,-29.05;"
,155058,3120,58,"-234.63,-21.166,-54.125","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-234.89,-21.166,-63.178;-234.63,-21.166,-54.125;"
,155059,3120,59,"-234.51,-21.166,-2.203","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-235.66,-21.170,8.085;-234.51,-21.166,-2.203;"
,155060,3120,60,"-208.8322,-21.166,-29.59648","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-197.225,-21.166,-30.01699;-208.83,-21.166,-29.59;"
,155061,3120,61,"-260.51,-21.166,-29.0536","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-272.9948,-21.166,-29.47937;-260.51,-21.166,-29.05;"
,155062,3120,62,"-234.5501,-21.166,-57.868","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-234.89,-21.166,-63.178;-234.63,-21.166,-54.125;"
,155063,3120,63,"-234.3817,-21.166,2.335065","0,0,0","-233.89,-21.166,-31.33827",0.4,2,2,80,0,0,500,2000,"-235.66,-21.170,8.085;-234.51,-21.166,-2.203;"
,155064,3120,64,"-237.357,-21.166,2.719","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-237.35,-21.166,-58.843;-237.357,-21.166,2.719;"
,155065,3120,65,"-236.357,-21.166,2.719","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-236.35,-21.166,-58.843;-236.357,-21.166,2.719;"
,155066,3120,66,"-235.357,-21.166,2.719","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-235.35,-21.166,-58.843;-235.357,-21.166,2.719;"
,155067,3120,67,"-234.357,-21.166,2.719","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-234.35,-21.166,-58.843;-234.357,-21.166,2.719;"
,155068,3120,68,"-233.357,-21.166,2.719","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-233.35,-21.166,-58.843;-233.357,-21.166,2.719;"
,155069,3120,69,"-237.35,-21.166,-58.843","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-237.357,-21.166,2.719;-237.35,-21.166,-58.843;"
,155070,3120,70,"-236.35,-21.166,-58.843","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-236.357,-21.166,2.719;-236.35,-21.166,-58.843;"
,155071,3120,71,"-235.35,-21.166,-58.843","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-235.357,-21.166,2.719;-235.35,-21.166,-58.843;"
,155072,3120,72,"-234.35,-21.166,-58.843","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-234.357,-21.166,2.719;-234.35,-21.166,-58.843;"
,155073,3120,73,"-233.35,-21.166,-58.843","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-233.357,-21.166,2.719;-233.35,-21.166,-58.843;"
,155074,3120,74,"-265.3,-21.166,-27.166","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-200.47,-21.166,-27.047;-265.3,-21.166,-27.166;"
,155075,3120,75,"-265.3,-21.166,-28.166","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-200.47,-21.166,-28.047;-265.3,-21.166,-28.166;"
,155076,3120,76,"-265.3,-21.166,-29.166","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-200.47,-21.166,-29.047;-265.3,-21.166,-29.166;"
,155077,3120,77,"-265.3,-21.166,-30.166","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-200.47,-21.166,-30.047;-265.3,-21.166,-30.166;"
,155078,3120,78,"-265.3,-21.166,-31.166","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-200.47,-21.166,-31.047;-265.3,-21.166,-31.166;"
,155079,3120,79,"-200.47,-21.166,-27.047","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-265.3,-21.166,-27.166;-200.47,-21.166,-27.047;"
,155080,3120,80,"-200.47,-21.166,-28.047","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-265.3,-21.166,-28.166;-200.47,-21.166,-28.047;"
,155081,3120,81,"-200.47,-21.166,-29.047","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-265.3,-21.166,-29.166;-200.47,-21.166,-29.047;"
,155082,3120,82,"-200.47,-21.166,-30.047","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-265.3,-21.166,-30.166;-200.47,-21.166,-30.047;"
,155083,3120,83,"-200.47,-21.166,-31.047","0,0,0","-233.89,-21.166,-31.33827",1,2,2,80,0,0,10000,10000,"-265.3,-21.166,-31.166;-200.47,-21.166,-31.047;"
