,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,3150001,,3150,2,200759,1,1,0,0,0,0,53,,0,1
,3150002,,3150,2,200760,2,1,0,0,0,0,53,,0,1
,3150003,,3150,2,200761,3,1,0,0,0,0,53,,0,1
,3150004,,3150,2,200762,4,1,0,0,0,0,53,,0,1
,3150006,,3150,2,200764,5,1,0,0,0,0,53,,0,1
,3150007,,3150,2,200765,7,1,0,0,0,0,53,,0,1
,3150017,尤金妮娅的宝箱,3150,1,40340,0,1,0,0,0,0,0,"-85.184,0.03,11.261",77.017,1
,3150018,尤金妮娅的宝箱,3150,1,40341,0,1,0,0,0,0,0,"-49.602,0.03,40.601",-131.1,1
,3150025,,3150,2,200841,14,1,0,0,0,0,53,,0,1
,3150026,,3150,1,60499,0,1,0,0,0,0,0,"-18.76,0.17,-4.93",0,1
,3150027,,3150,1,60499,0,1,0,0,0,0,0,"-13.41,0.05,11.94",0,1
,3150028,,3150,1,60499,0,1,0,0,0,0,0,"-31.60,0.13,15.85",0,1
,3150029,,3150,1,60499,0,1,0,0,0,0,0,"-42.61,0.18,22.76",0,1
,3150030,,3150,1,60499,0,1,0,0,0,0,0,"-48.90,0.02,29.37",0,1
,3150031,,3150,1,60499,0,1,0,0,0,0,0,"-59.36,0.02,25.46",0,1
,3150032,,3150,1,60499,0,1,0,0,0,0,0,"-59.65,0.36,16.64",0,1
,3150033,,3150,1,60499,0,1,0,0,0,0,0,"-70.97,0.40,10.38",0,1
,3150034,,3150,1,60499,0,1,0,0,0,0,0,"-66.79,0.40,48.18",0,1
,3150035,,3150,4,1128,0,1,0,0,0,0,0,"-13.03,1.16,-1.93",0,1
,3150036,,3150,4,1128,0,1,0,0,0,0,0,"-18.08,1.16,7.551",0,1
,3150037,,3150,4,1128,0,1,0,0,0,0,0,"-37.61,1.16,14.16",0,1
,3150038,,3150,4,1128,0,1,0,0,0,0,0,"-50.63,1.16,19.79",0,1
,3150039,,3150,4,1128,0,1,0,0,0,0,0,"-62.37,1.16,15.21",0,1
,3150040,,3150,4,1128,0,1,0,0,0,0,0,"-66.46,1.16,19.08",0,1
,3150041,,3150,4,1128,0,1,0,0,0,0,0,"-75.66,1.16,7.581",0,1
,3150042,,3150,4,1128,0,1,0,0,0,0,0,"-79.49,1.16,28.53",0,1
,3150043,,3150,1,30806,0,1,0,0,0,0,0,"-73.94,0.02,34.43",30,1
