,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,697001,6970,1,101,101,100102,-1,0,-1,0,0,1
,697002,6970,2,301,101,100102,-1,0,301,0,0,1
,697003,6970,3,201,201,0,-1,0,301,0,0,1
,697004,6970,4,201,201,0,-1,0,301,0,0,1
,697005,6970,5,301,201,0,-1,0,301,0,0,1
,697101,6971,1,301,-1,0,-1,0,301,0,0,1
,697201,6972,1,101,101,100108,-1,0,-1,0,0,1
,697202,6972,2,9999,-1,0,9999,0,-1,0,0,1
,697203,6972,3,9999,-1,0,9999,0,-1,0,0,1
,697204,6972,4,201,-1,0,-1,0,201,100205,0,1
,697205,6972,5,101,101,100102,-1,0,201,100205,0,1
,697301,6973,1,201,-1,0,-1,0,201,100205,0,1
,697302,6973,2,9999,-1,0,9999,0,-1,0,0,1
,697303,6973,3,9999,-1,0,9999,0,-1,0,0,1
,697304,6973,4,301,-1,0,-1,0,301,0,0,1
,697401,6974,1,101,101,100108,-1,0,-1,0,0,1
,697402,6974,2,9999,-1,0,9999,0,-1,0,0,1
,697403,6974,3,9999,-1,0,9999,0,-1,0,0,1
,697404,6974,4,301,-1,0,-1,0,301,0,0,1
,697405,6974,5,201,-1,0,-1,0,201,100207,0,1
,697406,6974,6,9999,-1,0,9999,0,-1,0,0,1
,697407,6974,7,101,101,100102,-1,0,-1,0,0,1
,697408,6974,8,301,101,100102,-1,0,301,0,0,1
,697501,6975,1,101,101,100102,-1,0,-1,0,0,1
,697502,6975,2,301,101,100102,-1,0,301,0,0,1
,697503,6975,3,301,101,100102,-1,0,301,0,0,1
,697601,6976,1,4532,4532,0,-1,0,-1,0,0,1
,697602,6976,2,301,4532,0,-1,0,301,0,0,1
,697603,6976,3,4532,4532,0,-1,0,301,0,0,1
,697604,6976,4,201,4532,0,-1,0,201,100207,0,1
,728001,7280,1,4532,4532,0,-1,0,-1,0,0,1
,728002,7280,2,301,4532,0,-1,0,301,0,0,1
,728003,7280,3,4532,4532,0,-1,0,301,0,0,1
,728004,7280,4,101,4532,0,-1,0,101,100102,0,1
,728005,7280,5,4532,4532,0,-1,0,101,100102,0,1
,728006,7280,6,301,4532,0,-1,0,301,0,0,1
