,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1286302,12863,2,3138,101,100106,-1,0,3138,0,0,1
,1286303,12863,3,3138,101,100106,-1,0,3138,0,0,1
,1286304,12863,4,101,101,100106,-1,0,3138,0,0,1
,1286506,12865,6,101,101,0,-1,0,3138,0,0,1
,1286602,12866,2,3028,201,0,-1,0,3028,0,0,1
,1286603,12866,3,201,201,100209,-1,0,3028,0,0,1
,1286604,12866,4,3028,201,100209,-1,0,3028,0,0,1
,1286605,12866,5,3028,201,100209,-1,0,3028,0,0,1
,1286606,12866,6,301,301,0,-1,0,3028,0,0,1
,1286607,12866,7,3028,301,0,-1,0,3028,0,0,1
,1286608,12866,8,201,201,100205,-1,0,3028,0,0,1
,1286609,12866,9,3028,201,100205,-1,0,3028,0,0,1
,1286610,12866,10,3028,201,100205,-1,0,3028,0,0,1
,1286611,12866,11,3028,201,100205,-1,0,3028,0,0,1
,1286702,12867,2,-1,-1,0,-1,0,-1,0,0,1
,1286703,12867,3,3582,3582,0,-1,0,-1,0,0,1
,1286704,12867,4,1003,3582,0,-1,0,1003,0,0,1
