,id,name
备注,id,名字
,20727,堕落女佣
,20728,野性狼骑
,20729,利刺毒蝎
,20730,狡猾欺诈师
,20731,噬盾领主霍普
,20732,堕落女佣
,20733,野性狼骑
,20734,利刺毒蝎
,20735,狡猾欺诈师
,20737,鹿角使徒
,20738,鬼泣撕裂者
,20739,海盗团团长
,20740,霜晶锐爪
,20741,剑豪领主拉希德
,20742,鹿角使徒
,20743,鬼泣撕裂者
,20744,海盗团团长
,20745,霜晶锐爪
,20756,獠牙猎狼
,20757,流亡的魔咒师
,20758,鲁莽锤击者
,20759,诅咒祭奠师
,20760,铸魂领主米尔顿
,20761,獠牙猎狼
,20762,流亡的魔咒师
,20763,鲁莽锤击者
,20764,诅咒祭奠师
,20765,盾锤争斗者
,20766,余烬女巫
,20767,寂夜屠夫
,20768,闪灵怪盗
,20769,鬼纹领主杰西法
,20770,盾锤争斗者
,20771,余烬女巫
,20772,寂夜屠夫
,20773,闪灵怪盗
,20775,决绝夜行者
,20776,诡诈沙狐
,20777,蛮吼突袭者
,20778,丛林神射手
,20779,魅影领主苏姬
,20780,决绝夜行者
,20781,诡诈沙狐
,20782,蛮吼突袭者
,20783,丛林神射手
,20784,怒火战魔
,20785,沙漠战魂
,20786,邪灵指挥官
,20787,黯言囚灵
,20788,刺血领主爱丝
,20789,怒火战魔
,20790,沙漠战魂
,20791,邪灵指挥官
,20792,黯言囚灵
,20793,魔瞳黑女巫
,20794,黑女巫傀儡
,20795,幽影巫师
,20796,巫师忠仆
,20797,狂龙领主柏格
,20798,魔瞳黑女巫
,20799,黑女巫傀儡
,20800,幽影巫师
,20801,巫师忠仆
,20811,病毒感染者
,20812,贪污的矿长
,20813,塞尔伦2号
,20814,孤锋利斧
,20815,夜翼领主马文
,20816,病毒感染者
,20817,贪污的矿长
,20818,塞尔伦2号
,20819,孤锋利斧
,20820,涤魂圣女巫
,20821,女巫奴仆
,20822,亡啸戮魂者
,20823,鬼触异变者
,20824,怒焰领主霍齐亚
,20825,涤魂圣女巫
,20826,女巫奴仆
,20827,亡啸戮魂者
,20828,鬼触异变者
,20829,双刃裁决者
,20830,迷影妖后
,20831,龙狩督军
,20832,烈剑骑士长
,20833,狮蛮领主艾凡
,20834,双刃裁决者
,20835,迷影妖后
,20836,龙狩督军
,20837,烈剑骑士长
,20838,白骨战狼
,20839,毒雾潜行者
,20840,卑劣的围猎者
,20841,远古巨兽
,20842,刀锋领主希德
,20843,白骨战狼
,20844,毒雾潜行者
,20845,卑劣的围猎者
,20846,远古巨兽
,20847,阴鸷哥布林
,20848,荒漠赤狐
,20849,啸月狼王
,20850,风暴御剑者
,20851,邪冥领主昆顿
,20852,阴鸷哥布林
,20853,荒漠赤狐
,20854,啸月狼王
,20855,风暴御剑者
,21279,双枪毒蝎
,21280,厄运死侍
,21281,毒刃蜂后
,21282,鹿角兽祭司
,21283,荒域领主默克
,21284,双枪毒蝎
,21285,厄运死侍
,21286,毒刃蜂后
,21287,鹿角兽祭司
,21288,疯魔科学家
,21289,岩龙巨兽
,21290,重拳怒熊
,21291,深海漫步者
,21292,蛛魔领主卡西
,21293,疯魔科学家
,21294,岩龙巨兽
,21295,重拳怒熊
,21296,深海漫步者
,21297,苍穹孤鹰
,21298,炼渊暗法师
,21299,深渊腐灼者
,21300,夺魂魔导师
,21301,蚀骨领主安波儿
,21302,苍穹孤鹰
,21303,炼渊暗法师
,21304,深渊腐灼者
,21305,夺魂魔导师
,21306,夜牙长锋
,21307,幽魂毒牙
,21308,蓝凯骨魔
,21309,钢岩巨人
,21310,魔息领主洛福斯
,21311,夜牙长锋
,21312,幽魂毒牙
,21313,蓝凯骨魔
,21314,钢岩巨人
,21315,鹿角伯爵
,21316,怒啸半兽人
,21317,血铸统帅
,21318,永冻冰熊
,21319,暗龙领主兰森
,21320,鹿角伯爵
,21321,怒啸半兽人
,21322,血铸统帅
,21323,永冻冰熊
,21324,寂灭异变者
,21325,海潮鲛人
,21326,沙漠蝎王
,21327,欲念号1型
,21328,虚暝领主辛顿
,21329,寂灭异变者
,21330,海潮鲛人
,21331,沙漠蝎王
,21332,欲念号1型
,21333,哀嚎亡骑
,21334,巨麟重锤
,21335,欲念号2型
,21336,矮巨人兵长
,21337,极黯领主席德
,21338,哀嚎亡骑
,21339,巨麟重锤
,21340,欲念号2型
,21341,矮巨人兵长
,21342,哥布林酋长
,21343,疾风狐王
,21344,海潮半鱼人
,21345,密林偷猎者
,21346,裂魂领主伊鲁卡
,21347,哥布林酋长
,21348,疾风狐王
,21349,海潮半鱼人
,21350,密林偷猎者
,21351,梦魇巫后
,21352,巫后之仆
,21353,绝情断罪者
,21354,欲念号3型
,21355,奥爆领主休伊
,21356,梦魇巫后
,21357,巫后之仆
,21358,绝情断罪者
,21359,欲念号3型
,21360,重铠幽骑
,21361,失魂女巫
,21362,赤铜骠骑王
,21363,炼狱暴君
,21364,鸦杀领主克里斯
,21365,重铠幽骑
,21366,失魂女巫
,21367,赤铜骠骑王
,21368,炼狱暴君
