,id,name
备注,怪物ID,名字
,1000836,堕落女佣
,1000837,野性狼骑
,1000838,利刺毒蝎
,1000839,狡猾欺诈师
,1000840,噬盾领主霍普
,1000846,鹿角使徒
,1000847,鬼泣撕裂者
,1000848,海盗团团长
,1000849,霜晶锐爪
,1000850,剑豪领主拉希德
,1000851,獠牙猎狼
,1000852,流亡的魔咒师
,1000853,鲁莽锤击者
,1000854,诅咒祭奠师
,1000855,铸魂领主米尔顿
,1000856,盾锤争斗者
,1000857,余烬女巫
,1000858,寂夜屠夫
,1000859,闪灵怪盗
,1000860,鬼纹领主杰西法
,1000861,决绝夜行者
,1000862,诡诈沙狐
,1000863,蛮吼突袭者
,1000864,丛林神射手
,1000865,魅影领主苏姬
,1000866,怒火战魔
,1000867,沙漠战魂
,1000868,邪灵指挥官
,1000869,黯言囚灵
,1000870,刺血领主爱丝
,1000871,白骨战狼
,1000872,毒雾潜行者
,1000873,卑劣的围猎者
,1000874,远古巨兽
,1000875,刀锋领主希德
,1000876,阴鸷哥布林
,1000877,荒漠赤狐
,1000878,啸月狼王
,1000879,风暴御剑者
,1000880,邪冥领主昆顿
,1000959,魔瞳黑女巫
,1000960,黑女巫傀儡
,1000961,幽影巫师
,1000962,巫师忠仆
,1000963,狂龙领主柏格
,1000969,病毒感染者
,1000970,贪污的矿长
,1000971,塞尔伦2号
,1000972,孤锋利斧
,1000973,夜翼领主马文
,1000974,涤魂圣女巫
,1000975,女巫奴仆
,1000976,亡啸戮魂者
,1000977,鬼触异变者
,1000978,怒焰领主霍齐亚
,1000979,双刃裁决者
,1000980,迷影妖后
,1000981,龙狩督军
,1000982,烈剑骑士长
,1000983,狮蛮领主艾凡
,1001701,双枪毒蝎
,1001702,厄运死侍
,1001703,毒刃蜂后
,1001704,鹿角兽祭司
,1001705,荒域领主默克
,1001706,疯魔科学家
,1001707,岩龙巨兽
,1001708,重拳怒熊
,1001709,深海漫步者
,1001710,蛛魔领主卡西
,1001711,苍穹孤鹰
,1001712,炼渊暗法师
,1001713,深渊腐灼者
,1001714,夺魂魔导师
,1001715,蚀骨领主安波儿
,1001716,夜牙长锋
,1001717,幽魂毒牙
,1001718,蓝凯骨魔
,1001719,钢岩巨人
,1001720,魔息领主洛福斯
,1001721,鹿角伯爵
,1001722,怒啸半兽人
,1001723,血铸统帅
,1001724,永冻冰熊
,1001725,暗龙领主兰森
,1001726,寂灭异变者
,1001727,海潮鲛人
,1001728,沙漠蝎王
,1001729,欲念号1型
,1001730,虚暝领主辛顿
,1001731,哀嚎亡骑
,1001732,巨麟重锤
,1001733,欲念号2型
,1001734,矮巨人兵长
,1001735,极黯领主席德
,1001736,哥布林酋长
,1001737,疾风狐王
,1001738,海潮半鱼人
,1001739,密林偷猎者
,1001740,裂魂领主伊鲁卡
,1001741,梦魇巫后
,1001742,巫后之仆
,1001743,绝情断罪者
,1001744,欲念号3型
,1001745,奥爆领主休伊
,1001746,重铠幽骑
,1001747,失魂女巫
,1001748,赤铜骠骑王
,1001749,炼狱暴君
,1001750,鸦杀领主克里斯
