,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,3137001,烁金宝箱,3137,1,40286,0,1,0,0,0,0,0,"-8.99,0.02,50.02",159.1,1
,3137002,烁金宝箱,3137,1,40287,0,1,0,0,0,0,0,"2.728,0.02,100.311",195.4,1
,3137003,烁金宝箱,3137,1,40288,0,1,0,0,0,0,0,"26.02,0.02,70.01",-44.75,1
,3137004,烁金宝箱,3137,1,40289,0,1,0,0,0,0,0,"21.45,0.02,89.2301",139.1,1
,3137005,圣晶宝箱,3137,1,40290,0,1,0,0,0,0,0,"50,0.06,102.99",-152.1,1.5
,3137006,狂妄的恶狼盗匪,3137,2,200675,1,1,0,0,0,0,53,,0,1
,3137007,勤恳的萤熊佣兵,3137,2,200676,2,1,0,0,0,0,53,,0,1
,3137008,贪婪的恶狼盗匪,3137,2,200677,3,1,0,0,0,0,53,,0,1
,3137009,狂妄的恶狼盗匪,3137,2,200678,4,1,0,0,0,0,53,,0,1
,3137010,勤恳的萤熊佣兵,3137,2,200679,5,1,0,0,0,0,53,,0,1
,3137011,狂妄的恶狼盗匪,3137,2,200680,6,1,0,0,0,0,53,,0,1
,3137012,勤恳的萤熊佣兵,3137,2,200681,7,1,0,0,0,0,53,,0,1
