,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1094904,10949,4,101,101,0,-1,0,3132,134003,11391,1
,1094905,10949,5,201,201,100214,-1,0,3132,134003,11651,1
,1094906,10949,6,101,101,100112,-1,0,3132,134003,11392,1
,1094907,10949,7,301,101,100112,-1,0,301,0,11387,1
,1094908,10949,8,-1,-1,0,-1,0,-1,100302,0,1
,1094909,10949,9,101,101,0,-1,0,-1,0,12409,1
,1094910,10949,10,3132,101,0,-1,0,3132,134003,12410,1
,1094911,10949,11,101,101,0,-1,0,3132,134003,12411,1
