,id,name,des
备注,fashionId,名字,时装描述
,101,帝国剑士,经典时装——帝国剑士。奥兹家族剑士便装，特制的上身肩带利于剑士携带武器。金属护腕和皮革护膝，可以在激烈的战斗中保护剑士不受伤害。
,102,禁卫军战盔,经典时装——禁卫军战盔。严格打造的硬核铠甲，以实用和威严为基础，抛弃了一切琐碎装饰。厚重的战盔，深沉地传递出一种誓言：遵循禁卫军铁律，誓死保护帝国人民。
,103,背叛者之铠,经典时装——背叛者之铠。原本亮银色的铠甲被染为深灰，张扬的赤色异形臂铠似乎佐证着背叛者的身份。而这一切隐藏的又是怎样的一颗心？
,104,禅想,经典时装——禅想。亚麻质地的修禅外袍，搭配蔓藤编织的柔软腰带。一袍一藤一服饰，大自然的禅意，需要静静领悟。
,106,暗夜蝙蝠,经典时装——暗夜蝙蝠。深沉的纯黑色服饰，只有零星的几点红色涂饰。远远望去，就像一只潜伏在暗夜中的蝙蝠。
,107,夜裔武士,经典时装——夜裔武士。经典日式武士铠甲服饰，外披红色立领式不规则斗篷。铁质长靴上雕刻着的狰狞般若图案，是来自服饰主人故乡的独特装饰。
,111,合金战铠,经典时装——合金战铠。简单的皮革下装不仅能够展示健硕而历经百战的肉体，更能衬托出纳雅兵装的强大与诡异。这是兽人王的荣耀，也是兽人王的苦痛。
,112,风之翼刃,经典时装——风之翼刃。以便于行动、提升战斗力为第一目标，多层复合面料提供稳定的防御性能。一切都为了天空城纳雅的荣光！
,113,扑克魔术师,经典时装——扑克魔术师。不管是燕尾服，亦或是小礼帽和白手套，服饰上都布满着扑克元素；魔术杖顶端则镶嵌着一只可爱的小兔子。整体服饰风格彰显出主人可爱魔术师的身份。
,114,命运终结者,经典时装——命运终结者。粗钢打造的铠甲以皮带简单固定，辅以象征终结的骨制饰品，无一不体现服装的主人狂野而残忍的个性。
,201,魔法制服,经典时装——魔法制服。新代魔法学院制服，去除了繁杂的花纹和宽大的魔法袍袖，用轻快的黄色调合严肃的魔法气息，简单又不失时尚色彩。该制服一度成为年轻魔法师的最爱。
,301,暴烈女郎,经典时装——暴烈女郎。随意敞开的丝质衬 衫，贴身的紧身皮裤，勾勒出凹凸有质的热辣曲线。而衣领处的三角尖锐饰品，腰间的金属护甲，则展露出优秀的赏金猎人独有的霸气。
,302,热辣玫瑰,经典时装——热辣玫瑰。熨烫妥帖的绸缎小礼服，搭配精致的绑带高跟。独特的镂空领口设计，胸前和腰间绣着的艳丽玫瑰，无不彰显出热辣气息。艳丽的玫瑰，自由绽放。
,401,暗黑龙骑,经典时装——暗黑龙骑。墨色竖领长袍，严丝合缝，给人以禁欲冷漠的气息。冷硬的长形肩饰，凸显主人内心的坚硬。从暗黑里来，到暗黑里处，世界终将属于那位大人。
