,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数,日配对白内容
,1355301,,努力终有回报，我们小队又在自律联盟更进一步。如今，我们已经成为有资历的赏金猎人，安道夫给的奖励也一定比之前更好。,,,,努力终有回报，我们小队又在自律联盟更进一步。如今，我们已经成为有资历的赏金猎人，安道夫给的奖励也一定比之前更好。
,1355401,,安道夫，这么频繁地从你这儿拿走奖金可真是不好意思，我们的升级速度大概让你吃惊了吧？,,,,安道夫，这么频繁地从你这儿拿走奖金可真是不好意思，我们的升级速度大概让你吃惊了吧？
,1355402,,哈哈哈，如果每位赏金猎人都像你们这样，那我可就没白发这些奖金了。这是你们这次晋级的奖励，收好了。,,,,哈哈哈，如果每位赏金猎人都像你们这样，那我可就没白发这些奖金了。这是你们这次晋级的奖励，收好了。
,1355403,,对了，安道夫先生，上次那件事情过后，自律联盟内的谣言有没有平息下来？我听说大部分猎人现在都能接到“遗迹发掘”任务了。,,,,对了，安道夫先生，上次那件事情过后，自律联盟内的谣言有没有平息下来？我听说大部分猎人现在都能接到“遗迹发掘”任务了。
,1355404,,是我下的命令，允许大部分赏金猎人接取这个类型的任务。虽说还需要些额外的监督人手，不过谣言似乎也渐渐平息下来了。,,,,是我下的命令，允许大部分赏金猎人接取这个类型的任务。虽说还需要些额外的监督人手，不过谣言似乎也渐渐平息下来了。
,1355405,,中途，我联系了一次乌塔。但这家伙似乎太专注于遗迹探索，只是捎了个口信让我自行处置，真是的，到底他是会长还是我？。,,,,中途，我联系了一次乌塔。但这家伙似乎太专注于遗迹探索，只是捎了个口信让我自行处置，真是的，到底他是会长还是我？。
,1355406,,这还真有点奇怪，自律联盟的会长乌塔先生，他的大名我也听过不止一次了，还以为能见上一面呢。,,,,这还真有点奇怪，自律联盟的会长乌塔先生，他的大名我也听过不止一次了，还以为能见上一面呢。
,1355407,,那么安道夫先生，现在自律联盟人手不足的话，有没有什么我们能帮上忙的地方？,,,,那么安道夫先生，现在自律联盟人手不足的话，有没有什么我们能帮上忙的地方？
,1355408,,不，我想让你们去做更重要的一件事情。,,,,不，我想让你们去做更重要的一件事情。
,1355409,,更重要的事？,,,,更重要的事？
,1355410,,你们上次去“蜜酒与三月兔”的时候，不是提到了看板娘米蕾有些可疑么，我想让你们再去那儿试探她一下。,,,,你们上次去“蜜酒与三月兔”的时候，不是提到了看板娘米蕾有些可疑么，我想让你们再去那儿试探她一下。
,1355411,,我从自己的情报渠道得知，她确实有对谣言推波助澜的行为。所以我希望，你们能在不要声张的情况下，从她口中获得更多的消息。,,,,我从自己的情报渠道得知，她确实有对谣言推波助澜的行为。所以我希望，你们能在不要声张的情况下，从她口中获得更多的消息。
,1355412,,和我想的一样，那个兔子果然不简单。我们走，去那个酒馆，把这件事情当面问个明白。,,,,和我想的一样，那个兔子果然不简单。我们走，去那个酒馆，把这件事情当面问个明白。
,1355501,,奇怪，米蕾小姐平时不是一直在酒馆门口招揽客人的吗？今天怎么不在？,,,,奇怪，米蕾小姐平时不是一直在酒馆门口招揽客人的吗？今天怎么不在？
,1355502,,不会吧，这个时候玩消失？该不会真的是心里有鬼吧。我们去问问酒馆其他的工作人员，说不定有人知道她的行踪。,,,,不会吧，这个时候玩消失？该不会真的是心里有鬼吧。我们去问问酒馆其他的工作人员，说不定有人知道她的行踪。
