,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数,日配对白内容
,1213403,,奇怪，如果真是盗墓贼，他们为什么要跑到鲸脊岛去？如果是要逃避追捕的话，这反而太张扬了……,,,,奇怪，如果真是盗墓贼，他们为什么要跑到鲸脊岛去？如果是要逃避追捕的话，这反而太张扬了……
,1213404,,西蒙，你不觉得这次和之前在迷雾森林抓捕怪盗有点像吗？我怀疑和上次一样，他们或许也得到了某些宝藏的情报。我们赶紧出发吧！,,,,西蒙，你不觉得这次和之前在迷雾森林抓捕怪盗有点像吗？我怀疑和上次一样，他们或许也得到了某些宝藏的情报。我们赶紧出发吧！
,1213503,,怎么又是藏宝图？这些藏宝图到底是谁画的？,,,,怎么又是藏宝图？这些藏宝图到底是谁画的？
,1213504,,你是……赏金猎人？！自律联盟的手已经伸到这里了吗？！不过我们也不是吃素的，既然发现了我们，那就永远留在这里吧。,,,,你是……赏金猎人？！自律联盟的手已经伸到这里了吗？！不过我们也不是吃素的，既然发现了我们，那就永远留在这里吧。
,1213505,,我【哔——】，居然敢动手？既然你们不讲道理，那我也不客气了！,,,,我【哔——】，居然敢动手？既然你们不讲道理，那我也不客气了！
,1213603,,大姐头，他们说的那个藏宝图究竟是怎么回事？,,,,大姐头，他们说的那个藏宝图究竟是怎么回事？
,1213604,,看他们的说法，这藏宝图应该和地下黑市有关。或许我们可以让吉拉往这方向调查看看。不过现在，我们还是先回去领报酬吧。,,,,看他们的说法，这藏宝图应该和地下黑市有关。或许我们可以让吉拉往这方向调查看看。不过现在，我们还是先回去领报酬吧。
,1213702,,这个反应，还有培因合剂……听起来应该是一种抑制疼痛的药。或许那家伙是因为药物失效，被抑制的疼痛爆发，才导致它发狂了。,,,,这个反应，还有培因合剂……听起来应该是一种抑制疼痛的药。或许那家伙是因为药物失效，被抑制的疼痛爆发，才导致它发狂了。
,1213703,,培因合剂……培因合剂……给我培因合剂！,,,,培因合剂……培因合剂……给我培因合剂！
,1213704,,不好，温丽小心！那家伙打过来了！,,,,不好，温丽小心！那家伙打过来了！
,1213902,,这家伙真难缠。连失败品都有这种力量，要是扬博士的实验成功了，那究竟会创造出怎样的怪物……,,,,这家伙真难缠。连失败品都有这种力量，要是扬博士的实验成功了，那究竟会创造出怎样的怪物……
,1213903,,扬博士已经不在这里了，现在威胁更大的反而是这些失败品……我们让吉拉把相关信息转告给纳雅天空城吧，希望他们能够解决这事。,,,,扬博士已经不在这里了，现在威胁更大的反而是这些失败品……我们让吉拉把相关信息转告给纳雅天空城吧，希望他们能够解决这事。
,1214102,,唔……也没有什么特别的魔力波动，看来，失落群岛上的这些珊瑚和卡诺萨城周边的珊瑚没什么区别。,,,,唔……也没有什么特别的魔力波动，看来，失落群岛上的这些珊瑚和卡诺萨城周边的珊瑚没什么区别。
,1214103,,既然这样，那他们专门指定要鲸脊岛的珊瑚有什么意义？,,,,既然这样，那他们专门指定要鲸脊岛的珊瑚有什么意义？
,1214104,,也不能这么说啦……比多猫之前说过，酒的价格，大多取决于它背后的故事。富豪们也更乐意为了酒背后的故事花费巨款。,,,,也不能这么说啦……比多猫之前说过，酒的价格，大多取决于它背后的故事。富豪们也更乐意为了酒背后的故事花费巨款。
,1214105,,我想，同样是奢侈品，“来自失落群岛的珊瑚”这样的噱头应该会更吸引富豪吧。,,,,我想，同样是奢侈品，“来自失落群岛的珊瑚”这样的噱头应该会更吸引富豪吧。
,1214403,,什么？人类？！混账，竟然找人类帮忙……我才不会让你们抓住！,,,,什么？人类？！混账，竟然找人类帮忙……我才不会让你们抓住！
