,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数,日配对白内容
,1333901,,,,,圣界基地,
,1333902,,兰奇·奥兹，我查阅过不少医学点典籍，却完全没有涉及奥兹家族成员的能力与身体研究。或许你能满足一下我对科学的追求？,,,,
,1333903,,无聊，让开。,,,,
,1333904,,拒绝配合吗？果然像夜崎隐说的那样，还是换一个人来采集试验数据比较适合，例如西蒙·奥兹。,,,,
,1333905,,呵，就凭你？,,,,
,1333906,,果然是这样的反应。根据平时的观察，凡是涉及西蒙·奥兹的事情，你总会比平时的行动稍稍激动一点。,,,,
,1333907,,好了，测试已经开始了。真好奇你会给我带来怎样的试验数据。,,,,
,1333908,,（兰奇感觉不对劲，但已因身中剧毒跪倒在地。）,,,,
,1333909,,不提前注射解毒剂的情况下，竟然能在毒气里维持这么久意识……真是绝佳的实验品。,,,,
,1333910,,尼格斯的声音越来越远，兰奇的意识最终中断……,,,,
,1333911,,唔！这里是……？<br>（兰奇醒了过来。）,,,,
,1333912,,哥哥！太好了，你终于醒来了！你昏迷了这么久，我们可担心你了。,,,,
,1333913,,西蒙？你怎么……,,,,
,1333914,,哥哥，我们都知道了，你出色地完成了帝国的任务。如果没有你，帝国差点就灭亡了！,,,,
,1333915,,你是帝国的英雄，不愧是我最崇拜的哥哥！嘉奖典礼就要开始了，父亲也专程从边境回来了，我们快去王宫吧！,,,,
,1333916,,父亲？这是……怎么回事……,,,,
,1333917,,兰奇跟着西蒙来到街上……,,,,
,1333918,欢呼的民众,看！是兰奇！是拯救了帝国的英雄！,,,,
,1333919,感动的民众,我就知道兰奇不会背叛帝国！,,,,
,1333920,欢呼的民众,兰奇，你不愧是帝国的第一剑士！,,,,
,1333921,感动的民众,兰奇！我们崇拜你！,,,,
,1333922,,哥哥真的好厉害。帝国第一剑士的称号，果然只有哥哥配得上。,,,,
,1333923,,只有……我？<br>（兰奇看着嘈杂的人群，停下了脚步。）,,,,
,1333924,,哥哥？怎么了？我们还得赶紧去王宫呢，赫丽女王和父亲已经在那里等很久了。,,,,
,1333925,,功臣、父亲、赞颂、荣誉……就只有这样吗？,,,,
,1333926,,（黑气自兰奇的身体涌出，缠绕在铠甲上，直至将它彻底染黑……）,,,,
,1333927,,哥哥，你在说什么？这不是你所期盼的吗？,,,,
,1333928,,（兰奇拔出剑，指向了西蒙。）<br>这也是测试？恶劣而无用。,,,,
,1333929,,哥哥，你这是……要干什么？,,,,
,1333930,,将这幻象，尽数粉碎。,,,,
,1333931,,兰奇举剑刺向了西蒙，却被什么挡了下来——,,,,
,1333932,？？？,我很好奇，究竟是什么让你如此愤怒。,,,,
,1333933,,（西蒙的样子与幻象一同消散，是乔伊的书挡下了兰奇的剑。）,,,,
,1333934,,根据毒药的持续时间来看，代谢水平应该是普通人的几倍，真是出乎意料。至于耐力，似乎可以参照之前欢迎仪式时的表现……,,,,
,1333935,,采集到很不错的数据。那么乔伊，我先走了，实验结果一周后提供。<br>（尼格斯一边嘀咕着实验数据，一边旁若无人地离开了这里。）,,,,
,1333936,,你是现今最快完成测试的人。告诉我，你看到了什么。,,,,
,1333937,,……弱者的挑衅而已。,,,,
,1333938,,是么？无所谓。无论你的目的是什么，都不可能成为我的阻碍。,,,,
,1333939,,……<br>（兰奇盯着乔伊，眼神变得冰冷而锐利。）,,,,
,1333940,,呵，不错的眼神。<br>（乔伊轻笑一声离开了。）,,,,
,1333941,,（……第一剑士，他才不会放弃……）,,,,
,1333942,,兰奇在心中的话语，只有他自己知晓。,,,,
