,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,3097001,混沌魔魂,3097,1,20636,0,1,0,0,0,0,0,"-14.74,0.09567789,8.97",135,1
,3097002,觉醒魔魂,3097,1,20637,0,1,0,0,0,0,0,"-8.75,0.09567789,14.07",155,1
,3097003,赤焰狼王,3097,1,20638,0,1,0,0,0,0,0,"-36.87,0.09567789,26.21",135,1
,3097004,惩戒屠夫,3097,1,20623,0,1,0,0,0,0,0,"-28.55,0.09567789,33.59",160,1
,3097005,炼狱之主,3097,1,20624,0,1,0,0,0,0,0,"-47.69,0.09567789,47.18",140,1
,3097006,混沌魔魂,3097,2,200775,1,1,1,0,0,0,56,,0,1
,3097007,觉醒魔魂,3097,2,200776,2,1,1,0,0,0,56,,0,1
,3097008,赤焰狼王,3097,2,200466,3,1,1,0,0,0,56,,0,1
,3097015,觉醒魔魂,3097,1,21022,0,1,0,0,0,0,0,"-8.75,0.09567789,14.07",155,1
,3097016,赤焰狼王,3097,1,21023,0,1,0,0,0,0,0,"-36.87,0.09567789,26.21",135,1
