,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1287505,12875,5,3005,3005,0,-1,0,-1,0,0,1
,1287602,12876,2,101,101,0,-1,0,-1,0,0,1
,1287603,12876,3,3043,3043,0,-1,0,-1,0,0,1
,1287604,12876,4,201,3043,0,-1,0,201,100206,0,1
,1287605,12876,5,3043,3043,0,-1,0,201,100206,0,1
,1287606,12876,6,3043,3043,0,-1,0,-1,0,0,1
,1287701,12877,1,3043,3043,0,-1,0,-1,0,0,0
,1287802,12878,2,301,3043,0,-1,0,301,0,0,1
,1287803,12878,3,3043,3043,0,-1,0,301,0,0,1
,1287904,12879,4,101,101,100106,-1,0,-1,0,0,1
,1287905,12879,5,3043,3043,0,-1,0,-1,0,0,1
,1288002,12880,2,3043,3043,0,-1,0,-1,0,0,1
,1288003,12880,3,101,101,100108,-1,0,-1,0,0,1
,1300601,13006,1,3895,-1,0,-1,0,-1,0,0,1
,1300602,13006,2,3043,3043,0,-1,0,-1,0,0,1
,1300701,13007,1,3895,-1,0,-1,0,-1,0,0,1
,1300702,13007,2,201,-1,0,-1,0,201,100206,0,1
,1300801,13008,1,3043,3043,0,-1,0,-1,0,0,1
,1300802,13008,2,101,101,0,-1,0,-1,0,0,1
,1300901,13009,1,-1,-1,0,-1,0,-1,0,0,1
