,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,692001,6920,1,3860,-1,0,3860,0,-1,0,0,1
,692101,6921,1,3861,-1,0,3861,0,-1,0,0,1
,692201,6922,1,3862,-1,0,3862,0,-1,0,0,1
,702901,7029,1,3863,-1,0,3863,0,-1,0,0,1
,703001,7030,1,3864,-1,0,3864,0,-1,0,0,1
,704004,7040,4,3865,-1,0,3865,0,-1,0,0,1
,704101,7041,1,3866,-1,0,3866,0,-1,0,0,1
