,id,talkName,dialogue,firstBtnText,secondBtnText,actionText
备注,索引id,强制名称,对白内容,第一个按钮文本,第二个按钮文本,action的文本参数
,103601,,人类与精灵族的矛盾，应该用爱来化解！,,,
,104101,,我们是罗兰帝国五星级旅店，只为顾客提供真诚、亲切、自然、得体的家人式服务。,,,
,104301,,我虽然只是一个普通的联盟办事员，但是我也有梦想。那就是站上舞台，和缪吉克辉先生合唱一曲《罗兰战歌》。,,,
,104401,,在自律联盟，只要你有能力，就能得到相应的回报。,,,
,104501,,镶金玫瑰团多次洗劫罗兰镇，我已向自律联盟汇报这件事。你们不用惊慌，联盟会派出实力强劲的赏金猎人来逮捕强盗的。,,,
,106801,,据说世界上有十三件神器，目前明确已知的有光明使者、噬法者、<br>命运之光、月神之赐和燃金之泪。,,,
,107401,,你以为我是一个普通的乞丐吗？那你就大错特错了，其实我是……,,,
,109401,,这个小镇是五十年前更名为罗兰镇的，目的是为了歌颂伟大的<br>罗兰大帝。,,,
,110001,,由莉的爸爸妈妈以前在卡诺萨城做生意，每次从卡诺萨城回来都会给由莉买很多好吃的。,,,
,110601,,湖畔镇最多的怪物是半鱼人，他们特别喜欢小朋友身上的奶香味，所以千万别让小朋友晚上出门。,,,
,110801,小姐姐,未来事情会发展成怎样呢？,,,
,110901,小姐姐,我该如何才能继承爷爷的精神。,,,
,111001,小姐姐,我的爷爷是位伟大的英雄。,,,
,111501,,你听说过圣界组织吗？传言他们每人都有单挑巨龙的实力。,,,
,111601,,罗兰镇的人口是八千人，男女比例是四比五。,,,
,112001,,神器·光明使者是一把断剑，是五十年前被魔神希摩尔斩断的。,,,
,112401,,安可也有在学校上学哦，因为每天都会失忆，所以每次考试安可都考倒数第一名。好难过的……,,,
,112601,,哥布林兄弟成立了哥布林商会，哈扎克是他们中的一员。,,,
,113001,,你认识比多猫吗？它以前在雷鸣大陆旅行的时候，我给过它很多<br>小鱼干。,,,
,113101,,《罗兰镇史》上有记载，鹿角兽有一位统领，名为四蹄神，是魔神希摩尔的手下。,,,
,114601,,你听说了吗？露西蒂尼居然是罗兰大帝的初恋情人！当初罗兰大帝苦苦追求她，可是露西蒂尼丝毫不买账呢！,,,
