,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,1000232,,1000,1,30676,0,1,0,0,0,0,0,"18.226,22.631,116.1",0,1
,1000233,,1000,1,20992,0,1,0,0,0,0,0,"-122.29,32.39,64.51",33.34,1
,3148001,,3148,1,60459,0,1,0,0,0,0,0,"22.49,1.643,-22.01",0,1
,3148002,,3148,1,60460,0,1,0,0,0,0,0,"21.93,1.643,-26.18",0,1
,3148003,,3148,1,60461,0,1,0,0,0,0,0,"26.62,1.643,-21.36",0,1
,3148004,,3148,1,60462,0,1,0,0,0,0,0,"25.36,1.643,-27.95",0,1
,3148005,,3148,1,60463,0,1,0,0,0,0,0,"28.42,1.643,-25.13",0,1
,3148006,,3148,1,30680,0,1,0,0,0,0,0,"6.550,0.112,-5.3821",-44,1
,3148007,,3148,1,30681,0,1,0,0,0,0,0,"25.01,1.643,-24.628",0,1
,3148008,,3148,1,30682,0,1,0,0,0,0,0,"-21.1,2.544,12.1719",46.11,1
,3148009,,3148,1,30683,0,1,0,0,0,0,0,"35.50,2.537,-35.154",45,1
,3148010,,3148,4,1122,0,1,0,0,0,0,0,"17.38,1.65,-16.6901",-44,1
,3148011,,3148,1,60473,0,1,0,0,0,0,0,"35.51,1.87,-31.7371",0,1
,3148012,,3148,1,60474,0,1,0,0,0,0,0,"32.48,1.64,-21.4097",0,1
,3148013,,3148,1,60475,0,1,0,0,0,0,0,"13.55,1.643,-23.190",0,1
,3148014,,3148,1,60476,0,1,0,0,0,0,0,"-6.98,0.066,10.1491",0,1
,3148015,,3148,1,60477,0,1,0,0,0,0,0,"-11.8,0.066,0.17103",0,1
,3148016,,3148,1,60478,0,1,0,0,0,0,0,"-24.2,2.931,24.5601",0,1
,3148017,,3148,1,60479,0,1,0,0,0,0,0,"-40.9,2.527,20.9101",0,1
,3148018,,3148,1,60480,0,1,0,0,0,0,0,"-2.30,0.066,13.6131",0,1
,3148019,,3148,1,60481,0,1,0,0,0,0,0,"-36.3,2.527,16.9801",0,1
,3148020,,3148,2,200823,1,1,1,0,0,0,59,,0,1
,3148021,,3148,2,200824,2,1,1,0,0,0,59,,0,1
,3148022,,3148,1,30706,0,1,0,0,0,0,0,"17.03,1.644,-15.571",45,1
,20010285,,2001,1,30706,0,1,0,0,0,0,0,"-97.34,2.18,22.18",0,1
