,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,2002035,禁卫督军萨林,2002,1,20947,0,1,0,0,0,0,0,"8.22,3.93,-20.55",280,1
,2002036,赤焰魔狼,2002,2,900585,0,1,0,0,0,0,58,"-20.09,2.58,10.29",270,1
,2002037,狂怒魔爪,2002,2,900586,0,1,0,0,0,0,58,"-38.57,1.93,22.32",90,1
,2002038,黑暗惩戒者,2002,2,900587,0,1,0,0,0,0,58,"-9.48,3.78,3.25",0,1
,2002039,极渊魔徒,2002,2,900588,0,1,0,0,0,0,58,"-23.74,0.25,-2.16",240,1
,2002040,巨角魔,2002,2,900589,0,1,0,0,0,0,58,"-35.41,-0.25,-5.91",330,1
,2002041,马车旁陷阱,1000,1,30658,0,1,0,0,0,0,0,"-46.167,22.796,66.927",0,1
,20010251,特罗德,2001,1,20948,0,1,0,0,0,0,0,"64.28,-0.60,-41.45",90,1
