,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,156402,1564,2,3366,3365,0,-1,0,3366,0,0,0
,156502,1565,2,3366,3365,0,-1,0,3366,0,0,0
,230501,2305,1,3199,3199,0,-1,0,-1,0,0,1
,230601,2306,1,3199,3199,0,-1,0,-1,0,0,1
,230701,2307,1,3199,3199,0,-1,0,-1,0,0,1
,230801,2308,1,102,102,0,-1,0,-1,0,0,1
,230901,2309,1,3230,3230,0,-1,0,-1,0,0,1
,231001,2310,1,3195,3195,0,-1,0,-1,0,0,1
,231101,2311,1,3209,3209,0,-1,0,-1,0,0,1
,231201,2312,1,3210,3210,0,-1,0,-1,0,0,1
,231301,2313,1,3202,3202,0,-1,0,-1,0,0,1
,231401,2314,1,3219,3219,0,-1,0,-1,0,0,1
,231501,2315,1,3268,3268,0,-1,0,-1,0,0,1
,231601,2316,1,3191,3191,0,-1,0,-1,0,0,1
,231701,2317,1,3227,3227,0,-1,0,-1,0,0,1
,231801,2318,1,3228,3228,0,-1,0,-1,0,0,1
,231901,2319,1,3190,3190,0,-1,0,-1,0,0,1
,232001,2320,1,3197,3197,0,-1,0,-1,0,0,1
,232101,2321,1,3196,3196,0,-1,0,-1,0,0,1
,232201,2322,1,3355,3355,0,-1,0,-1,0,0,1
,232301,2323,1,3356,3356,0,-1,0,-1,0,0,1
,232401,2324,1,3357,3357,0,-1,0,-1,0,0,1
,232501,2325,1,3358,3358,0,-1,0,-1,0,0,1
,232601,2326,1,3048,3048,0,-1,0,-1,0,0,1
,232701,2327,1,3044,3044,0,-1,0,-1,0,0,1
,232801,2328,1,2032,2032,106403,-1,0,-1,0,0,1
,232901,2329,1,2032,2032,0,-1,0,-1,0,0,1
,233001,2330,1,3036,3036,0,-1,0,-1,0,0,1
,233101,2331,1,3036,3036,0,-1,0,-1,0,0,1
,233201,2332,1,3037,3037,0,-1,0,-1,0,0,1
,233301,2333,1,2035,2035,106100,-1,0,-1,0,0,1
,233401,2334,1,2035,2035,0,-1,0,-1,0,0,1
,233501,2335,1,3095,3095,0,-1,0,-1,0,0,1
,233601,2336,1,3096,3096,0,-1,0,-1,0,0,1
,233701,2337,1,3186,3186,0,-1,0,-1,0,0,1
,233801,2338,1,3098,3098,0,-1,0,-1,0,0,1
,233901,2339,1,3242,3242,0,-1,0,-1,0,0,1
,234001,2340,1,3052,3052,0,-1,0,-1,0,0,1
,234101,2341,1,3001,3001,0,-1,0,-1,0,0,1
,234201,2342,1,3002,3002,0,-1,0,-1,0,0,1
,234301,2343,1,3004,3004,0,-1,0,-1,0,0,1
,234401,2344,1,3099,3099,0,-1,0,-1,0,0,1
,234501,2345,1,3008,3008,0,-1,0,-1,0,0,1
,234601,2346,1,3009,3009,0,-1,0,-1,0,0,1
,234701,2347,1,3104,3104,0,-1,0,-1,0,0,1
,234801,2348,1,3102,3102,0,-1,0,-1,0,0,1
,234901,2349,1,3103,3103,0,-1,0,-1,0,0,1
,235001,2350,1,3022,3022,222001,-1,0,-1,0,0,1
,235101,2351,1,3083,3083,0,-1,0,-1,0,0,1
,235201,2352,1,3082,3082,0,-1,0,-1,0,0,1
,235301,2353,1,3021,3021,0,-1,0,-1,0,0,1
,235401,2354,1,3021,3021,0,-1,0,-1,0,0,1
,235501,2355,1,3021,3021,0,-1,0,-1,0,0,1
,235601,2356,1,3061,3061,0,-1,0,-1,0,0,1
,235701,2357,1,1000,1000,0,-1,0,-1,0,0,1
,235801,2358,1,1000,1000,0,-1,0,-1,0,0,1
,235901,2359,1,1000,1000,0,-1,0,-1,0,0,1
,236001,2360,1,1000,1000,0,-1,0,-1,0,0,1
,236101,2361,1,3074,3074,0,-1,0,-1,0,0,1
,236201,2362,1,3069,3069,0,-1,0,-1,0,0,1
