,id,name,desc,spec_desc,next_lev_desc
备注,流水号,技能名称,技能描述,技能描述,升级效果描述
,40121,铁壁,格挡提升,,
,40122,铁壁,格挡提升,,
,40123,铁壁,格挡提升,,
,40124,铁壁,格挡提升,,
,40131,圣铠,对战精英或领主时，受到伤害降低,,
,40132,圣铠,对战精英或领主时，受到伤害降低,,
,40133,圣铠,对战精英或领主时，受到伤害降低,,
,40134,圣铠,对战精英或领主时，受到伤害降低,,
,40141,初源·Ⅱ,对战非冒险者时，初始奥义值提升,,
,40142,初源·Ⅱ,对战非冒险者时，初始奥义值提升,,
,40143,初源·Ⅱ,对战非冒险者时，初始奥义值提升,,
,40144,初源·Ⅱ,对战非冒险者时，初始奥义值提升,,
,40221,闪避,闪避提升,,
,40222,闪避,闪避提升,,
,40223,闪避,闪避提升,,
,40224,闪避,闪避提升,,
,40231,坚守,对战人族或妖精时，受到伤害降低,,
,40232,坚守,对战人族或妖精时，受到伤害降低,,
,40233,坚守,对战人族或妖精时，受到伤害降低,,
,40234,坚守,对战人族或妖精时，受到伤害降低,,
,40241,循转·Ⅱ,受击时恢复奥义值提升,,
,40242,循转·Ⅱ,受击时恢复奥义值提升,,
,40243,循转·Ⅱ,受击时恢复奥义值提升,,
,40244,循转·Ⅱ,受击时恢复奥义值提升,,
,40321,坚铠·Ⅰ,物理防御提升,,
,40322,坚铠·Ⅰ,物理防御提升,,
,40323,坚铠·Ⅰ,物理防御提升,,
,40324,坚铠·Ⅰ,物理防御提升,,
,40331,苍垒,对战兽人或异虫时，受到伤害降低,,
,40332,苍垒,对战兽人或异虫时，受到伤害降低,,
,40333,苍垒,对战兽人或异虫时，受到伤害降低,,
,40334,苍垒,对战兽人或异虫时，受到伤害降低,,
,40341,焰铠,对战精英或领主时，伤害减免提升,,
,40342,焰铠,对战精英或领主时，伤害减免提升,,
,40343,焰铠,对战精英或领主时，伤害减免提升,,
,40344,焰铠,对战精英或领主时，伤害减免提升,,
,40421,咒域·Ⅰ,魔法防御提升,,
,40422,咒域·Ⅰ,魔法防御提升,,
,40423,咒域·Ⅰ,魔法防御提升,,
,40424,咒域·Ⅰ,魔法防御提升,,
,40431,光佑,对战魔族或亡灵时，受到伤害降低,,
,40432,光佑,对战魔族或亡灵时，受到伤害降低,,
,40433,光佑,对战魔族或亡灵时，受到伤害降低,,
,40434,光佑,对战魔族或亡灵时，受到伤害降低,,
,40441,堕守,整场战斗1次，受到的奥义技伤害降低,,
,40442,堕守,整场战斗1次，受到的奥义技伤害降低,,
,40443,堕守,整场战斗1次，受到的奥义技伤害降低,,
,40444,堕守,整场战斗1次，受到的奥义技伤害降低,,
,40521,迅击,连击数高于3时，伤害提升,,
,40522,迅击,连击数高于3时，伤害提升,,
,40523,迅击,连击数高于3时，伤害提升,,
,40524,迅击,连击数高于3时，伤害提升,,
,40531,裂蚀·Ⅰ,反弹少量伤害,,
,40532,裂蚀·Ⅰ,反弹少量伤害,,
,40533,裂蚀·Ⅰ,反弹少量伤害,,
,40534,裂蚀·Ⅰ,反弹少量伤害,,
,40541,裂蚀·Ⅱ,反弹一定伤害,,
,40542,裂蚀·Ⅱ,反弹一定伤害,,
,40543,裂蚀·Ⅱ,反弹一定伤害,,
,40544,裂蚀·Ⅱ,反弹一定伤害,,
,40621,闪回,闪避成功时，额外恢复奥义值,,
,40622,闪回,闪避成功时，额外恢复奥义值,,
,40623,闪回,闪避成功时，额外恢复奥义值,,
,40624,闪回,闪避成功时，额外恢复奥义值,,
,40631,罪守,拥有护盾时，物理防御提升,,
,40632,罪守,拥有护盾时，物理防御提升,,
,40633,罪守,拥有护盾时，物理防御提升,,
,40634,罪守,拥有护盾时，物理防御提升,,
,40641,晖光,任意技能击败任意对手后，恢复部分自身生命值,,
,40642,晖光,任意技能击败任意对手后，恢复部分自身生命值,,
,40643,晖光,任意技能击败任意对手后，恢复部分自身生命值,,
,40644,晖光,任意技能击败任意对手后，恢复部分自身生命值,,
,40721,盾甲,格档成功时，格档率提升,,
,40722,盾甲,格档成功时，格档率提升,,
,40723,盾甲,格档成功时，格档率提升,,
,40724,盾甲,格档成功时，格档率提升,,
,40731,魂佑,拥有护盾时，魔法防御提升,,
,40732,魂佑,拥有护盾时，魔法防御提升,,
,40733,魂佑,拥有护盾时，魔法防御提升,,
,40734,魂佑,拥有护盾时，魔法防御提升,,
,40741,坚铠·Ⅱ,受到的物理伤害降低,,
,40742,坚铠·Ⅱ,受到的物理伤害降低,,
,40743,坚铠·Ⅱ,受到的物理伤害降低,,
,40744,坚铠·Ⅱ,受到的物理伤害降低,,
,40821,林息,奥义值高于1000点时，魔法防御提升,,
,40822,林息,奥义值高于1000点时，魔法防御提升,,
,40823,林息,奥义值高于1000点时，魔法防御提升,,
,40824,林息,奥义值高于1000点时，魔法防御提升,,
,40831,翼盾,位于先锋时，回合开始时基于自身生命值获得护盾,,
,40832,翼盾,位于先锋时，回合开始时基于自身生命值获得护盾,,
,40833,翼盾,位于先锋时，回合开始时基于自身生命值获得护盾,,
,40834,翼盾,位于先锋时，回合开始时基于自身生命值获得护盾,,
,40841,咒域·Ⅱ,受到的魔法伤害降低,,
,40842,咒域·Ⅱ,受到的魔法伤害降低,,
,40843,咒域·Ⅱ,受到的魔法伤害降低,,
,40844,咒域·Ⅱ,受到的魔法伤害降低,,
,40921,循转·Ⅰ,受击时恢复的奥义值额外提升,,
,40922,循转·Ⅰ,受击时恢复的奥义值额外提升,,
,40923,循转·Ⅰ,受击时恢复的奥义值额外提升,,
,40924,循转·Ⅰ,受击时恢复的奥义值额外提升,,
,40931,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,40932,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,40933,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,40934,仇焰,受到攻击时，获得仇焰状态，提升暴击,,
,40941,霜运,使用辅助技有几率恢复生命值与奥义值,,
,40942,霜运,使用辅助技有几率恢复生命值与奥义值,,
,40943,霜运,使用辅助技有几率恢复生命值与奥义值,,
,40944,霜运,使用辅助技有几率恢复生命值与奥义值,,
,41021,风闪,施放奥义后，闪避提升,,
,41022,风闪,施放奥义后，闪避提升,,
,41023,风闪,施放奥义后，闪避提升,,
,41024,风闪,施放奥义后，闪避提升,,
,41031,猛毒,使用辅助技时，对敌方施加腐化状态,,
,41032,猛毒,使用辅助技时，对敌方施加腐化状态,,
,41033,猛毒,使用辅助技时，对敌方施加腐化状态,,
,41034,猛毒,使用辅助技时，对敌方施加腐化状态,,
,41041,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41042,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41043,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41044,炽炼,我方攻击开始时获得炽炼状态，提升第1个技能的伤害,,
,41121,洋佑,作为先锋首次登场时，基于自身生命值获得护盾,,
,41122,洋佑,作为先锋首次登场时，基于自身生命值获得护盾,,
,41123,洋佑,作为先锋首次登场时，基于自身生命值获得护盾,,
,41124,洋佑,作为先锋首次登场时，基于自身生命值获得护盾,,
,41131,穹击,辅助技或援护打断敌方奥义时，下个技能伤害提升,,
,41132,穹击,辅助技或援护打断敌方奥义时，下个技能伤害提升,,
,41133,穹击,辅助技或援护打断敌方奥义时，下个技能伤害提升,,
,41134,穹击,辅助技或援护打断敌方奥义时，下个技能伤害提升,,
,41141,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41142,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41143,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41144,汐引,我方造成伤害根据敌方拥有负面状态的数量相应提升,,
,41221,初源·Ⅰ,对战非冒险者时，初始奥义值提升,,
,41222,初源·Ⅰ,对战非冒险者时，初始奥义值提升,,
,41223,初源·Ⅰ,对战非冒险者时，初始奥义值提升,,
,41224,初源·Ⅰ,对战非冒险者时，初始奥义值提升,,
,41231,集荧,辅助技或援护打断敌方奥义时，恢复奥义值,,
,41232,集荧,辅助技或援护打断敌方奥义时，恢复奥义值,,
,41233,集荧,辅助技或援护打断敌方奥义时，恢复奥义值,,
,41234,集荧,辅助技或援护打断敌方奥义时，恢复奥义值,,
,41241,梦守,奥义值高于1000点时，伤害减免提升,,
,41242,梦守,奥义值低于1000点时，伤害减免提升,,
,41243,梦守,奥义值低于1000点时，伤害减免提升,,
,41244,梦守,奥义值低于1000点时，伤害减免提升,,
,41331,时流,使用辅助技能后，减少所有技能冷却,,
,41332,时流,使用辅助技能后，减少所有技能冷却,,
,41333,时流,使用辅助技能后，减少所有技能冷却,,
,41334,时流,使用辅助技能后，减少所有技能冷却,,
,41341,绝阵,生命值低于30%时，伤害减免提升,,
,41342,绝阵,生命值低于30%时，伤害减免提升,,
,41343,绝阵,生命值低于30%时，伤害减免提升,,
,41344,绝阵,生命值低于30%时，伤害减免提升,,
,41431,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41432,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41433,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41434,怒斩,暴击时，获得怒斩状态，提升伤害,,
,41441,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41442,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41443,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41444,终刻,整场战斗1次，队友均战败时，施放奥义技时有几率复活队友,,
,41531,沧佑,受到的反弹伤害降低,,
,41532,沧佑,受到的反弹伤害降低,,
,41533,沧佑,受到的反弹伤害降低,,
,41534,沧佑,受到的反弹伤害降低,,
,41541,眷咒,使用辅助技有几率使其辅助技冷却时间降低,,
,41542,眷咒,使用辅助技有几率使其辅助技冷却时间降低,,
,41543,眷咒,使用辅助技有几率使其辅助技冷却时间降低,,
,41544,眷咒,使用辅助技有几率使其辅助技冷却时间降低,,
,41631,森佑,成功格挡时，基于自身攻击力获得护盾,,
,41632,森佑,成功格挡时，基于自身攻击力获得护盾,,
,41633,森佑,成功格挡时，基于自身攻击力获得护盾,,
,41634,森佑,成功格挡时，基于自身攻击力获得护盾,,
,41641,疾援,进行援护时有几率使援护冷却时间降低,,
,41642,疾援,进行援护时有几率使援护冷却时间降低,,
,41643,疾援,进行援护时有几率使援护冷却时间降低,,
,41644,疾援,进行援护时有几率使援护冷却时间降低,,
,41741,神目,进行援护时，有几率不消耗奥义,,
,41742,神目,进行援护时，有几率不消耗奥义,,
,41743,神目,进行援护时，有几率不消耗奥义,,
,41744,神目,进行援护时，有几率不消耗奥义,,
,41841,审判,当敌方生命值低于30%时，攻击力提升<color=#ffa517>15%</color>,,
,41842,审判,当敌方生命值低于30%时，攻击力提升<color=#ffa517>22%</color>,,
,41843,审判,当敌方生命值低于30%时，攻击力提升<color=#ffa517>29%</color>,,
,41844,审判,当敌方生命值低于30%时，攻击力提升,,
,41941,愈骨,在场上受到治愈效果时，恢复奥义值,,
,41942,愈骨,在场上受到治愈效果时，恢复奥义值,,
,41943,愈骨,在场上受到治愈效果时，恢复奥义值,,
,41944,愈骨,在场上受到治愈效果时，恢复奥义值,,
,42041,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42042,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42043,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42141,源星,每次队友战败时，我方全员恢复奥义值,,
,42142,源星,每次队友战败时，我方全员恢复奥义值,,
,42143,源星,每次队友战败时，我方全员恢复奥义值,,
,42144,绯斩,技被打断进攻时，有几率使所有技能的冷却时间降低,,
,42341,反袭,暴击率提升，每次暴击时造成等同自身生命值5%的伤害,,
,42342,反袭,暴击率提升，每次暴击时造成等同自身生命值5%的伤害,,
,42343,反袭,暴击率提升，每次暴击时造成等同自身生命值5%的伤害,,
,42344,源星,每次队友战败时，我方全员恢复奥义值,,
,42741,迅雷,连击数高于7时，暴击率与暴击伤害提升,,
,42742,迅雷,连击数高于7时，暴击率与暴击伤害提升,,
,42743,迅雷,连击数高于7时，暴击率与暴击伤害提升,,
,42744,迅雷,连击数高于7时，暴击率与暴击伤害提升,,
,42941,复魂,生命值低于15%时，3招内每次使用技能可恢复生命值,,
,42942,复魂,生命值低于15%时，3招内每次使用技能可恢复生命值,,
,42943,复魂,生命值低于15%时，3招内每次使用技能可恢复生命值,,
,42944,复魂,生命值低于15%时，3招内每次使用技能可恢复生命值,,
,100001,换人上场,换人上场,援助上场,
,101011,,,,
,101021,,,,
,101031,飞天·疾斩,对敌方单体造成<color=#ffa517>95%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#ffa517>5</color>秒。,单体物理伤害，随机减少<color=#fa993b>一个</color>技能的<color=#fa993b>冷却时间</color>,造成的基础伤害提升至<color=#ffa517>102</color>%。
,101032,飞天·疾斩,对敌方单体造成<color=#ffa517>102%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#ffa517>5</color>秒。,单体物理伤害，随机减少<color=#fa993b>一个</color>技能的<color=#fa993b>冷却时间</color>,造成的基础伤害提升至<color=#ffa517>109</color>%。
,101033,飞天·疾斩,对敌方单体造成<color=#ffa517>109%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#ffa517>5</color>秒。,单体物理伤害，随机减少<color=#fa993b>一个</color>技能的<color=#fa993b>冷却时间</color>,造成的基础伤害提升至<color=#ffa517>116</color>%。
,101034,飞天·疾斩,对敌方单体造成<color=#ffa517>116%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#ffa517>5</color>秒。,单体物理伤害，随机减少<color=#fa993b>一个</color>技能的<color=#fa993b>冷却时间</color>,造成的基础伤害提升至<color=#ffa517>123</color>%。
,101035,飞天·疾斩,对敌方单体造成<color=#ffa517>123%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#ffa517>5</color>秒。,单体物理伤害，随机减少<color=#fa993b>一个</color>技能的<color=#fa993b>冷却时间</color>,造成的基础伤害提升至<color=#ffa517>130</color>%。
,101036,飞天·疾斩,对敌方单体造成<color=#ffa517>130%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#ffa517>5</color>秒。,单体物理伤害，随机减少<color=#fa993b>一个</color>技能的<color=#fa993b>冷却时间</color>,造成的基础伤害提升至<color=#ffa517>144</color>%。
,101037,飞天·疾斩,对敌方单体造成<color=#ffa517>144%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#ffa517>5</color>秒。,单体物理伤害，随机减少<color=#fa993b>一个</color>技能的<color=#fa993b>冷却时间</color>,技能已达到最高级，无法进一步提升。
,101041,飞天·重斩,对敌方单体造成<color=#ffa517>100%</color>基础物理伤害，<br>并对其施加<color=#ffa517>碎甲</color>状态。<br>碎甲：物理防御降低<color=#ffa517>5%</color>，持续<color=#ffa517>20</color>招，不可叠加。,单体物理伤害，施加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#ffa517>108%</color>。
,101042,飞天·重斩,对敌方单体造成<color=#ffa517>108%</color>基础物理伤害，<br>并对其施加<color=#ffa517>碎甲</color>状态。<br>碎甲：物理防御降低<color=#ffa517>5%</color>，持续<color=#ffa517>20</color>招，不可叠加。,单体物理伤害，施加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#ffa517>116%</color>。
,101043,飞天·重斩,对敌方单体造成<color=#ffa517>116%</color>基础物理伤害，<br>并对其施加<color=#ffa517>碎甲</color>状态。<br>碎甲：物理防御降低<color=#ffa517>5%</color>，持续<color=#ffa517>20</color>招，不可叠加。,单体物理伤害，施加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#ffa517>124%</color>。
,101044,飞天·重斩,对敌方单体造成<color=#ffa517>124%</color>基础物理伤害，<br>并对其施加<color=#ffa517>碎甲</color>状态。<br>碎甲：物理防御降低<color=#ffa517>5%</color>，持续<color=#ffa517>20</color>招，不可叠加。,单体物理伤害，施加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#ffa517>132%</color>。
,101045,飞天·重斩,对敌方单体造成<color=#ffa517>132%</color>基础物理伤害，<br>并对其施加<color=#ffa517>碎甲</color>状态。<br>碎甲：物理防御降低<color=#ffa517>5%</color>，持续<color=#ffa517>20</color>招，不可叠加。,单体物理伤害，施加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#ffa517>140%</color>。
,101046,飞天·重斩,对敌方单体造成<color=#ffa517>140%</color>基础物理伤害，<br>并对其施加<color=#ffa517>碎甲</color>状态。<br>碎甲：物理防御降低<color=#ffa517>5%</color>，持续<color=#ffa517>20</color>招，不可叠加。,单体物理伤害，施加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#ffa517>156%</color>。
,101047,飞天·重斩,对敌方单体造成<color=#ffa517>156%</color>基础物理伤害，<br>并对其施加<color=#ffa517>碎甲</color>状态。<br>碎甲：物理防御降低<color=#ffa517>5%</color>，持续<color=#ffa517>20</color>招，不可叠加。,单体物理伤害，施加<color=#fa993b>碎甲</color>,技能已达到最高级，无法进一步提升。
,101051,飞天·连斩,对敌方单体造成<color=#ffa517>85%</color>基础物理伤害，<br>并获得<color=#ffa517>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#ffa517>40%</color>，持续<color=#ffa517>1</color>招。不可叠加。,单体物理伤害，提升<color=#fa993b>下个</color>技能的<color=#fa993b>伤害</color>,造成的基础伤害提升至<color=#ffa517>91%</color>。
,101052,飞天·连斩,对敌方单体造成<color=#ffa517>91%</color>基础物理伤害，<br>并获得<color=#ffa517>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#ffa517>40%</color>，持续<color=#ffa517>1</color>招。不可叠加。,单体物理伤害，提升<color=#fa993b>下个</color>技能的<color=#fa993b>伤害</color>,造成的基础伤害提升至<color=#ffa517>97%</color>。
,101053,飞天·连斩,对敌方单体造成<color=#ffa517>97%</color>基础物理伤害，<br>并获得<color=#ffa517>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#ffa517>40%</color>，持续<color=#ffa517>1</color>招。不可叠加。,单体物理伤害，提升<color=#fa993b>下个</color>技能的<color=#fa993b>伤害</color>,造成的基础伤害提升至<color=#ffa517>103%</color>。
,101054,飞天·连斩,对敌方单体造成<color=#ffa517>103%</color>基础物理伤害，<br>并获得<color=#ffa517>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#ffa517>40%</color>，持续<color=#ffa517>1</color>招。不可叠加。,单体物理伤害，提升<color=#fa993b>下个</color>技能的<color=#fa993b>伤害</color>,造成的基础伤害提升至<color=#ffa517>109%</color>。
,101055,飞天·连斩,对敌方单体造成<color=#ffa517>109%</color>基础物理伤害，<br>并获得<color=#ffa517>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#ffa517>40%</color>，持续<color=#ffa517>1</color>招。不可叠加。,单体物理伤害，提升<color=#fa993b>下个</color>技能的<color=#fa993b>伤害</color>,造成的基础伤害提升至<color=#ffa517>115%</color>。
,101056,飞天·连斩,对敌方单体造成<color=#ffa517>115%</color>基础物理伤害，<br>并获得<color=#ffa517>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#ffa517>40%</color>，持续<color=#ffa517>1</color>招。不可叠加。,单体物理伤害，提升<color=#fa993b>下个</color>技能的<color=#fa993b>伤害</color>,造成的基础伤害提升至<color=#ffa517>127%</color>。
