,id,name
备注,id,名字
,10004,湖畔镇教堂
,10005,教堂储物室
,10006,湖畔镇旅馆
,10010,罗兰镇政务厅
,10011,玛瑙街32号
,10013,黄胡子特饮店
,10014,风车内
,10019,欧姆的家
,10021,案发现场
,10023,佣兵乌奇的家
,10024,
,10026,
,10027,三色堇花店
,10028,风车内
,10029,营地帐篷
,10030,营地帐篷
,10031,营地主帐篷
,10032,
,10033,
,10034,
,10035,
,10036,
,10037,铁匠铺
,10042,烧烤摊
,12001,左相府邸
,12002,左相藏书室
,20000,抢劫的居民
,20006,卫兵
,20007,库伯拉长老
,20008,哥布林小贼
,20009,哥布林小怪
,20010,金斯特
,20011,夜崎隐
,20012,哈扎克
,20013,哈扎克
,20014,山岭巨人
,20021,萨莎
,20036,诺尔
,20046,由莉
,20047,海莉大妈
,20048,镇民伊芙
,20049,少女
,20051,麦提
,20053,占星师米勒
,20057,库伯拉长老
,20058,安可
,20059,卡尔
,20060,菲丝
,20061,莫克夫
,20066,联盟办事员
,20067,捉迷藏的小女孩
,20071,芙妮
,20072,库里奇
,20076,秘密探员
,20077,小男孩杰瑞
,20078,杰瑞妈妈
,20079,希尔
,20081,哥布林德雷克
,20082,赫丽
,20083,缪吉克辉
,20085,先驱者1号
,20086,联盟办事员
,20087,难民沙多曼
,20088,难民皮卡德
,20089,难民普利扎
,20092,
,20094,泽欧密探
,20095,佣兵托尼
,20096,吟游诗人
,20097,狼人凯瑟
,20098,狼人基德
,20099,狼人基德
,20100,狼人基德
,20103,机械魔偶
,20105,失踪的士兵
,20106,失踪的士兵
,20107,失踪的士兵
,20108,赫丽
,20109,昏迷的泰雷
,20110,泰雷
,20111,
,20112,铁臂安道夫
,20113,伦纳德
,20114,
,20115,<巡查>比多猫
,20116,艾赛尔
,20117,莱克
,20124,由莉
,20125,
,20126,邦妮
,20127,肖恩
,20129,诺尔
,20130,诺尔
,20131,赫丽
,20132,劫匪
,20138,镇民
,20139,茶店老板齐娜
,20140,酒馆老板佐伊
,20141,旅行者艾力
,20142,艾德蒙
,20143,瑞茜
,20144,老乞丐查理
,20145,
,20146,
,20147,
,20148,
,20150,
,20151,
,20152,
,20153,
,20156,猎魔人阿比旦
,20157,黄胡子
,20159,镇民格蕾
,20161,镇民安斯利
,20163,镇民库珀
,20165,镇长伊诺克
,20166,黑蹄鹿角兽
,20171,诺尔
,20172,威利斯
,20176,霜之仪式阵
,20177,焰之仪式阵
,20178,暗之仪式阵
,20179,贪婪
,20181,冒险者阿布纳
,20191,树人杰拉尔
,20192,树人首领
,20194,木禅
,20197,德鲁伊守卫
,20198,德鲁伊首领
,20199,阿德琳
,20202,小女巫弥尔
,20203,女巫菲梅
,20205,阿德琳
,20206,暗精灵首领
,20207,暗精灵卫兵
,20208,魔法师加林
,20209,木匠达罗斯的家
,20212,凛子·阿米达
,20213,比格
,20214,图斯
,20215,斯利
,20216,弗斯
,20217,斐佛
,20218,谢克斯
,20219,头条哥布林
,20220,卓娜
,20221,巨斧战士塔克
,20222,外乡人里茨
,20223,旅行者艾力
,20224,研究员拜希儿
,20225,
,20226,
,20227,
,20228,
,20229,
,20230,
,20231,
,20232,
,20234,
,20235,
,20236,
,20237,
,20238,
,20240,
,20241,
,20250,
,20251,
,20252,
,20253,
,20254,
,20260,
,20261,
,20262,
,20269,
,20270,
,20274,
,20276,
,20277,
,20278,
,20279,
,20280,
,20281,
,20283,希尔
,20284,海莉大妈
,20285,茶店老板齐娜
,20286,老乞丐查理
,20287,麦提
,20288,库伯拉长老
,20289,吟游诗人
,20290,安可
,20291,花店老板
,20292,镇民邦妮
,20293,佣兵托尼
,20294,冒险队员马尼奥
