,id,name
备注,petID,名字
,4003,靛紫之本命灵
,4004,穹金之本命灵
,4012,灾亡龙巴哈姆特
,4013,炽天巨像基路伯
,4014,双子杰米尼
,4022,喵灵贝斯忒
,4023,贝希摩斯
,4024,镜月·柯莱迪娅
,4032,傲狮利奥
,4033,守护灵罗慕
,4034,凛焰·赫斐斯托
,4042,幻蝶泰拉
,4043,丰饶之灵·库尔坎
,4044,堕牙乌波洛斯
,4052,狩林者艾妮丝
,4053,裂风者曼塔奇
,4054,辉夜之月·胧梦
,4062,狮鹫格里菲
,4063,罪罚的绮莉莎
,4064,晨晖的奥罗拉
,4072,重甲列奥尼达
,4073,稻荷玉藻
,4074,圣盾加兰德
,4082,巨树约顿海姆
,4083,白翼希古纳斯
,4084,轰雷托娜
,4092,暴雪苏里尔
,4093,柯贝鲁斯
,4094,誓约之乌诺莉娅
,4102,风暴龙皮扎兰姆
,4103,九头蛇凯迪勒
,4104,终焉之斯蒂芙洛
,4112,巨鲸伊维亚
,4113,辉刃的安德娜
,4114,潮汐之特缇丝
,4122,阿噗米修
,4123,萤月狄瓦娜
,4124,梦魇维列斯
,4133,圣角尤尼科
,4134,创世之科洛斯
,4143,迷宫君主米诺陶
,4144,烬灭者戈迪亚
,4153,雪浪的莉特
,4154,哀雨奥西妮
,4164,邪厄·盖西拉赫
,4174,神目姬伊邪
,4184,覆面的迪拉罕
,4194,腐骨弥兹雅
,4204,血祖亚门
,4214,星灵阿斯莉雅
,4234,虫姬拉克涅
,4274,轰雷之托娜
,4294,千虫之阿拉克涅
,101164,战神奥兹
,102164,神辉泰恩
,103164,匿影的菲林斯
,104164,静谧的维达尔
,105164,驭风者西尔芙
,106164,暗渊者沃娜
,107164,暗裔亚卡莎
,108164,森羚莎缇雅
,111164,肃正王巴托斯
,112164,苍穹莱德尔
,113164,幻梦兔斑尼
,114164,屠魔者哈蕾尔
,201164,圣迹之瑟涅雅
,301164,强御之席恩
,302164,荆冠奥利安瑞
,401164,暗黑龙斐基德拉
