,id,dialog
备注,怪物对话配置的id,对话文字
女巫菲梅,10054,我的魔法药剂使你神魂颠倒。
,100000,我是一个没有感情的赚钱机器。
,100001,完不了任务就拿不到报酬，虽然不知道是谁委托的。
,100003,这个任务报酬这么高，一定要认真对待。
,100004,我绝对不会辜负爱琪大人的期待！
亡魂死徒,100005,远古意志的哀嚎，途经此地的人，颤抖吧！
亡魂死士,100006,远古意志的哀嚎，途经此地的人，颤抖吧！
黑骑士迪亚,100007,鲜血将唤醒我的魂魄！
狮心魔骑贝恩,100008,消失在永无止境的黑暗中吧！
幻阵之魂·火,100009,炽热的幻阵之魂，迈向毁灭之程吧！
幻阵之魂·冰,100010,冰冻的幻阵之魂，迈向毁灭之程吧！
幻阵之魂·光,100011,耀眼的幻阵之魂，迈向毁灭之程吧！
幻阵之魂·暗,100012,黯淡的幻阵之魂，迈向毁灭之程吧！
诺尔,100013,我才是帝国的王！我才是！
贪婪,100014,终于出来了，是时候饱餐一顿了！
,100017,都给我好好认真点，一只蚂蚁都不能让它爬进来！
,100018,我要集中注意力，认真站岗……认真站岗……
,100019,我要集中注意力，认真巡逻……认真巡逻……
,100021,别想打狼族宝藏的主意，我盯着呢！
,100022,没用的人类，在我的脚下颤抖吧！
鹿角兽1气泡,100023,那位大人交代了，一只爬虫都不能放行。
鹿角兽2气泡,100024,一定要好好巡逻，决不能坏了大人的计划。
巨刃鹿角兽气泡,100025,吾将浴血奋战，誓死守护。
食魂鹿角兽气泡,100026,美味的灵魂~被那位大人抢走了！啊~
萨米尔气泡,100027,贪婪将化成我的巨斧，汲取鲜血！
,100029,我不是死了吗……为什么……
,100030,我的身体……好奇怪……好奇怪……
,100031,啊啊啊啊啊我的样子变得好奇怪！
,100032,恶恶恶……恶魔，别……别过来……
,100033,那人一下把哈扎克大人抓走了，好可怕好可怕。
,100034,啊啊啊啊谁动我的宝箱我跟谁拼命。
鹿角兽,100036,贪婪大人正在恢复力量，我要提高警惕，决不能在关键时刻松懈。
巨刃鹿角兽,100037,天啊~我是不是在做梦，我居然成为魔神七魂之一贪婪的手下。
食魂鹿角兽,100038,哈哈哈！我已经感受到贪婪大人逐渐变强的力量了！！
鹿角男爵尤克,100039,贪婪大人作为魔神大人的意识分身都这么厉害，那魔神本尊…不敢想象！
亡魂死徒,100040,咦~那边好像有动静。咦~这边好像也有动静。
亡魂死士,100041,嘿嘿~仪式阵的方案是我想出来，贪婪大人恢复完实力一定会重赏我的。
黑骑士佩兰,100042,呵呵呵，魔族伟大的复兴计划即将完全。
狮心魔骑巴兹,100043,魔神大人的荣耀，将由吾来守护！
野蛮孤狼,100044,老大说了，事成后就给我换把新武器。
狼爵士普洛,100045,我是因为家人生计才参加这次行动的。我已经厌倦了纷争，我想离开这里。
魔尾蝎,100046,一定要好好巡逻，决不能坏了大人们的计划。
魔蝎王艾德,100047,吾即将迎来魔神大人的七罪之一……贪婪……贪婪。
贪婪,100048,吾……的力量……又回到了熟悉的世界了……
,100049,今天是我采矿的第一千零一天，好累啊。
,100050,午餐又没有吃饱，怎么有力气干活？
,100051,神啊，救救我吧！
,100052,今天没有采一百车矿石，你们都不准睡觉！
,100053,只要好好采矿，我们矮巨人一定会重回巅峰。
,100054,不要悲伤，不心急，忧郁的日子一定会过去。
,100055,这样的日子没法过了，我要不要搞点事情呢？
,100056,偷懒的人是想和我的钢锤亲密接触吗？
,100058,切，弱鸡还妄想打败我，可笑至极。
沙河虫,100059,……沙……
吞骨沙虫,100060,沙……沙沙……沙……
毒尾蝎,100061,咔咔咔……咔……
毒尾蝎,100062,咔……咔咔……
沙河虫,100063,沙……沙……
吞骨沙虫,100064,沙沙沙，沙沙……
沙原魔蝎斯科恩,100065,那些毫无忌口的人类，我会替族人们复仇！
女巫仆从,100066,我每一天的时间，清醒的时候听从于菲梅大人，混乱的时候是因为吃了梅菲大人的药剂。
女巫菲梅,100067,该死的人类，我的魔药会告诉你们失信的下场！
,100068,我也不想伤害你们，可是圣界好可怕。
,100069,在强大的圣界面前，我们太渺小了。
,100070,抓住那些逃窜的小老<br>鼠，别让他们遛了！
,100071,我平静的生活全毁了……
,100072,为了活下去，我只能拔刀相向了。
,100073,连家人都无法守护，我还怎么维护正义。
,100074,莉莉，他们为什么要挣扎呢？反正最后都会死掉。
魔心普巨刃鹿角兽,100076,唔~这个灵魂不太新鲜了，有些苦涩呢~
魔心普鹿角兽士兵,100077,去死吧，人类的存在没有意义！
魔心普鹿角兽士兵,100078,我的巨刃很快，快到你没有察觉便已经成为刃下亡魂！
魔心普食魂鹿角兽,100079,死亡，还是毁灭，这是个问题。
魔心普鹿角兽酋长,100080,呵，区区人类，有什么资格和魔族斗？
,100081,只有玫瑰团，能让我感到安全感。
,100082,我这么卖力，玫瑰团会不会破格收我进团？
,100083,我也想成为爱琪大人那样优秀的人！
,100084,爱琪大人说了，要守好驻地！
亡魂死士,100085,远古意志的哀嚎，途经此地的人，颤抖吧！
绝望之魂,100086,用鲜血，唤醒魂魄！
亡魂死士,100087,呃啊啊啊啊！！！！！
亡魂死士,100088,就这样，一起迈向毁灭吧！
黑骑战魂,100089,在这无尽的黑暗里堕落吧！
亡魂死士,100090,无法摆脱的痛苦，无法挣脱的禁锢！
暗渊法师,100091,贪婪，就是人类的本性。
贪婪·幻象,100092,吾即是主宰，吾即是世界！
,100094,有我在，没有人能闯进这里。
,100095,我要好好巡逻，这是狼王大人交给我的任务。
,100096,狼族老哥们的领地，我当然要来帮忙打点。
,100097,好像听到了什么声响……
,100098,没用的人类，在我的脚下颤抖吧！
,100099,金币晃动的声响，是这世上最美妙的声音！
,100100,我们哥布林的目标是：数钱数到手软！
,100101,只要佣金到位，我什么事都能做。
,100103,嘿嘿嘿！！金钱这种东西，当然是越多越好！
,100105,谁抢我的钱，我就和谁拼命！！！！
,100106,嘶……嘶嘶……嘶……
,100107,……嘶……嘶……
,100108,咔……咔……咔咔咔……
,100109,……咔……咔咔……
,100110,嘶……咔……咬死，咬死入侵者……
,100111,没饭吃，没觉睡……好累啊，这样的生活什么时候是个头。
,100112,偷懒的人是想和我的钢锤亲密接触吗？
,100113,和我谈人权？我花钱雇佣你们，可不是来请你们享受的！
,100114,今天已经采了好几车矿了……可还是被工头打了。
,100116,肉……我要A5级的肉。
,100117,灼烧吧！疼痛使我快乐！
,100118,哈哈哈！来，跪在我的脚下，求我啊！
