,id,name,content
备注,英雄id拼接音频索引,名称,字幕
,10151,【剧情】帝国剑士,未来帝国第一剑士参上！
,10152,【剧情】别担心,别担心，不论发生什么事。我都会在你身边。
,10153,【剧情】执手,抓紧我的手，相信我，温丽。
,10154,【剧情】奥兹信条,奥兹家族的战士不会弃弱者于不顾。
,10155,【剧情】改变,我要让这片土地上的种族，改变对人类的看法！
,10156,【剧情】家族荣耀,奥兹家族的荣耀不允许你玷污！
,10157,【剧情】晕船后遗症,我……我只是不习惯……<br>呃……
,10202,【战斗】锋刃·天坠,做个了断吧！
,10301,【战斗】黑蚀连斩,废物而已。
,10302,【战斗】鬼炎爆破,弱者，都给我去死！！！
,10303,【战斗】量化·深渊束链,一切到此为止吧！
,10451,【剧情】脸盲患者,我认错了吗？你们人类果然长得一模一样。
,10452,【剧情】独特的树人,是你们人类长得太像了，不像我们树人，仅仅用一片叶子就能区分出不同。
,10551,【剧情】誓言,以精灵族公主的名义，在此立下誓言。
,10552,【剧情】歉意,对不起，请你们不要生气。
,10553,【剧情】葛莱蒂丝式疑问,为什么不试试精灵族的方法呢？
,10602,【战斗】登场,杀戮开始！
,10603,【战斗】鬼之泣,面对黑暗吧！
,10604,【战斗】邪魔真眼,你在和死神对视。
,10605,【战斗】猎魂夜,在暗影的边缘，收割生命！
,10651,【剧情】黑与白,切，真是天真的小女孩。
,10652,【剧情】诱惑,切，世界上没有人能抵挡变强的诱惑。
,10703,【战斗】结印术·赤蝠,邀请你参加一场盛大的晚宴！哈哈哈！
,10751,【剧情】命运的邂逅,不觉得我们这次的邂逅是命运的结果吗?
,10752,【剧情】游戏开始,呐，来玩点有意思的吧~说不定我一高兴，就把你想知道的事情告诉你了~
,10851,【剧情】淡漠少女的内心戏,啊！！真是可爱的男孩子。不，我要淡定。
,11201,【战斗】登场,久违了，我的对手们。
,11202,【战斗】刃翼·闪,应急作战开启！
,11251,【剧情】王者归来,蓝天是我的战场！
,11301,【战斗】登场,魔术师，登场！表演开始了哟！
,11302,【战斗】惊喜吓人箱,是惊喜礼物哟！
,20151,【剧情】傲娇本娇,刚刚是法杖先动的手，才不是我呢！
,20152,【剧情】优秀魔法师,放心交给我吧！我可是芙蕾雅家族最优秀的法师呢！
,20153,【剧情】最讨厌的事,本大小姐最讨厌被骗了！
,20154,【剧情】热爱至上,我也很喜欢魔法实验，不同自然元素碰撞在一起的反应，真是太美妙了。
,20155,【剧情】致命提问,难道我不好看吗？
,20156,【剧情】哼！！！,你，你这样是不会有女孩子喜欢的！
,20157,【剧情】谁动了我的肉夹馍,啊！我的鹿脊肉夹馍，我期待了好久的……
,30151,【剧情】暴躁御姐,你说什么？！你再说一次？你看着我的拳头大声的说一次？！
,30152,【剧情】若没有明天,如果你都活不过明天了，你还管未来别人的死活？
,30153,【剧情】赏金猎人教条·一,呵，劝你少说几句，难道没有听说过反派死于话多么？！
,30154,【剧情】可恨之人,老娘最痛恨踩人痛处的家伙！
,30204,【战斗】爱琪大闪耀,千万不要爱上我哦~
,30205,【战斗】夜场的休止符,可爱的生命啊，为我而绽放~
,30251,【剧情】值得信任的人,果然不能期待别人，可以相信的人，只有自己。
,30252,【剧情】愚蠢的想法,玫瑰团不需要外人的怜悯。期待别人的帮助，是最愚蠢的想法。
,30253,【剧情】独行,玫瑰团从不欠别人人情。
,40101,【战斗】登场,只不过是个生命而已。
,40102,【战斗】夜读,阅读时间，别来打扰我。
