,id,name
备注,任务的流水id,任务的标题
,1,询问深林老人
,2,询问峭壁工人
,3,询问热心少女
,4,询问采蘑菇少年
,5,询问湖畔船员
,6,询问城镇老头
,7,询问河边捕鱼人
,8,调查可疑路人
,9,询问深林老人
,10,询问峭壁工人
,11,询问热心少女
,12,询问采蘑菇少年
,13,询问旅店老板
,14,询问舞会少女
,15,询问实习女巫
,16,询问森林树精
,17,询问旅店老板
,18,询问舞会少女
,19,询问实习女巫
,20,询问森林树精
,21,询问湖畔船员
,22,询问城镇老头
,23,询问河边捕鱼人
,24,调查可疑路人
,25,询问湖畔船员
,26,询问城镇老头
,27,询问河边捕鱼人
,28,调查可疑路人
,29,询问深林老人
,30,询问峭壁工人
,31,询问热心少女
,32,询问采蘑菇少年
,33,询问旅店老板
,34,询问舞会少女
,35,询问实习女巫
,36,询问森林树精
,37,询问冒险队员
,38,询问沙漠旅人
,39,询问城镇居民
,40,询问草原游民
,41,询问密文学者
,42,询问城镇卫兵
,43,调查当地佣兵
,44,调查作恶劫匪
,45,询问战争老兵
,46,询问乞讨老者
,47,调查街边商贩
,48,询问知情线人
,49,询问密文学者
,50,询问城镇卫兵
,51,调查当地佣兵
,52,调查作恶劫匪
,53,询问战争老兵
,54,询问角落乞讨者
,55,调查街边商贩
,56,询问知情线人
,57,询问冒险队员
,58,询问沙漠旅人
,59,询问城镇居民
,60,询问草原游民
,61,询问占星师
,62,调查守墓人
,63,询问附近办事员
,64,询问目击证人
,65,调查庄园管家
,66,询问特派研究员
,67,调查知名舞女
,68,询问酒馆常客
,69,询问相关使臣
,70,询问政府要员
,71,询问禁卫督军
,72,询问情报专家
