,ID,name
备注,id,名称
,112100,旭光之剑
,112111,旭光之剑
,112122,旭光之剑
,112133,旭光之剑
,112144,旭光之剑
,112154,旭光之剑
,112164,旭光之剑
,112200,日轮之铠
,112211,日轮之铠
,112222,日轮之铠
,112233,日轮之铠
,112244,日轮之铠
,112254,日轮之铠
,112264,日轮之铠
,112300,勇者之狮胫铠
,112311,勇者之狮胫铠
,112322,勇者之狮胫铠
,112333,勇者之狮胫铠
,112344,勇者之狮胫铠
,112354,勇者之狮胫铠
,112364,勇者之狮胫铠
,112400,战龙之靴
,112411,战龙之靴
,112422,战龙之靴
,112433,战龙之靴
,112444,战龙之靴
,112454,战龙之靴
,112464,战龙之靴
,9999999,默认装备
,101100,旭光之剑
,201100,永歌魔法杖
,301100,万吨拳环
,102100,斩雾双刃
,302100,舞姬之恋
,103100,炙风魔剑
,104100,森罗之腕
,105100,萤狩弓
,106100,魍影之刺 
,107100,黑翼蛰刀
,108100,灵兽藤条
,401100,贤者之书
,101200,日轮之铠
,201200,朝日烁星服
,301200,疾风格斗服
,102200,瑟银护甲
,302200,暗蔷魅影装
,103200,邪云之袍
,104200,禅见长袍
,105200,浅空华裳
,106200,魅虚冥铠 
,107200,冥火披风
,108200,千叶斗篷
,401200,幽岚巫袍
,101300,勇者之狮胫铠
,201300,夕空幻想裙
,301300,重力紧身裤
,102300,奥义之固
,302300,绯月舞裙
,103300,夜枭护腿
,104300,蝉羽护足
,105300,青枫叠裙
,106300,魂流胫甲 
,107300,暗幕胫铠
,108300,青凛护装
,401300,暮夜之胫
,101400,战龙之靴
,201400,吟咏逐梦靴
,301400,踏空之步
,102400,长月之踏
,302400,魅屐舞步
,103400,鬼炎战靴
,104400,劲松之靴
,105400,叶月华靴
,106400,鬼劫足具 
,107400,蜃楼玄屐
,108400,绿意长靴
,401400,鬼步龙骑
,101111,旭光之剑
,201111,永歌魔法杖
,301111,万吨拳环
,102111,斩雾双刃
,302111,舞姬之恋
,103111,炙风魔剑
,104111,森罗之腕
,105111,萤狩弓
,106111,魍影之刺 
,107111,黑翼蛰刀
,108111,灵兽藤条
,401111,贤者之书
,101211,日轮之铠
,201211,朝日烁星服
,301211,疾风格斗服
,102211,瑟银护甲
,302211,暗蔷魅影装
,103211,邪云之袍
,104211,禅见长袍
,105211,浅空华裳
,106211,魅虚冥铠 
,107211,冥火披风
,108211,千叶斗篷
,401211,幽岚巫袍
,101311,勇者之狮胫铠
,201311,夕空幻想裙
,301311,重力紧身裤
,102311,奥义之固
,302311,绯月舞裙
,103311,夜枭护腿
,104311,蝉羽护足
,105311,青枫叠裙
,106311,魂流胫甲 
,107311,暗幕胫铠
,108311,青凛护装
,401311,暮夜之胫
,101411,战龙之靴
,201411,吟咏逐梦靴
,301411,踏空之步
,102411,长月之踏
,302411,魅屐舞步
,103411,鬼炎战靴
,104411,劲松之靴
,105411,叶月华靴
,106411,鬼劫足具 
,107411,蜃楼玄屐
,108411,绿意长靴
,401411,鬼步龙骑
,101122,旭光之剑
,201122,永歌魔法杖
,301122,万吨拳环
,102122,斩雾双刃
,302122,舞姬之恋
,103122,炙风魔剑
,104122,森罗之腕
,105122,萤狩弓
,106122,魍影之刺 
,107122,黑翼蛰刀
,108122,灵兽藤条
,401122,贤者之书
,101222,日轮之铠
,201222,朝日烁星服
,301222,疾风格斗服
,102222,瑟银护甲
,302222,暗蔷魅影装
,103222,邪云之袍
,104222,禅见长袍
,105222,浅空华裳
,106222,魅虚冥铠 
,107222,冥火披风
,108222,千叶斗篷
,401222,幽岚巫袍
,101322,勇者之狮胫铠
,201322,夕空幻想裙
,301322,重力紧身裤
,102322,奥义之固
,302322,绯月舞裙
,103322,夜枭护腿
,104322,蝉羽护足
,105322,青枫叠裙
,106322,魂流胫甲 
,107322,暗幕胫铠
,108322,青凛护装
,401322,暮夜之胫
,101422,战龙之靴
,201422,吟咏逐梦靴
,301422,踏空之步
,102422,长月之踏
,302422,魅屐舞步
,103422,鬼炎战靴
,104422,劲松之靴
,105422,叶月华靴
,106422,鬼劫足具 
,107422,蜃楼玄屐
,108422,绿意长靴
,401422,鬼步龙骑
,101133,旭光之剑
,201133,永歌魔法杖
,301133,万吨拳环
,102133,斩雾双刃
,302133,舞姬之恋
,103133,炙风魔剑
,104133,森罗之腕
,105133,萤狩弓
,106133,魍影之刺 
,107133,黑翼蛰刀
,108133,灵兽藤条
,401133,贤者之书
,101233,日轮之铠
,201233,朝日烁星服
,301233,疾风格斗服
,102233,瑟银护甲
,302233,暗蔷魅影装
,103233,邪云之袍
,104233,禅见长袍
,105233,浅空华裳
,106233,魅虚冥铠 
,107233,冥火披风
,108233,千叶斗篷
,401233,幽岚巫袍
,101333,勇者之狮胫铠
,201333,夕空幻想裙
,301333,重力紧身裤
,102333,奥义之固
,302333,绯月舞裙
,103333,夜枭护腿
,104333,蝉羽护足
,105333,青枫叠裙
,106333,魂流胫甲 
,107333,暗幕胫铠
,108333,青凛护装
,401333,暮夜之胫
,101433,战龙之靴
,201433,吟咏逐梦靴
,301433,踏空之步
,102433,长月之踏
,302433,魅屐舞步
,103433,鬼炎战靴
,104433,劲松之靴
,105433,叶月华靴
,106433,鬼劫足具 
,107433,蜃楼玄屐
,108433,绿意长靴
,401433,鬼步龙骑
,101144,旭光之剑
,201144,永歌魔法杖
,301144,万吨拳环
,102144,斩雾双刃
,302144,舞姬之恋
,103144,炙风魔剑
,104144,森罗之腕
,105144,萤狩弓
,106144,魍影之刺 
,107144,黑翼蛰刀
,108144,灵兽藤条
,401144,贤者之书
,101244,日轮之铠
,201244,朝日烁星服
,301244,疾风格斗服
,102244,瑟银护甲
,302244,暗蔷魅影装
,103244,邪云之袍
,104244,禅见长袍
,105244,浅空华裳
,106244,魅虚冥铠 
,107244,冥火披风
,108244,千叶斗篷
,401244,幽岚巫袍
,101344,勇者之狮胫铠
,201344,夕空幻想裙
,301344,重力紧身裤
,102344,奥义之固
,302344,绯月舞裙
,103344,夜枭护腿
,104344,蝉羽护足
,105344,青枫叠裙
,106344,魂流胫甲 
,107344,暗幕胫铠
,108344,青凛护装
,401344,暮夜之胫
,101444,战龙之靴
,201444,吟咏逐梦靴
,301444,踏空之步
,102444,长月之踏
,302444,魅屐舞步
,103444,鬼炎战靴
,104444,劲松之靴
,105444,叶月华靴
,106444,鬼劫足具 
,107444,蜃楼玄屐
,108444,绿意长靴
,401444,鬼步龙骑
,101154,旭光之剑
,201154,永歌魔法杖
,301154,万吨拳环
,102154,斩雾双刃
,302154,舞姬之恋
,103154,炙风魔剑
,104154,森罗之腕
,105154,萤狩弓
,106154,魍影之刺 
,107154,黑翼蛰刀
,108154,灵兽藤条
,401154,贤者之书
,101254,日轮之铠
,201254,朝日烁星服
,301254,疾风格斗服
,102254,瑟银护甲
,302254,暗蔷魅影装
,103254,邪云之袍
,104254,禅见长袍
,105254,浅空华裳
,106254,魅虚冥铠 
,107254,冥火披风
,108254,千叶斗篷
,401254,幽岚巫袍
,101354,勇者之狮胫铠
,201354,夕空幻想裙
,301354,重力紧身裤
,102354,奥义之固
,302354,绯月舞裙
,103354,夜枭护腿
,104354,蝉羽护足
,105354,青枫叠裙
,106354,魂流胫甲 
,107354,暗幕胫铠
,108354,青凛护装
,401354,暮夜之胫
,101454,战龙之靴
,201454,吟咏逐梦靴
,301454,踏空之步
,102454,长月之踏
,302454,魅屐舞步
,103454,鬼炎战靴
,104454,劲松之靴
,105454,叶月华靴
,106454,鬼劫足具 
,107454,蜃楼玄屐
,108454,绿意长靴
,401454,鬼步龙骑
,101164,旭光之剑
,201164,永歌魔法杖
,301164,万吨拳环
,102164,斩雾双刃
,302164,舞姬之恋
,103164,炙风魔剑
,104164,森罗之腕
,105164,萤狩弓
,106164,魍影之刺 
,107164,黑翼蛰刀
,108164,灵兽藤条
,401164,贤者之书
,101264,日轮之铠
,201264,朝日烁星服
,301264,疾风格斗服
,102264,瑟银护甲
,302264,暗蔷魅影装
,103264,邪云之袍
,104264,禅见长袍
,105264,浅空华裳
,106264,魅虚冥铠 
,107264,冥火披风
,108264,千叶斗篷
,401264,幽岚巫袍
,101364,勇者之狮胫铠
,201364,夕空幻想裙
,301364,重力紧身裤
,102364,奥义之固
,302364,绯月舞裙
,103364,夜枭护腿
,104364,蝉羽护足
,105364,青枫叠裙
,106364,魂流胫甲 
,107364,暗幕胫铠
,108364,青凛护装
,401364,暮夜之胫
,101464,战龙之靴
,201464,吟咏逐梦靴
,301464,踏空之步
,102464,长月之踏
,302464,魅屐舞步
,103464,鬼炎战靴
,104464,劲松之靴
,105464,叶月华靴
,106464,鬼劫足具 
,107464,蜃楼玄屐
,108464,绿意长靴
,401464,鬼步龙骑
