,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,301,3,1,-1,-1,0,-1,0,-1,0,0,0
,1001,10,1,101,101,100102,-1,0,-1,0,0,0
,1101,11,1,101,101,100106,-1,0,-1,0,0,0
,1201,12,1,101,-1,0,101,100113,-1,0,0,0
,2001,20,1,101,101,100106,-1,0,-1,0,0,0
,2101,21,1,101,101,100106,-1,0,-1,0,0,0
,2201,22,1,101,101,105002,-1,0,-1,0,0,0
,2202,22,2,101,101,100109,-1,0,-1,0,0,0
,3001,30,1,101,101,100114,-1,0,-1,0,0,0
,3002,30,2,101,101,100109,-1,0,-1,0,0,0
,3101,31,1,101,101,100102,-1,0,-1,0,0,0
,3201,32,1,101,101,100102,-1,0,-1,0,0,0
,3301,33,1,101,101,100106,-1,0,-1,0,0,0
,3401,34,1,101,101,100101,-1,0,-1,0,0,0
,3501,35,1,101,101,100106,-1,0,-1,0,0,0
,3601,36,1,101,101,100106,-1,0,-1,0,0,0
,4001,40,1,201,201,100225,-1,0,-1,0,0,0
,4101,41,1,201,201,100201,-1,0,-1,0,0,0
,4201,42,1,201,201,100207,-1,0,-1,0,0,0
,4301,43,1,201,201,100201,-1,0,-1,0,0,0
,4401,44,1,201,201,100207,-1,0,-1,0,0,0
,4501,45,1,201,201,100201,-1,0,-1,0,0,0
,4601,46,1,201,201,100227,-1,0,-1,0,0,0
,5001,50,1,4224,-1,0,-1,0,4224,159001,0,0
,5002,50,2,4224,-1,0,-1,0,4224,159001,0,0
,5101,51,1,101,101,105002,-1,0,-1,0,0,0
,5102,51,2,201,201,100207,-1,0,-1,0,0,0
,6001,60,1,101,101,105002,-1,0,-1,0,0,0
,6101,61,1,201,201,100227,-1,0,-1,0,0,0
