,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,uint32,uint32,string,string,string,float,float,float,uint32,uint32,float,uint32,uint32,string
,id,levelId,pathId,position,rotation,safePos,patrolSpeed,fightDistance,triggerDistance,triggerAngle,noColor,attack_radius,patrolMinStayTime,patrolMaxStayTime,paths
备注,id,场景ID,路径ID,坐标,角度,英雄安全点,巡逻速度,战斗距离,触发距离,触发角度,视野颜色0可见1不可见,偷袭距离,巡逻最小停留时间,巡逻最大停留时间,路径
,27001,27,1,"-18.8,-4.25,-1.57","0,0,0","6.82,0,-1.97",0.5,7,7,80,0,1.8,500,2000,"-15.163,-4.174,-1.552;-19.052,-4.154,-1.541;-19.055,-4.588,-10.945;"
,27002,27,2,"-19.091,-4.25,-42.449","0,180,0","6.82,0,-1.970001",0.5,7,7,80,0,1.8,500,2000,"-14.382,-4.297,-42.559;-14.36,-3.97,-48.289;"
,27003,27,3,"-43.257,-12.75,-68","0,180,0","6.82,0,-1.970001",0.5,7,7,80,0,1.8,500,2000,"-34.159,-12.903,-67.963;-56.029,-12.521,-67.989;"
,27004,27,4,"-85.4,-17,-57.79","0,0,0","-56.09,-12.75,-52.34",0.5,7,7,80,0,1.8,500,2000,"-85.428,-17.599,-50.594;-85.502,-17.081,-60.273;"
,27005,27,5,"-85.3,-17,-34.64","0,180,0","-56.09,-12.75,-52.34",0.5,7,7,360,0,1.8,500,2000,
,27006,27,6,"-56.25016,-12.10168,-24.06501","0,180,0","-56.09,-12.75,-52.34",1,7,7,360,0,1.8,500,2000,
,27007,27,7,"-55.85,-4.222,53.56","0,180,0","-56.045,-4.25,45.425",0.5,7,7,360,0,1.8,500,2000,
,27008,27,8,"-78.65,-16.94,-39.27","0,-130.9,0","-71.68,-14.17,-57.73",0,4,4,360,0,0,500,2000,
,27009,27,9,"-83.38,-16.93,-57.09","0,49,0","-71.68,-14.17,-57.73",0,7,7,360,0,0,500,2000,
,27010,27,10,"-83.38,-16.93,-57.09","0,49,0","-71.68,-14.17,-57.73",0,7,7,360,0,0,500,2000,
,27011,27,11,"-14.03783,-8.499989,-66.83125","0,270,0","-24.36783,-9.569988,-67.87125",1,7,7,360,0,0,500,2000,
,27012,27,12,"-14.46965,-4.249985,-44.57534","0,180,0","-24.36783,-9.569988,-67.87125",1,7,7,360,0,0,500,2000,
,27013,27,13,"-61.3452,-4.250004,40.52914","0,0,0","-56.84,-4.250004,34.26",0.5,5,5,80,0,0,500,2000,"-51.363,-4.25,40.471;-61.17,-4.25,40.53;"
,27014,27,14,"-51.01225,-4.249996,48.52694","0,0,0","-56.84,-4.250004,34.26",0.5,5,5,80,0,0,500,2000,"-61.404,-4.25,48.352;-51.129,-4.25,48.469;"
,27015,27,15,"-61.69543,-4.25,56.52473","0,0,0","-56.84,-4.250004,34.26",0.5,5,5,80,0,0,500,2000,"-50.896,-4.25,56.467;-61.754,-4.25,56.467;"
,27016,27,16,"-50.83731,-4.25,64.5225","0,0,0","-56.84,-4.250004,34.26",0.5,5,5,80,0,0,500,2000,"-61.695,-4.25,64.289;-50.896,-4.25,64.406;"
,27017,27,17,"0.9728546,0,-1.290874","0,90,0","10.41286,0,-1.290875",1,5,5,360,0,0,500,2000,
,27018,27,18,"-18.70522,-4.249985,-9.802152","0,0,0","10.41278,0.02801514,-1.312152",1,5,5,360,0,0,500,2000,
,27019,27,19,"-10.07347,-4.249998,-5.241945","0,0,0","6.820001,0,-1.97",1,3,3,360,0,0,500,2000,
,27020,27,20,"-50.92163,-12.75,-5.934869","0,0,0","-56.09,-12.75,-52.34",1,3,3,360,0,0,500,2000,
,27021,27,21,"-78.65,-16.94,-39.27","0,-59,0","-71.68,-14.17,-57.73",0,4,4,360,0,0,500,2000,
,28001,28,1,"445.0745,0.05508804,154.0397","0,120,0","450.0045,0.05508804,150.1297",1,1.5,1.5,360,1,1.8,500,2000,
,28002,28,2,"454.9409,0.05509281,154.1177","0,240,0","450.0209,0.05509281,150.1077",1,1.5,1.5,360,1,1.8,500,2000,
,28003,28,3,"445.0905,0.05508614,145.7748","0,60,0","450.0905,0.05508614,150.0748",1,1.5,1.5,360,1,1.8,500,2000,
,28004,28,4,"454.938,0.05509186,145.7948","0,300,0","450.0381,0.05509186,150.1348",1,1.5,1.5,360,1,1.8,500,2000,
,156001,156,1,"12.6,0.1,14.7","0,0,0","3.534,0.1,11.17",0.5,10,10,20,0,1.8,500,2000,"18.273,0.1,14.599;28.82,0.08,12.28;19.15,0.08,12.77;12.121,0.039,14.926;"
,156002,156,2,"38.1,0.1,13.1","0,0,0","3.534,0.1,11.17",0.5,10,10,20,0,1.8,500,2000,"48.537,0.1,19.563;38.39,0.11,14.44;"
,156003,156,3,"46.5,0.16,30.3","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,1000,1000,"37.5,0.1,41.3;46.5,0.16,30.3;"
,156004,156,4,"41,0.1,42","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,1000,1000,"50,0.1,31;41,0.1,42;"
,156005,156,5,"25.59,0.1,45.69","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,500,2000,"19.20,0.08,56.03;27.034,0.1,45.203;34.925,0.07,39.932;"
,156006,156,6,"39.06,0.1,52.49","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,500,2000,"36.535,0.1,44.029;49.535,0.1,67.039;"
,156007,156,7,"70.6,0.1,56.6","0,0,0","59.9,0.1,70.33",0.5,7,7,360,0,1.8,500,2000,
,156008,156,8,"46.5,0.16,30.3","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,1000,1000,"37.5,0.1,41.3;46.5,0.16,30.3;"
,156009,156,9,"41,0.1,42","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,1000,1000,"50,0.1,31;41,0.1,42;"
,156010,156,10,"25.59,0.1,45.69","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,500,2000,"19.20,0.08,56.03;27.034,0.1,45.203;34.925,0.07,39.932;"
,156011,156,11,"39.06,0.1,52.49","0,0,0","47.72,0.08,19.22",0.5,10,10,20,0,1.8,500,2000,"36.535,0.1,44.029;49.535,0.1,67.039;"
,156012,156,12,"70.6,0.1,56.6","0,0,0","59.9,0.1,70.33",0.5,7,7,360,0,1.8,500,2000,
,156013,156,13,"64.37,0.164,59.99","0,90,0","39.0761,0.01560974,52.43032",1,5,5,360,0,0,500,2000,
,156014,156,14,"41.01,0.08,43.97","0,145.768,0","45.97892,0.08,18.53675",0,5,5,360,0,0,500,2000,
,157005,157,5,"-25.25,10.47505,2.37","0,0,0","-26.32,10.47505,8.62",1,5,5,360,0,0,500,2000,
,157006,157,6,"-9.8,5.29,2.17","0,0,0","-2.54411,6.941566,17.93027",0,4,4,360,0,0,500,2000,
,157007,157,7,"-8.218307,6.941566,11.1234","0,0,0","-2.518308,6.941566,17.9634",1,9,9,360,0,0,500,2000,
,157008,157,8,"-16.26699,6.941559,10.13227","0,0,0","2.177,3.064,-0.9510002",0,7,7,360,0,0,500,2000,
,157001,157,1,"2.341,2.453,9.079","0,0,0","2.183,3.072,-0.9510002",0.5,2,2,360,0,0,500,2000,"5.521,2.484,8.896;-0.864,2.324,8.736;"
