,required,required,required,required,required,required
,uint32,uint32,uint32,int32,uint32,uint32
,id,hero_id,index,unlock_level,task_id,num
备注,英雄id拼接任务索引,英雄id,索引,解锁等级,起始任务,结局数量
,10101,101,1,0,70284,2
,10102,101,2,6,70323,2
,10103,101,3,12,70423,2
,10104,101,4,-1,0,0
,10201,102,1,0,70526,1
,10202,102,2,6,70542,1
,10203,102,3,-1,0,0
,10301,103,1,0,70475,1
,10302,103,2,6,70463,1
,10303,103,3,-1,0,0
,10401,104,1,0,70572,1
,10402,104,2,6,70570,1
,10403,104,3,-1,0,0
,10501,105,1,0,70483,1
,10502,105,2,6,70524,1
,10503,105,3,-1,0,0
,10601,106,1,0,70571,1
,10602,106,2,6,70560,1
,10603,106,3,-1,0,0
,10701,107,1,0,70462,1
,10702,107,2,6,70472,1
,10703,107,3,-1,0,0
,10801,108,1,0,70522,1
,10802,108,2,6,70521,1
,10803,108,3,-1,0,0
,11101,111,1,0,70525,1
,11102,111,2,6,70520,1
,11103,111,3,-1,0,0
,11201,112,1,0,70527,1
,11202,112,2,6,70550,1
,11203,112,6,-1,0,0
,11301,113,1,0,70474,1
,11302,113,2,6,70473,1
,11303,113,3,-1,0,0
,11401,114,1,0,70523,1
,11402,114,2,6,70573,1
,11403,114,3,-1,0,0
,20101,201,1,0,70341,2
,20102,201,2,6,70346,2
,20103,201,3,12,70415,1
,20104,201,4,-1,0,0
,30101,301,1,0,70317,1
,30102,301,2,6,70288,2
,30103,301,3,12,70405,1
,30104,301,4,-1,0,0
,30201,302,1,0,70465,2
,30202,302,2,6,70452,2
,30203,302,3,-1,0,0
,40101,401,1,-1,0,0
,40102,401,2,6,70574,1
,40103,401,3,-1,0,0
