,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1000501,10005,1,2033,-1,0,2033,102200,-1,0,0,0
,1000502,10005,2,2032,-1,0,-1,0,2032,103100,0,0
,1000503,10005,3,101,101,100108,-1,0,2032,103100,0,0
,1000601,10006,1,2032,101,100101,-1,0,2032,103100,0,0
,1000602,10006,2,2031,-1,0,2031,102100,-1,0,0,0
,1000603,10006,3,101,101,100101,-1,0,2031,102100,0,0
,1000604,10006,4,2031,101,100101,-1,0,2031,102100,0,0
,1000605,10006,5,101,101,100108,-1,0,2031,102100,0,0
,1000606,10006,6,201,-1,0,201,100203,-1,0,0,0
,1000607,10006,7,201,-1,0,201,100203,-1,0,0,0
,1000608,10006,8,201,-1,0,201,100203,-1,0,0,0
,1000609,10006,9,101,-1,0,101,100108,-1,0,0,0
,1000610,10006,10,201,101,100108,-1,0,201,100203,0,0
,1000611,10006,11,101,101,100105,-1,0,201,100203,0,0
,1000701,10007,1,2032,-1,0,2032,103100,-1,0,0,0
,1000702,10007,2,2032,2032,103100,-1,0,2031,102100,0,0
,1000703,10007,3,201,101,100105,-1,0,201,100208,0,0
,1000704,10007,4,101,101,100105,-1,0,201,100208,0,0
,1000705,10007,5,201,101,100105,-1,0,201,100208,0,0
,1000706,10007,6,101,101,100105,-1,0,201,100208,0,0
,1000707,10007,7,201,101,100101,-1,0,201,100208,0,0
,1000708,10007,8,101,101,100101,-1,0,201,100201,0,0
,1000709,10007,9,2032,2032,103100,-1,0,2031,102100,0,0
,1000801,10008,1,2035,-1,0,2035,102600,-1,0,0,0
,1000802,10008,2,201,2035,102600,-1,0,201,100201,0,0
,1000803,10008,3,2032,2032,103100,-1,0,2031,102100,0,0
